Time elapsed	Time stamp	Drain_TR Voltage	Drain_TR Current	Drain_TR Resistance	Gate Voltage	Gate Current	Gate Resistance	Loop_TR Index
s		V	A	V/A	V	A	V/A	

4.17930361e-01	2023-06-02T12:36:18.274354	-3.00000000e-01	-3.19570000e-09	9.38761461e+07	1.00000000e+00	7.80400000e-11	1.28139416e+10	1
1.12893759e+00	2023-06-02T12:36:18.984531	-3.00000000e-01	-2.66290000e-09	1.12659131e+08	1.00000000e+00	-1.46010000e-10	-6.84884597e+09	2
1.49281332e+00	2023-06-02T12:36:19.348429	-3.00000000e-01	-1.37180000e-09	2.18690771e+08	1.00000000e+00	1.39810000e-10	7.15256419e+09	3
1.85276577e+00	2023-06-02T12:36:19.708434	-3.00000000e-01	-8.16310000e-10	3.67507442e+08	1.00000000e+00	-1.55770000e-10	-6.41972138e+09	4
2.34103221e+00	2023-06-02T12:36:20.188474	-3.00000000e-01	-4.99260000e-10	6.00889316e+08	1.00000000e+00	1.14490000e-10	8.73438728e+09	5
2.70732682e+00	2023-06-02T12:36:20.558669	-3.00000000e-01	-6.24280000e-10	4.80553598e+08	1.00000000e+00	-8.05000000e-11	-1.24223602e+10	6
3.07316645e+00	2023-06-02T12:36:20.928652	-3.00000000e-01	-3.36450000e-10	8.91662951e+08	1.00000000e+00	5.82000000e-12	1.71821306e+11	7
3.44936301e+00	2023-06-02T12:36:21.298865	-3.00000000e-01	-4.84940000e-10	6.18633233e+08	1.00000000e+00	5.01300000e-11	1.99481348e+10	8
3.82350009e+00	2023-06-02T12:36:21.678898	-3.00000000e-01	-3.19940000e-10	9.37675814e+08	1.00000000e+00	-1.10380000e-10	-9.05961225e+09	9
4.19761788e+00	2023-06-02T12:36:22.048876	-3.00000000e-01	-3.19680000e-10	9.38438438e+08	1.00000000e+00	1.40070000e-10	7.13928750e+09	10
4.56021443e+00	2023-06-02T12:36:22.409034	-3.00000000e-01	-3.36940000e-10	8.90366237e+08	1.00000000e+00	-1.57210000e-10	-6.36091852e+09	11
4.93499725e+00	2023-06-02T12:36:22.788933	-3.00000000e-01	-1.69310000e-10	1.77189770e+09	1.00000000e+00	1.38670000e-10	7.21136511e+09	12
5.30425678e+00	2023-06-02T12:36:23.159044	-3.00000000e-01	-3.38550000e-10	8.86132034e+08	1.00000000e+00	-9.84800000e-11	-1.01543461e+10	13
5.68005130e+00	2023-06-02T12:36:23.529191	-3.00000000e-01	-1.10700000e-10	2.71002710e+09	1.00000000e+00	3.24100000e-11	3.08546745e+10	14
6.05367678e+00	2023-06-02T12:36:23.909332	-3.00000000e-01	-3.14570000e-10	9.53682805e+08	1.00000000e+00	2.74700000e-11	3.64033491e+10	15
6.42464668e+00	2023-06-02T12:36:24.279337	-3.00000000e-01	-1.41390000e-10	2.12179079e+09	1.00000000e+00	-9.41200000e-11	-1.06247344e+10	16
6.80364366e+00	2023-06-02T12:36:24.659308	-3.00000000e-01	-2.12830000e-10	1.40957572e+09	1.00000000e+00	1.32790000e-10	7.53068755e+09	17
