Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

1.11458258e+02	2023-03-02T16:55:16.448532	5.36037800e-05	4.34821700e-07	1.23277610e+02	-5.99948700e-01	-1.82042900e-05	3.29564460e+04
1.12379954e+02	2023-03-02T16:55:17.370590	7.86920400e-05	2.75182800e-07	2.85962785e+02	-5.74945300e-01	-1.77482900e-05	3.23944053e+04
1.12723993e+02	2023-03-02T16:55:17.714612	3.68710300e-05	2.10574400e-07	1.75097400e+02	-5.49994400e-01	-1.74486500e-05	3.15207423e+04
1.13083077e+02	2023-03-02T16:55:18.073635	6.19592300e-05	1.61203000e-07	3.84355316e+02	-5.24951400e-01	-1.71164500e-05	3.06694087e+04
1.13442440e+02	2023-03-02T16:55:18.432657	6.19623500e-05	1.18286300e-07	5.23833698e+02	-4.99968400e-01	-1.67953800e-05	2.97682101e+04
1.13926986e+02	2023-03-02T16:55:18.917688	2.01381000e-05	7.74813500e-08	2.59908997e+02	-4.74935700e-01	-1.65415200e-05	2.87117327e+04
1.14270889e+02	2023-03-02T16:55:19.261709	2.01448600e-05	5.55022400e-08	3.62955801e+02	-4.49946800e-01	-1.64399800e-05	2.73690601e+04
1.14614508e+02	2023-03-02T16:55:19.604732	8.70656800e-05	4.40415100e-08	1.97690043e+03	-4.24896900e-01	-1.61633900e-05	2.62876105e+04
1.15098896e+02	2023-03-02T16:55:20.089762	3.68612800e-05	2.04708600e-08	1.80067081e+03	-3.99908400e-01	-1.57866200e-05	2.53321104e+04
1.15786056e+02	2023-03-02T16:55:20.776805	6.19685500e-05	2.35239900e-08	2.63427038e+03	-3.74885400e-01	-1.57507700e-05	2.38010840e+04
1.16286510e+02	2023-03-02T16:55:21.276837	2.01347300e-05	1.88955400e-08	1.06558108e+03	-3.49912200e-01	-1.56125300e-05	2.24122676e+04
1.16788800e+02	2023-03-02T16:55:21.778869	2.85029500e-05	1.59365000e-08	1.78853261e+03	-3.24929200e-01	-1.55012000e-05	2.09615514e+04
1.17286458e+02	2023-03-02T16:55:22.276901	2.85129100e-05	1.40827600e-08	2.02466775e+03	-2.99972100e-01	-1.54035400e-05	1.94742312e+04
1.17786357e+02	2023-03-02T16:55:22.776932	6.19592300e-05	1.33468400e-08	4.64223966e+03	-2.74969200e-01	-1.53101900e-05	1.79598816e+04
1.18286363e+02	2023-03-02T16:55:23.276963	8.70656800e-05	1.50595500e-08	5.78142640e+03	-2.49994800e-01	-1.52226100e-05	1.64225977e+04
1.18813057e+02	2023-03-02T16:55:23.803997	8.70656800e-05	2.23979700e-08	3.88721299e+03	-2.24895000e-01	-1.50485100e-05	1.49446689e+04
1.19302023e+02	2023-03-02T16:55:24.293028	1.12154200e-04	3.75418800e-08	2.98744229e+03	-1.99907400e-01	-1.49909200e-05	1.33352323e+04
1.19801985e+02	2023-03-02T16:55:24.792059	7.03332500e-05	1.50822900e-09	4.66330047e+04	-1.74910700e-01	-1.49504300e-05	1.16993759e+04
