Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

5.45208621e+01	2023-03-02T16:34:49.259439	-2.00013900e-01	4.29715400e-08	-4.65456672e+06	-5.99910400e-01	-4.17467400e-07	1.43702335e+06
5.51580342e+01	2023-03-02T16:34:49.896479	-1.99821800e-01	3.53245800e-08	-5.65673534e+06	-5.49946100e-01	-4.11915400e-07	1.33509478e+06
5.58295440e+01	2023-03-02T16:34:50.567521	-1.99834200e-01	1.21371400e-08	-1.64646861e+07	-4.99941600e-01	-4.16543900e-07	1.20021347e+06
5.63451687e+01	2023-03-02T16:34:51.083555	-1.99901100e-01	1.64461700e-08	-1.21548725e+07	-4.49917200e-01	-3.77142400e-07	1.19296372e+06
5.70218795e+01	2023-03-02T16:34:51.759596	-1.99983400e-01	-8.90293100e-09	2.24626474e+07	-3.99897300e-01	-3.78134200e-07	1.05755391e+06
5.76890865e+01	2023-03-02T16:34:52.427638	-1.99855000e-01	4.27745800e-08	-4.67228433e+06	-3.49833300e-01	-4.12470500e-07	8.48141382e+05
5.83616213e+01	2023-03-02T16:34:53.099681	-1.99880300e-01	1.55256300e-10	-1.28742151e+09	-2.99955900e-01	-3.35378600e-07	8.94379963e+05
5.92378809e+01	2023-03-02T16:34:53.975737	-1.99930500e-01	-3.48036900e-09	5.74452019e+07	-2.49969700e-01	-3.11727500e-07	8.01885300e+05
6.00795566e+01	2023-03-02T16:34:54.817789	-1.99911100e-01	-1.77693600e-08	1.12503264e+07	-1.99801600e-01	-2.24983500e-07	8.88072236e+05
6.11421905e+01	2023-03-02T16:34:55.880856	-1.99910800e-01	-8.00336200e-08	2.49783528e+06	-1.49902700e-01	-1.04213800e-07	1.43841507e+06
6.20171800e+01	2023-03-02T16:34:56.754911	-1.99898100e-01	-1.50109900e-07	1.33167832e+06	-9.99889600e-02	-7.72098700e-08	1.29502821e+06
6.26734749e+01	2023-03-02T16:34:57.411953	-1.99905200e-01	-7.07428500e-08	2.82580077e+06	-4.99079800e-02	-5.20706300e-08	9.58466990e+05
6.36732882e+01	2023-03-02T16:34:58.411016	-1.99931900e-01	-6.12636900e-08	3.26346487e+06	2.30998300e-05	-3.36009500e-09	-6.87475503e+03
6.47047093e+01	2023-03-02T16:34:59.443081	-1.99924800e-01	8.47700700e-08	-2.35843618e+06	5.00718700e-02	5.02726500e-08	9.96006178e+05
6.55398187e+01	2023-03-02T16:35:00.278135	-1.99950000e-01	-6.64961800e-08	3.00693965e+06	1.00114300e-01	9.84539400e-08	1.01686433e+06
6.63653333e+01	2023-03-02T16:35:01.103186	-1.99950000e-01	-5.72158500e-09	3.49466101e+07	1.00124000e-01	8.44314900e-08	1.18586087e+06
6.65040207e+01	2023-03-02T16:35:01.242195	-1.99890000e-01	8.70941100e-09	-2.29510354e+07	5.01572000e-02	3.59153500e-08	1.39653936e+06
6.77515535e+01	2023-03-02T16:35:02.489274	-1.99909500e-01	2.01327000e-09	-9.92959216e+07	-1.19098400e-04	-9.34397800e-09	1.27460060e+04
6.90012930e+01	2023-03-02T16:35:03.739352	-1.99880100e-01	1.77566300e-08	-1.12566461e+07	-5.00271300e-02	-1.22498400e-07	4.08390069e+05
7.04153465e+01	2023-03-02T16:35:05.153442	-1.99892800e-01	-1.17517800e-09	1.70095764e+08	-1.01457000e-01	-8.38232500e-06	1.21036825e+04
7.10637132e+01	2023-03-02T16:35:05.801482	-1.99871700e-01	5.62074200e-08	-3.55596645e+06	-1.49909000e-01	-7.04272600e-07	2.12856499e+05
7.20952739e+01	2023-03-02T16:35:06.833547	-1.99867600e-01	5.48784400e-08	-3.64200586e+06	-1.99897700e-01	-3.94776300e-06	5.06356891e+04
7.31275903e+01	2023-03-02T16:35:07.865613	-1.99870300e-01	-1.55306800e-07	1.28693850e+06	-2.49956300e-01	-5.18636600e-06	4.81948825e+04
7.39697449e+01	2023-03-02T16:35:08.707665	-1.99982100e-01	-4.23202100e-08	4.72545150e+06	-2.99968300e-01	-6.38453800e-06	4.69835562e+04
7.44905145e+01	2023-03-02T16:35:09.228698	-1.99866300e-01	4.92430000e-09	-4.05877587e+07	-3.49933700e-01	-7.20260900e-06	4.85842977e+04
7.53609025e+01	2023-03-02T16:35:10.098754	-1.99831500e-01	8.98285600e-10	-2.22458759e+08	-3.99947500e-01	-8.61817300e-06	4.64074578e+04
7.58606473e+01	2023-03-02T16:35:10.598786	-1.99876000e-01	-4.00236500e-08	4.99394733e+06	-4.49969700e-01	-9.29337700e-06	4.84183198e+04
7.65842204e+01	2023-03-02T16:35:11.322831	-1.99828800e-01	8.12029300e-08	-2.46085702e+06	-5.00015200e-01	-9.71352000e-06	5.14762105e+04
7.70642287e+01	2023-03-02T16:35:11.802862	-1.99891400e-01	4.49439200e-09	-4.44757378e+07	-5.49966500e-01	-1.08702500e-05	5.05937306e+04
7.77358716e+01	2023-03-02T16:35:12.473903	-1.99913800e-01	-1.19090700e-08	1.67866844e+07	-5.99948200e-01	-1.18669100e-05	5.05563959e+04
