Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

4.70162533e-01	2023-03-02T17:41:05.780293	-5.99922400e-01	-4.52689600e-07	1.32524008e+06	-5.99989700e-01	-1.39666900e-07	4.29586180e+06
1.53280468e+00	2023-03-02T17:41:06.840344	-5.99935100e-01	-3.06316800e-07	1.95854455e+06	-5.74945300e-01	-1.74159200e-07	3.30126287e+06
2.34359654e+00	2023-03-02T17:41:07.653692	-5.99905400e-01	-2.82216200e-07	2.12569441e+06	-5.49940600e-01	-1.70830000e-07	3.21922730e+06
2.99924702e+00	2023-03-02T17:41:08.310085	-5.99885400e-01	-2.58542100e-07	2.32026196e+06	-5.24932400e-01	-1.73195900e-07	3.03085928e+06
3.66023527e+00	2023-03-02T17:41:08.964842	-5.99906300e-01	-2.44181700e-07	2.45680286e+06	-4.99898100e-01	-1.57116700e-07	3.18169934e+06
4.17174383e+00	2023-03-02T17:41:09.481888	-5.99922400e-01	-2.39755900e-07	2.50222163e+06	-4.74964000e-01	-1.52815300e-07	3.10809193e+06
4.84518835e+00	2023-03-02T17:41:10.155930	-5.99905600e-01	-2.32606900e-07	2.57905333e+06	-4.49919500e-01	-1.55830300e-07	2.88724016e+06
5.34334873e+00	2023-03-02T17:41:10.653962	-5.99881100e-01	-2.23526800e-07	2.68370996e+06	-4.24897400e-01	-8.98559200e-08	4.72865227e+06
5.99954705e+00	2023-03-02T17:41:11.310003	-5.99910000e-01	-2.13715800e-07	2.80704562e+06	-3.99847100e-01	-1.50063200e-07	2.66452468e+06
6.79714161e+00	2023-03-02T17:41:12.108054	-5.99922400e-01	-2.03998600e-07	2.94081626e+06	-3.74899700e-01	-1.37398000e-07	2.72856737e+06
7.45278902e+00	2023-03-02T17:41:12.763095	-5.99926700e-01	-2.02045200e-07	2.96926975e+06	-3.49921700e-01	-2.07663200e-07	1.68504434e+06
8.11183747e+00	2023-03-02T17:41:13.422137	-5.99922700e-01	-1.99113100e-07	3.01297454e+06	-3.24912000e-01	-1.78504400e-07	1.82019043e+06
8.76521057e+00	2023-03-02T17:41:14.075178	-5.99931100e-01	-1.92871100e-07	3.11052874e+06	-2.99926000e-01	-1.51718800e-07	1.97685455e+06
9.42098871e+00	2023-03-02T17:41:14.731219	-5.99868700e-01	-1.82477900e-07	3.28734987e+06	-2.74965500e-01	-1.08252200e-07	2.54004538e+06
1.00812076e+01	2023-03-02T17:41:15.391261	-5.99923000e-01	-1.79370600e-07	3.34460051e+06	-2.50016500e-01	-8.52589200e-08	2.93243804e+06
1.07341861e+01	2023-03-02T17:41:16.044302	-5.99922700e-01	-1.80125300e-07	3.33058543e+06	-2.24926900e-01	-7.11023200e-08	3.16342561e+06
1.13901844e+01	2023-03-02T17:41:16.700343	-5.99935400e-01	-1.80510900e-07	3.32354113e+06	-1.99886300e-01	-5.41725800e-08	3.68980580e+06
