Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

1.28235815e+02	2023-03-02T17:43:13.546840	9.54188500e-05	1.41613900e-08	6.73795793e+03	-5.99856100e-01	-2.21660500e-07	2.70619303e+06
1.29093129e+02	2023-03-02T17:43:14.403894	4.52390500e-05	1.43249600e-08	3.15805768e+03	-5.74937500e-01	-2.11307100e-07	2.72086220e+06
1.29766485e+02	2023-03-02T17:43:15.077937	4.52326500e-05	1.07987200e-08	4.18870477e+03	-5.49984200e-01	-1.95145100e-07	2.81833466e+06
1.30437011e+02	2023-03-02T17:43:15.747978	5.36132400e-05	7.94217700e-09	6.75044638e+03	-5.24873900e-01	-1.70206400e-07	3.08374949e+06
1.31108632e+02	2023-03-02T17:43:16.420020	7.86831100e-05	7.23053400e-09	1.08820607e+04	-4.99963300e-01	-1.75931900e-07	2.84180015e+06
1.31643032e+02	2023-03-02T17:43:16.954054	3.68710300e-05	7.21460500e-09	5.11060966e+03	-4.74922200e-01	-1.65858400e-07	2.86341964e+06
1.32312021e+02	2023-03-02T17:43:17.623097	5.35911600e-05	6.08930600e-09	8.80086499e+03	-4.49946800e-01	-1.42706600e-07	3.15295018e+06
1.32983746e+02	2023-03-02T17:43:18.295139	8.70568900e-05	6.32104300e-09	1.37725515e+04	-4.24866400e-01	-1.21857100e-07	3.48659536e+06
1.33655671e+02	2023-03-02T17:43:18.967182	4.52454800e-05	4.82988500e-09	9.36781725e+03	-3.99905400e-01	-1.09117600e-07	3.66490282e+06
1.34333476e+02	2023-03-02T17:43:19.645225	7.86920400e-05	5.56670400e-09	1.41361998e+04	-3.74995000e-01	-1.17516700e-07	3.19099328e+06
1.34999230e+02	2023-03-02T17:43:20.310266	5.35975000e-05	5.13295600e-09	1.04418390e+04	-3.49938400e-01	-9.71571300e-08	3.60177786e+06
1.35677186e+02	2023-03-02T17:43:20.988309	4.52390500e-05	4.51571400e-09	1.00181389e+04	-3.24903700e-01	-9.37984800e-08	3.46384824e+06
1.36343028e+02	2023-03-02T17:43:21.654351	6.19592300e-05	4.98287700e-09	1.24344289e+04	-2.99934600e-01	-7.70104900e-08	3.89472395e+06
1.37015021e+02	2023-03-02T17:43:22.326393	6.19623500e-05	4.12213700e-09	1.50316086e+04	-2.74930200e-01	-6.83219400e-08	4.02403972e+06
1.37686866e+02	2023-03-02T17:43:22.998435	4.52390500e-05	4.68779000e-09	9.65040030e+03	-2.49956300e-01	-5.35252500e-08	4.66987637e+06
1.38359134e+02	2023-03-02T17:43:23.670479	6.19716000e-05	4.14817900e-09	1.49394710e+04	-2.24933800e-01	-4.30950000e-08	5.21948718e+06
1.39037464e+02	2023-03-02T17:43:24.348521	7.86860700e-05	3.78995200e-09	2.07617590e+04	-1.99940800e-01	-4.22481000e-08	4.73253945e+06
1.39889867e+02	2023-03-02T17:43:25.201575	5.35975000e-05	3.82748000e-09	1.40033390e+04	-1.74971600e-01	-3.31505700e-08	5.27808722e+06
