[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	04/01/2023 15:05:25
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	300,00 to 900,00
Scan Speed:	Medium
Sampling Interval:	1,0
Auto Sampling Interval:	Disabled
Scan Mode:	Single

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Reflectance
Slit Width:	5,0 nm
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	295,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	900,00 nm  1650,00 nm
Grating Change Wavelength:	1000,00 nm
S/R Exchange:	Inverse
Detector Lock:	Auto
Slit Program:	Fixed
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	None

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
300.0	6.100
301.0	6.033
302.0	5.915
303.0	5.818
304.0	5.669
305.0	5.538
306.0	5.470
307.0	5.387
308.0	5.314
309.0	5.204
310.0	5.107
311.0	5.021
312.0	4.900
313.0	4.807
314.0	4.725
315.0	4.670
316.0	4.619
317.0	4.573
318.0	4.536
319.0	4.480
320.0	4.442
321.0	4.406
322.0	4.398
323.0	4.342
324.0	4.299
325.0	4.252
326.0	4.256
327.0	4.253
328.0	4.273
329.0	4.290
330.0	4.295
331.0	4.285
332.0	4.248
333.0	4.250
334.0	4.266
335.0	4.312
336.0	4.346
337.0	4.394
338.0	4.412
339.0	4.441
340.0	4.463
341.0	4.510
342.0	4.537
343.0	4.569
344.0	4.598
345.0	4.629
346.0	4.667
347.0	4.689
348.0	4.733
349.0	4.755
350.0	4.801
351.0	4.823
352.0	4.858
353.0	4.885
354.0	4.918
355.0	4.944
356.0	4.960
357.0	4.953
358.0	4.959
359.0	4.972
360.0	5.011
361.0	5.041
362.0	5.053
363.0	5.075
364.0	5.074
365.0	5.069
366.0	5.073
367.0	5.081
368.0	5.105
369.0	5.108
370.0	5.121
371.0	5.125
372.0	5.133
373.0	5.138
374.0	5.145
375.0	5.137
376.0	5.153
377.0	5.165
378.0	5.180
379.0	5.184
380.0	5.202
381.0	5.214
382.0	5.209
383.0	5.204
384.0	5.205
385.0	5.225
386.0	5.224
387.0	5.221
388.0	5.220
389.0	5.231
390.0	5.255
391.0	5.266
392.0	5.278
393.0	5.280
394.0	5.286
395.0	5.294
396.0	5.303
397.0	5.303
398.0	5.297
399.0	5.301
400.0	5.322
401.0	5.331
402.0	5.349
403.0	5.349
404.0	5.366
405.0	5.373
406.0	5.384
407.0	5.387
408.0	5.381
409.0	5.378
410.0	5.388
411.0	5.397
412.0	5.405
413.0	5.400
414.0	5.402
415.0	5.411
416.0	5.413
417.0	5.413
418.0	5.404
419.0	5.402
420.0	5.396
421.0	5.397
422.0	5.398
423.0	5.397
424.0	5.379
425.0	5.367
426.0	5.345
427.0	5.341
428.0	5.329
429.0	5.322
430.0	5.295
431.0	5.280
432.0	5.269
433.0	5.258
434.0	5.232
435.0	5.206
436.0	5.185
437.0	5.161
438.0	5.141
439.0	5.113
440.0	5.093
441.0	5.060
442.0	5.029
443.0	4.995
444.0	4.959
445.0	4.929
446.0	4.895
447.0	4.848
448.0	4.802
449.0	4.762
450.0	4.732
451.0	4.699
452.0	4.650
453.0	4.607
454.0	4.552
455.0	4.507
456.0	4.461
457.0	4.423
458.0	4.379
459.0	4.335
460.0	4.284
461.0	4.241
462.0	4.194
463.0	4.155
464.0	4.109
465.0	4.068
466.0	4.028
467.0	3.993
468.0	3.957
469.0	3.922
470.0	3.888
471.0	3.856
472.0	3.828
473.0	3.797
474.0	3.765
475.0	3.732
476.0	3.698
477.0	3.666
478.0	3.635
479.0	3.609
480.0	3.579
481.0	3.549
482.0	3.522
483.0	3.508
484.0	3.488
485.0	3.482
486.0	3.473
487.0	3.480
488.0	3.474
489.0	3.473
490.0	3.477
491.0	3.485
492.0	3.506
493.0	3.520
494.0	3.546
495.0	3.570
496.0	3.604
497.0	3.635
498.0	3.672
499.0	3.710
500.0	3.763
501.0	3.814
502.0	3.862
503.0	3.910
504.0	3.968
505.0	4.038
506.0	4.105
507.0	4.177
508.0	4.259
509.0	4.339
510.0	4.423
511.0	4.499
512.0	4.583
513.0	4.668
514.0	4.762
515.0	4.850
516.0	4.938
517.0	5.037
518.0	5.136
519.0	5.236
520.0	5.334
521.0	5.441
522.0	5.549
523.0	5.656
524.0	5.769
525.0	5.882
526.0	5.994
527.0	6.105
528.0	6.216
529.0	6.344
530.0	6.460
531.0	6.591
532.0	6.717
533.0	6.852
534.0	6.989
535.0	7.112
536.0	7.239
537.0	7.361
538.0	7.488
539.0	7.611
540.0	7.731
541.0	7.846
542.0	7.975
543.0	8.111
544.0	8.248
545.0	8.382
546.0	8.502
547.0	8.634
548.0	8.754
549.0	8.879
550.0	8.998
551.0	9.120
552.0	9.248
553.0	9.363
554.0	9.484
555.0	9.593
556.0	9.718
557.0	9.833
558.0	9.947
559.0	10.055
560.0	10.157
561.0	10.256
562.0	10.351
563.0	10.453
564.0	10.560
565.0	10.648
566.0	10.747
567.0	10.837
568.0	10.943
569.0	11.038
570.0	11.133
571.0	11.233
572.0	11.326
573.0	11.428
574.0	11.528
575.0	11.623
576.0	11.725
577.0	11.817
578.0	11.921
579.0	12.019
580.0	12.126
581.0	12.234
582.0	12.337
583.0	12.436
584.0	12.536
585.0	12.634
586.0	12.721
587.0	12.823
588.0	12.923
589.0	13.040
590.0	13.128
591.0	13.223
592.0	13.314
593.0	13.413
594.0	13.507
595.0	13.600
596.0	13.694
597.0	13.799
598.0	13.885
599.0	13.974
600.0	14.055
601.0	14.145
602.0	14.235
603.0	14.316
604.0	14.387
605.0	14.441
606.0	14.492
607.0	14.557
608.0	14.634
609.0	14.698
610.0	14.761
611.0	14.786
612.0	14.834
613.0	14.870
614.0	14.920
615.0	14.959
616.0	14.976
617.0	15.014
618.0	15.032
619.0	15.058
620.0	15.059
621.0	15.079
622.0	15.099
623.0	15.127
624.0	15.142
625.0	15.144
626.0	15.148
627.0	15.154
628.0	15.166
629.0	15.176
630.0	15.185
631.0	15.196
632.0	15.203
633.0	15.230
634.0	15.253
635.0	15.276
636.0	15.280
637.0	15.284
638.0	15.308
639.0	15.338
640.0	15.373
641.0	15.406
642.0	15.435
643.0	15.478
644.0	15.524
645.0	15.576
646.0	15.650
647.0	15.714
648.0	15.769
649.0	15.825
650.0	15.876
651.0	15.953
652.0	16.030
653.0	16.124
654.0	16.214
655.0	16.298
656.0	16.381
657.0	16.459
658.0	16.538
659.0	16.590
660.0	16.660
661.0	16.730
662.0	16.819
663.0	16.878
664.0	16.960
665.0	17.047
666.0	17.139
667.0	17.209
668.0	17.282
669.0	17.359
670.0	17.455
671.0	17.540
672.0	17.665
673.0	17.746
674.0	17.822
675.0	17.878
676.0	17.936
677.0	18.025
678.0	18.094
679.0	18.174
680.0	18.226
681.0	18.277
682.0	18.306
683.0	18.343
684.0	18.366
685.0	18.416
686.0	18.466
687.0	18.478
688.0	18.496
689.0	18.480
690.0	18.517
691.0	18.528
692.0	18.546
693.0	18.508
694.0	18.459
695.0	18.403
696.0	18.369
697.0	18.314
698.0	18.273
699.0	18.178
700.0	18.066
701.0	17.918
702.0	17.757
703.0	17.635
704.0	17.478
705.0	17.359
706.0	17.178
707.0	17.025
708.0	16.829
709.0	16.607
710.0	16.351
711.0	16.111
712.0	15.880
713.0	15.663
714.0	15.429
715.0	15.211
716.0	14.968
717.0	14.719
718.0	14.455
719.0	14.207
720.0	13.951
721.0	13.675
722.0	13.436
723.0	13.215
724.0	13.017
725.0	12.777
726.0	12.572
727.0	12.373
728.0	12.194
729.0	12.025
730.0	11.840
731.0	11.670
732.0	11.487
733.0	11.350
734.0	11.182
735.0	11.018
736.0	10.842
737.0	10.720
738.0	10.609
739.0	10.483
740.0	10.329
741.0	10.177
742.0	10.056
743.0	10.003
744.0	9.922
745.0	9.850
746.0	9.727
747.0	9.627
748.0	9.563
749.0	9.485
750.0	9.440
751.0	9.370
752.0	9.316
753.0	9.239
754.0	9.170
755.0	9.114
756.0	9.090
757.0	9.067
758.0	9.009
759.0	8.961
760.0	8.895
761.0	8.883
762.0	8.825
763.0	8.822
764.0	8.793
765.0	8.777
766.0	8.735
767.0	8.724
768.0	8.712
769.0	8.697
770.0	8.677
771.0	8.657
772.0	8.628
773.0	8.606
774.0	8.595
775.0	8.581
776.0	8.574
777.0	8.553
778.0	8.544
779.0	8.529
780.0	8.505
781.0	8.499
