[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	04/01/2023 15:11:31
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	300,00 to 900,00
Scan Speed:	Medium
Sampling Interval:	1,0
Auto Sampling Interval:	Disabled
Scan Mode:	Single

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Reflectance
Slit Width:	5,0 nm
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	295,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	900,00 nm  1650,00 nm
Grating Change Wavelength:	1000,00 nm
S/R Exchange:	Inverse
Detector Lock:	Auto
Slit Program:	Fixed
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	None

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
300.0	8.371
301.0	8.411
302.0	8.441
303.0	8.394
304.0	8.427
305.0	8.452
306.0	8.507
307.0	8.527
308.0	8.582
309.0	8.651
310.0	8.700
311.0	8.757
312.0	8.816
313.0	8.816
314.0	8.859
315.0	8.848
316.0	8.927
317.0	8.968
318.0	9.019
319.0	9.044
320.0	9.119
321.0	9.180
322.0	9.268
323.0	9.252
324.0	9.282
325.0	9.284
326.0	9.303
327.0	9.350
328.0	9.406
329.0	9.457
330.0	9.500
331.0	9.495
332.0	9.567
333.0	9.636
334.0	9.708
335.0	9.724
336.0	9.729
337.0	9.754
338.0	9.775
339.0	9.780
340.0	9.798
341.0	9.798
342.0	9.824
343.0	9.841
344.0	9.870
345.0	9.872
346.0	9.876
347.0	9.874
348.0	9.876
349.0	9.866
350.0	9.869
351.0	9.863
352.0	9.851
353.0	9.837
354.0	9.834
355.0	9.836
356.0	9.863
357.0	9.860
358.0	9.832
359.0	9.778
360.0	9.775
361.0	9.776
362.0	9.793
363.0	9.750
364.0	9.734
365.0	9.724
366.0	9.734
367.0	9.741
368.0	9.716
369.0	9.717
370.0	9.728
371.0	9.741
372.0	9.732
373.0	9.728
374.0	9.730
375.0	9.732
376.0	9.739
377.0	9.733
378.0	9.753
379.0	9.735
380.0	9.726
381.0	9.712
382.0	9.719
383.0	9.720
384.0	9.712
385.0	9.702
386.0	9.720
387.0	9.735
388.0	9.757
389.0	9.772
390.0	9.795
391.0	9.804
392.0	9.801
393.0	9.788
394.0	9.793
395.0	9.818
396.0	9.834
397.0	9.855
398.0	9.867
399.0	9.894
400.0	9.902
401.0	9.893
402.0	9.898
403.0	9.907
404.0	9.935
405.0	9.957
406.0	9.966
407.0	9.971
408.0	9.971
409.0	9.981
410.0	9.992
411.0	10.010
412.0	10.034
413.0	10.045
414.0	10.042
415.0	10.066
416.0	10.097
417.0	10.118
418.0	10.121
419.0	10.131
420.0	10.166
421.0	10.194
422.0	10.225
423.0	10.246
424.0	10.260
425.0	10.265
426.0	10.271
427.0	10.286
428.0	10.296
429.0	10.287
430.0	10.292
431.0	10.299
432.0	10.310
433.0	10.306
434.0	10.285
435.0	10.292
436.0	10.285
437.0	10.296
438.0	10.276
439.0	10.280
440.0	10.292
441.0	10.306
442.0	10.289
443.0	10.279
444.0	10.272
445.0	10.277
446.0	10.273
447.0	10.271
448.0	10.250
449.0	10.228
450.0	10.204
451.0	10.199
452.0	10.179
453.0	10.148
454.0	10.124
455.0	10.100
456.0	10.083
457.0	10.049
458.0	10.017
459.0	9.986
460.0	9.953
461.0	9.918
462.0	9.893
463.0	9.869
464.0	9.850
465.0	9.822
466.0	9.795
467.0	9.772
468.0	9.747
469.0	9.732
470.0	9.723
471.0	9.712
472.0	9.702
473.0	9.668
474.0	9.659
475.0	9.629
476.0	9.620
477.0	9.590
478.0	9.567
479.0	9.539
480.0	9.513
481.0	9.488
482.0	9.457
483.0	9.442
484.0	9.420
485.0	9.409
486.0	9.385
487.0	9.378
488.0	9.355
489.0	9.326
490.0	9.295
491.0	9.284
492.0	9.274
493.0	9.276
494.0	9.261
495.0	9.249
496.0	9.231
497.0	9.211
498.0	9.209
499.0	9.191
500.0	9.193
501.0	9.176
502.0	9.173
503.0	9.152
504.0	9.136
505.0	9.116
506.0	9.105
507.0	9.085
508.0	9.070
509.0	9.050
510.0	9.049
511.0	9.049
512.0	9.048
513.0	9.035
514.0	9.019
515.0	9.006
516.0	8.987
517.0	8.989
518.0	8.973
519.0	8.974
520.0	8.950
521.0	8.942
522.0	8.926
523.0	8.916
524.0	8.910
525.0	8.910
526.0	8.891
527.0	8.862
528.0	8.840
529.0	8.821
530.0	8.823
531.0	8.814
532.0	8.823
533.0	8.811
534.0	8.800
535.0	8.777
536.0	8.769
537.0	8.757
538.0	8.755
539.0	8.744
540.0	8.733
541.0	8.729
542.0	8.721
543.0	8.712
544.0	8.689
545.0	8.675
546.0	8.665
547.0	8.661
548.0	8.652
549.0	8.650
550.0	8.637
551.0	8.641
552.0	8.624
553.0	8.621
554.0	8.598
555.0	8.592
556.0	8.591
557.0	8.589
558.0	8.588
559.0	8.571
560.0	8.570
561.0	8.549
562.0	8.551
563.0	8.534
564.0	8.543
565.0	8.539
566.0	8.545
567.0	8.535
568.0	8.522
569.0	8.517
570.0	8.508
571.0	8.504
572.0	8.488
573.0	8.469
574.0	8.461
575.0	8.447
576.0	8.431
577.0	8.417
578.0	8.412
579.0	8.413
580.0	8.399
581.0	8.389
582.0	8.387
583.0	8.386
584.0	8.384
585.0	8.390
586.0	8.383
587.0	8.385
588.0	8.369
589.0	8.380
590.0	8.376
591.0	8.381
592.0	8.369
593.0	8.369
594.0	8.366
595.0	8.367
596.0	8.358
597.0	8.358
598.0	8.349
599.0	8.351
600.0	8.339
601.0	8.347
602.0	8.346
603.0	8.338
604.0	8.328
605.0	8.315
606.0	8.315
607.0	8.307
608.0	8.306
609.0	8.293
610.0	8.287
611.0	8.283
612.0	8.287
613.0	8.288
614.0	8.280
615.0	8.282
616.0	8.270
617.0	8.277
618.0	8.262
619.0	8.246
620.0	8.229
621.0	8.223
622.0	8.250
623.0	8.252
624.0	8.260
625.0	8.232
626.0	8.225
627.0	8.215
628.0	8.212
629.0	8.202
630.0	8.211
631.0	8.218
632.0	8.224
633.0	8.212
634.0	8.203
635.0	8.188
636.0	8.173
637.0	8.184
638.0	8.182
639.0	8.170
640.0	8.156
641.0	8.154
642.0	8.164
643.0	8.146
644.0	8.142
645.0	8.137
646.0	8.154
647.0	8.150
648.0	8.147
649.0	8.119
650.0	8.128
651.0	8.134
652.0	8.142
653.0	8.128
654.0	8.112
655.0	8.101
656.0	8.094
657.0	8.089
658.0	8.086
659.0	8.069
660.0	8.073
661.0	8.071
662.0	8.074
663.0	8.072
664.0	8.072
665.0	8.087
666.0	8.094
667.0	8.100
668.0	8.101
669.0	8.094
670.0	8.093
671.0	8.087
672.0	8.093
673.0	8.091
674.0	8.092
675.0	8.076
676.0	8.069
677.0	8.068
678.0	8.080
679.0	8.089
680.0	8.089
681.0	8.079
682.0	8.072
683.0	8.076
684.0	8.076
685.0	8.087
686.0	8.070
687.0	8.057
688.0	8.032
689.0	8.031
690.0	8.026
691.0	8.022
692.0	8.025
693.0	8.033
694.0	8.046
695.0	8.037
696.0	8.022
697.0	8.025
698.0	8.037
699.0	8.043
700.0	8.025
701.0	7.999
702.0	8.001
703.0	8.011
704.0	8.016
705.0	8.005
706.0	7.991
707.0	8.011
708.0	8.021
709.0	8.034
710.0	8.010
711.0	8.005
712.0	7.999
713.0	8.014
714.0	8.004
715.0	7.988
716.0	7.978
717.0	7.996
718.0	7.995
719.0	8.006
720.0	7.978
721.0	7.978
722.0	7.978
723.0	8.005
724.0	8.013
725.0	7.992
726.0	7.972
727.0	7.987
728.0	7.995
729.0	8.002
730.0	7.991
731.0	7.990
732.0	7.965
733.0	7.942
734.0	7.936
735.0	7.961
736.0	7.978
737.0	7.956
738.0	7.945
739.0	7.936
740.0	7.934
741.0	7.958
742.0	7.959
743.0	7.966
744.0	7.933
745.0	7.913
746.0	7.916
747.0	7.910
748.0	7.899
749.0	7.914
750.0	7.932
751.0	7.965
752.0	7.967
753.0	7.966
754.0	7.944
755.0	7.939
756.0	7.907
757.0	7.906
758.0	7.869
759.0	7.877
760.0	7.880
761.0	7.906
762.0	7.944
763.0	7.941
764.0	7.940
765.0	7.913
766.0	7.927
767.0	7.923
768.0	7.959
769.0	7.906
770.0	7.900
771.0	7.884
772.0	7.926
773.0	7.912
774.0	7.867
775.0	7.855
776.0	7.879
777.0	7.901
778.0	7.906
779.0	7.879
780.0	7.866
781.0	7.877
