Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

4.68586939e-01	2023-03-06T16:03:11.028784	-5.99897300e-01	1.67447500e-10	-3.58259932e+09	-5.99898300e-01	-3.60524900e-11	1.66395802e+10
1.62302756e+00	2023-03-06T16:03:12.179671	-5.99884300e-01	-7.30751800e-11	8.20913886e+09	-5.74912400e-01	1.23387400e-09	-4.65940931e+08
2.32627490e+00	2023-03-06T16:03:12.885114	-5.99918300e-01	3.05377200e-10	-1.96451569e+09	-5.49993500e-01	1.13967300e-09	-4.82588865e+08
3.02953078e+00	2023-03-06T16:03:13.580590	-5.99855500e-01	3.83995700e-10	-1.56214119e+09	-5.24974300e-01	1.46346000e-09	-3.58721318e+08
3.74803605e+00	2023-03-06T16:03:14.300595	-5.99918100e-01	4.58422100e-10	-1.30865877e+09	-4.99941500e-01	1.18269900e-10	-4.22712372e+09
4.45226678e+00	2023-03-06T16:03:15.012109	-5.99918300e-01	-1.10498500e-10	5.42919859e+09	-4.74975600e-01	1.01028600e-10	-4.70139743e+09
5.31162352e+00	2023-03-06T16:03:15.871164	-5.99902200e-01	4.00377900e-11	-1.49833994e+10	-4.49927800e-01	7.83242100e-11	-5.74442819e+09
6.16991701e+00	2023-03-06T16:03:16.730218	-5.99906300e-01	7.15778400e-11	-8.38117356e+09	-4.24941600e-01	1.54437700e-10	-2.75154059e+09
7.02931437e+00	2023-03-06T16:03:17.589272	-5.99885200e-01	8.16656100e-11	-7.34562810e+09	-3.99905400e-01	2.00273200e-10	-1.99679937e+09
7.88885612e+00	2023-03-06T16:03:18.448903	-5.99910300e-01	8.67104100e-11	-6.91854992e+09	-3.74924700e-01	2.12462900e-10	-1.76465962e+09
8.74821560e+00	2023-03-06T16:03:19.307957	-5.99897000e-01	9.63863100e-11	-6.22388179e+09	-3.49941000e-01	2.33069200e-10	-1.50144678e+09
9.60741533e+00	2023-03-06T16:03:20.167010	-5.99855500e-01	1.05629900e-10	-5.67884188e+09	-3.24914300e-01	2.67532000e-10	-1.21448761e+09
1.04668581e+01	2023-03-06T16:03:21.027065	-5.99892900e-01	1.17835700e-10	-5.09092660e+09	-2.99976400e-01	-7.34071000e-10	4.08647665e+08
1.11700365e+01	2023-03-06T16:03:21.730109	-5.99914600e-01	-2.45053000e-10	2.44810143e+09	-2.74957200e-01	-1.36063200e-09	2.02080504e+08
1.18730456e+01	2023-03-06T16:03:22.433153	-5.99914300e-01	-4.94402600e-10	1.21341251e+09	-2.49949600e-01	-3.10064200e-11	8.06122087e+09
1.25762950e+01	2023-03-06T16:03:23.136198	-5.99901600e-01	-4.11173200e-11	1.45899976e+10	-2.24908700e-01	1.32933800e-09	-1.69188498e+08
1.32950354e+01	2023-03-06T16:03:23.855243	-5.99935400e-01	-2.26158300e-11	2.65272334e+10	-1.99858600e-01	8.75597100e-10	-2.28254068e+08
