Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

1.73170081e+02	2023-03-06T16:06:03.731485	2.00083800e-01	-2.98461900e-10	-6.70383054e+08	-5.99918800e-01	-6.27532800e-09	9.55995926e+07
1.73872973e+02	2023-03-06T16:06:04.433530	2.00092100e-01	2.49013700e-11	8.03538520e+09	-5.74928600e-01	-5.76332200e-09	9.97564599e+07
1.74591851e+02	2023-03-06T16:06:05.152575	2.00069700e-01	-3.64926700e-11	-5.48246264e+09	-5.49997200e-01	-5.63793600e-09	9.75529343e+07
1.75464480e+02	2023-03-06T16:06:06.025630	2.00065700e-01	-2.22350800e-10	-8.99775040e+08	-5.24927600e-01	-5.33857700e-09	9.83272509e+07
1.76169864e+02	2023-03-06T16:06:06.730675	2.00085100e-01	-1.86185300e-10	-1.07465573e+09	-4.99923200e-01	-3.27099300e-09	1.52835301e+08
1.76873112e+02	2023-03-06T16:06:07.433718	2.00082400e-01	1.61984300e-10	1.23519625e+09	-4.74973600e-01	-1.73487900e-09	2.73779094e+08
1.77576200e+02	2023-03-06T16:06:08.136763	2.00089400e-01	4.62210100e-10	4.32897074e+08	-4.49972000e-01	-3.30919200e-09	1.35976395e+08
1.78279206e+02	2023-03-06T16:06:08.839808	2.00068400e-01	9.68114800e-11	2.06657723e+09	-4.24966700e-01	-3.55016000e-09	1.19703534e+08
1.78997639e+02	2023-03-06T16:06:09.558853	2.00097800e-01	2.52807700e-10	7.91501999e+08	-3.99989100e-01	-2.65155400e-09	1.50850822e+08
1.79702589e+02	2023-03-06T16:06:10.263897	2.00071400e-01	-3.19063000e-10	-6.27059233e+08	-3.74818500e-01	-3.73688700e-09	1.00302337e+08
1.80404195e+02	2023-03-06T16:06:10.964942	2.00063000e-01	-5.04065300e-10	-3.96898973e+08	-3.49923000e-01	-2.00314500e-09	1.74686805e+08
1.81107520e+02	2023-03-06T16:06:11.668986	2.00072700e-01	-1.74409100e-10	-1.14714599e+09	-3.24887000e-01	-6.58811100e-10	4.93141357e+08
1.81810450e+02	2023-03-06T16:06:12.371030	2.00093500e-01	1.80482800e-10	1.10865689e+09	-2.99978500e-01	5.12279200e-10	-5.85576186e+08
1.82513576e+02	2023-03-06T16:06:13.075075	2.00081100e-01	4.61380000e-10	4.33657939e+08	-2.74980400e-01	2.80583800e-10	-9.80029496e+08
1.83372969e+02	2023-03-06T16:06:13.934129	2.00054700e-01	4.76503100e-10	4.19839241e+08	-2.49973000e-01	-3.51849200e-10	7.10454934e+08
1.84076199e+02	2023-03-06T16:06:14.637174	2.00095200e-01	8.75569100e-11	2.28531592e+09	-2.24960400e-01	4.31603400e-12	-5.21220176e+10
1.84935446e+02	2023-03-06T16:06:15.496227	2.00072700e-01	-6.25620800e-11	-3.19798670e+09	-1.99945200e-01	-9.05643900e-10	2.20776842e+08
