Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

8.85566011e-01	2023-02-13T20:54:43.348281	6.71366000e-05	7.32508800e-12	9.16529603e+06	-2.99968200e-01	3.45275500e-11	-8.68779279e+09	-5.99918800e-01	7.20719100e-11	-8.32389207e+09
2.52261418e+00	2023-02-13T20:54:44.982311	6.66345700e-05	8.25885500e-12	8.06825765e+06	-2.99968600e-01	1.31033500e-11	-2.28925122e+10	-5.49921600e-01	5.00132200e-11	-1.09955248e+10
3.75656938e+00	2023-02-13T20:54:46.212319	6.65508700e-05	6.47123800e-12	1.02841017e+07	-2.99967700e-01	1.46760200e-11	-2.04393085e+10	-4.99927300e-01	4.62877300e-11	-1.08004281e+10
4.97556259e+00	2023-02-13T20:54:47.438525	6.77222800e-05	6.17260100e-12	1.09714333e+07	-2.99968200e-01	1.11901000e-11	-2.68065701e+10	-4.49941900e-01	4.59723100e-11	-9.78723714e+09
6.19904536e+00	2023-02-13T20:54:48.661603	6.74712400e-05	7.32508800e-12	9.21098013e+06	-2.99967600e-01	8.57883200e-12	-3.49660187e+10	-3.99912100e-01	2.17271400e-11	-1.84061087e+10
7.41935236e+00	2023-02-13T20:54:49.881680	6.76385800e-05	5.81509000e-12	1.16315620e+07	-2.99967400e-01	-4.58686900e-12	6.53969843e+10	-3.49914700e-01	2.39009900e-11	-1.46401760e+10
8.63613407e+00	2023-02-13T20:54:51.098757	6.68019200e-05	6.58059800e-12	1.01513449e+07	-2.99968200e-01	-1.54818800e-11	1.93754376e+10	-2.99925200e-01	5.97998700e-12	-5.01548248e+10
9.85642811e+00	2023-02-13T20:54:52.318834	6.73039400e-05	5.97071100e-12	1.12723493e+07	-2.99967400e-01	-8.90427200e-11	3.36880320e+09	-2.49935500e-01	7.08479900e-11	-3.52777122e+09
1.10695770e+01	2023-02-13T20:54:53.531910	6.67182300e-05	6.40393900e-12	1.04183113e+07	-2.99967000e-01	-1.43265100e-10	2.09378976e+09	-1.99933100e-01	-2.08844100e-12	9.57331809e+10
1.22878975e+01	2023-02-13T20:54:54.750986	6.70529500e-05	6.19363100e-12	1.08261131e+07	-2.99967200e-01	-2.76190700e-10	1.08608726e+09	-1.49938300e-01	8.52757700e-11	-1.75827553e+09
1.35118536e+01	2023-02-13T20:54:55.975064	6.72203200e-05	6.34084700e-12	1.06011579e+07	-2.99968500e-01	-2.23208800e-10	1.34389191e+09	-9.99400100e-02	2.15697300e-10	-4.63334543e+08
1.47255391e+01	2023-02-13T20:54:57.188140	6.66345700e-05	6.68575200e-12	9.96665297e+06	-2.99968500e-01	-7.29673900e-11	4.11099397e+09	-4.99400400e-02	6.64793500e-11	-7.51211316e+08
1.59485594e+01	2023-02-13T20:54:58.411218	6.60488500e-05	6.80352400e-12	9.70803513e+06	-2.99967500e-01	-5.76269800e-10	5.20533091e+08	5.60383800e-05	8.56861700e-10	6.53995621e+04
1.71687019e+01	2023-02-13T20:54:59.631295	6.60489100e-05	6.51750500e-12	1.01340789e+07	-2.99967600e-01	-1.34926600e-09	2.22319098e+08	5.00515700e-02	2.41552200e-10	2.07208090e+08
1.83857416e+01	2023-02-13T20:55:00.848371	6.70529800e-05	6.46703200e-12	1.03684318e+07	-2.99968500e-01	-1.45748400e-09	2.05812551e+08	1.00052000e-01	2.66500500e-10	3.75428939e+08
1.96004634e+01	2023-02-13T20:55:02.063449	6.70529200e-05	6.88764800e-12	9.73524199e+06	-2.99968500e-01	-1.00348000e-09	2.98928230e+08	1.50051400e-01	6.90267400e-10	2.17381554e+08
2.08207834e+01	2023-02-13T20:55:03.283526	6.70529700e-05	6.43338200e-12	1.04226626e+07	-2.99967900e-01	-3.80951600e-10	7.87417352e+08	2.00044300e-01	7.78277600e-10	2.57034636e+08
2.20419533e+01	2023-02-13T20:55:04.504604	6.68856200e-05	6.71519500e-12	9.96033920e+06	-2.99964600e-01	-4.64579100e-10	6.45669596e+08	2.50077000e-01	7.84956000e-10	3.18587284e+08
2.32566429e+01	2023-02-13T20:55:05.719687	6.69692500e-05	7.37135500e-12	9.08506645e+06	-2.99967700e-01	-5.96865400e-10	5.02571769e+08	3.00075200e-01	-5.98257500e-11	-5.01582011e+09
2.44754532e+01	2023-02-13T20:55:06.938772	6.68855900e-05	8.43130800e-12	7.93300280e+06	-2.99968100e-01	-4.46492500e-12	6.71832338e+10	3.50100800e-01	-6.41315000e-11	-5.45910824e+09
