Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

8.85453712e-01	2023-02-13T20:44:40.508896	7.19055700e-05	2.15501900e-07	3.33665596e+02	-2.99968400e-01	-2.06477600e-08	1.45278907e+07	-5.99918500e-01	-5.61494400e-08	1.06843185e+07
3.68770405e+00	2023-02-13T20:44:43.306929	5.60922700e-05	2.19890900e-07	2.55091366e+02	-2.99970100e-01	-2.11137300e-08	1.42073475e+07	-5.49922700e-01	-2.16356900e-08	2.54173867e+07
5.12507232e+00	2023-02-13T20:44:44.746941	6.39286400e-06	2.37256000e-07	2.69450046e+01	-2.99970100e-01	-2.18999700e-08	1.36972836e+07	-4.99931500e-01	1.65778400e-09	-3.01566127e+08
6.33252437e+00	2023-02-13T20:44:45.955711	6.72753200e-06	2.48132800e-07	2.71126268e+01	-2.99969000e-01	-2.25286600e-08	1.33149952e+07	-4.49941400e-01	4.17436100e-09	-1.07786892e+08
7.75454460e+00	2023-02-13T20:44:47.377801	1.82738600e-05	2.57322000e-07	7.10155370e+01	-2.99968200e-01	-2.18044600e-08	1.37571946e+07	-3.99914400e-01	7.70440600e-09	-5.19072333e+07
9.17126664e+00	2023-02-13T20:44:48.794890	4.20358000e-05	2.19727600e-07	1.91308693e+02	-2.99970800e-01	-2.33150300e-08	1.28659839e+07	-3.49922100e-01	1.15209800e-08	-3.03725985e+07
1.05932759e+01	2023-02-13T20:44:50.216979	6.14469800e-05	1.46370100e-07	4.19805548e+02	-2.99970100e-01	-2.29559300e-08	1.30672162e+07	-2.99934700e-01	1.56764500e-08	-1.91328202e+07
1.20151211e+01	2023-02-13T20:44:51.638069	5.53391600e-05	6.29730800e-08	8.78774867e+02	-2.99969800e-01	-2.29185400e-08	1.30885213e+07	-2.49926400e-01	1.17432600e-08	-2.12825399e+07
1.37026746e+01	2023-02-13T20:44:53.326176	5.96062800e-05	4.54195500e-08	1.31234854e+03	-2.99971000e-01	-2.38099300e-08	1.25985671e+07	-1.99928900e-01	1.40364300e-08	-1.42435719e+07
1.56450958e+01	2023-02-13T20:44:55.268299	6.21163300e-05	-1.08690200e-08	-5.71498902e+03	-2.99970600e-01	-2.30328400e-08	1.30236046e+07	-1.49935900e-01	1.52526100e-08	-9.83017988e+06
1.77080359e+01	2023-02-13T20:44:57.331562	5.75982100e-05	4.21891500e-08	1.36523751e+03	-2.99968300e-01	-2.62734500e-08	1.14171645e+07	-9.99339400e-02	1.96605700e-08	-5.08296250e+06
1.96401406e+01	2023-02-13T20:44:59.263551	5.59248700e-05	4.15910700e-08	1.34463648e+03	-2.99969900e-01	-2.64576000e-08	1.13377593e+07	-4.99322500e-02	2.05240300e-08	-2.43286772e+06
2.15776555e+01	2023-02-13T20:45:01.200673	5.06537500e-05	-5.69907300e-08	-8.88806829e+02	-2.99968600e-01	-2.58687600e-08	1.15957858e+07	6.29817900e-05	2.59162400e-08	2.43020554e+03
2.35195132e+01	2023-02-13T20:45:03.142796	6.55468400e-05	-1.17965900e-07	-5.55642266e+02	-2.99968800e-01	-1.88106400e-08	1.59467620e+07	5.00522300e-02	4.96172600e-08	1.00876651e+06
2.49216449e+01	2023-02-13T20:45:04.544884	6.57142000e-05	-7.22097000e-08	-9.10046711e+02	-2.99973200e-01	-2.60396800e-08	1.15198497e+07	1.00054000e-01	6.17933900e-08	1.61916995e+06
2.60935253e+01	2023-02-13T20:45:05.716958	6.55468000e-05	-5.66694400e-08	-1.15665163e+03	-2.99970200e-01	-3.12817300e-08	9.58930980e+06	1.50050800e-01	6.89046800e-08	2.17765760e+06
2.72654145e+01	2023-02-13T20:45:06.889032	6.52958000e-05	-5.88910600e-08	-1.10875573e+03	-2.99969400e-01	-2.84225000e-08	1.05539414e+07	2.00044300e-01	7.72028300e-08	2.59115242e+06
2.84374475e+01	2023-02-13T20:45:08.061106	6.56304600e-05	-7.44524500e-08	-8.81508399e+02	-2.99959000e-01	-3.81907600e-08	7.85422966e+06	2.50077600e-01	9.94014100e-08	2.51583554e+06
2.96091469e+01	2023-02-13T20:45:09.232179	6.57978100e-05	-1.10148300e-07	-5.97356564e+02	-2.99973600e-01	-4.14999700e-08	7.22828474e+06	3.00075700e-01	1.35455600e-07	2.21530671e+06
