Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

8.88205199e-01	2023-02-13T19:47:23.917661	6.78053600e-05	1.14908300e-05	5.90082353e+00	-2.99970400e-01	-1.15333800e-05	2.60088890e+04	-9.99954700e-01	-9.21207600e-08	1.08548247e+07
2.51813179e+00	2023-02-13T19:47:25.547684	6.82236600e-05	1.35099100e-05	5.04989745e+00	-2.99965000e-01	-1.42208500e-05	2.10933242e+04	-9.49917300e-01	-8.21826000e-08	1.15586182e+07
3.65877709e+00	2023-02-13T19:47:26.687699	6.56299400e-05	1.60569700e-05	4.08731784e+00	-2.99970900e-01	-1.51976800e-05	1.97379403e+04	-8.99907900e-01	-6.69047500e-08	1.34505831e+07
4.76827575e+00	2023-02-13T19:47:27.797714	6.76379500e-05	1.88126400e-05	3.59534600e+00	-2.99965900e-01	-1.73784200e-05	1.72608269e+04	-8.49919900e-01	-4.57287100e-08	1.85861333e+07
5.87752523e+00	2023-02-13T19:47:28.908308	7.75108700e-05	1.66051800e-05	4.66787292e+00	-2.99965800e-01	-1.83395900e-05	1.63561890e+04	-7.99913500e-01	-2.68330000e-08	2.98108113e+07
7.25780381e+00	2023-02-13T19:47:30.293368	7.03153700e-05	1.78544500e-05	3.93825461e+00	-2.99967500e-01	-2.00578400e-05	1.49551248e+04	-7.49915000e-01	-6.27640200e-09	1.19481671e+08
8.41286464e+00	2023-02-13T19:47:31.448448	6.62156300e-05	1.69395200e-05	3.90894370e+00	-2.99972500e-01	-1.75633400e-05	1.70794678e+04	-6.99919700e-01	1.95045100e-09	-3.58850184e+08
9.78358590e+00	2023-02-13T19:47:32.819544	6.25342400e-05	1.83929900e-05	3.39989529e+00	-2.99969900e-01	-1.68586200e-05	1.77932654e+04	-6.49895100e-01	3.29676000e-09	-1.97131456e+08
1.11586575e+01	2023-02-13T19:47:34.194639	6.47096000e-05	1.44626000e-05	4.47427157e+00	-2.99968200e-01	-1.53885400e-05	1.94929603e+04	-5.99923500e-01	1.23186700e-08	-4.87003467e+07
1.23200360e+01	2023-02-13T19:47:35.355720	8.17779000e-05	1.93524700e-05	4.22570866e+00	-2.99977900e-01	-1.80015600e-05	1.66639947e+04	-5.49915200e-01	-1.64699000e-11	3.33891038e+10
1.36940931e+01	2023-02-13T19:47:36.729816	8.21962700e-05	2.05101000e-05	4.00759967e+00	-2.99969600e-01	-2.02300600e-05	1.48279145e+04	-4.99917100e-01	7.31135900e-09	-6.83754005e+07
1.50648345e+01	2023-02-13T19:47:38.100911	6.60482700e-05	1.98260300e-05	3.33139161e+00	-2.99965500e-01	-2.07236800e-05	1.44745287e+04	-4.49932600e-01	-3.88686500e-09	1.15757198e+08
1.64399477e+01	2023-02-13T19:47:39.476006	6.66339700e-05	1.28342500e-05	5.19188655e+00	-2.99969800e-01	-1.28479800e-05	2.33476235e+04	-3.99908100e-01	4.44123400e-09	-9.00443660e+07
1.75960663e+01	2023-02-13T19:47:40.632087	6.92276900e-05	1.00870800e-05	6.86300594e+00	-2.99968600e-01	-1.00608900e-05	2.98153145e+04	-3.49961700e-01	9.42249100e-09	-3.71411021e+07
1.89764275e+01	2023-02-13T19:47:42.012184	6.71360000e-05	8.99355900e-06	7.46489793e+00	-2.99967400e-01	-9.45248400e-06	3.17342404e+04	-2.99927200e-01	4.97113200e-09	-6.03337831e+07
2.03461098e+01	2023-02-13T19:47:43.382279	6.69687300e-05	5.87603300e-06	1.13969288e+01	-2.99968600e-01	-5.69456700e-06	5.26762790e+04	-2.49979700e-01	-1.27232800e-08	1.96474258e+07
2.17214336e+01	2023-02-13T19:47:44.757374	6.70523500e-05	4.84046900e-06	1.38524490e+01	-2.99968000e-01	-4.70786100e-06	6.37164096e+04	-1.99913100e-01	6.68890200e-09	-2.98872819e+07
2.31006383e+01	2023-02-13T19:47:46.136471	7.16540200e-05	3.27670700e-06	2.18676922e+01	-2.99971200e-01	-3.53919000e-06	8.47570207e+04	-1.49945800e-01	-6.91859900e-09	2.16728560e+07
2.49287358e+01	2023-02-13T19:47:47.964598	6.89766800e-05	1.62428900e-06	4.24657681e+01	-2.99968700e-01	-1.58347800e-06	1.89436607e+05	-9.99562400e-02	1.11603900e-08	-8.95633934e+06
