Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

2.12254550e+02	2023-02-13T20:18:01.549305	6.70526100e-05	5.26182600e-07	1.27432207e+02	1.00069700e-01	7.80235100e-11	1.28255830e+09	-9.99951800e-01	-5.12488100e-07	1.95117077e+06
2.13410529e+02	2023-02-13T20:18:02.705378	6.90605700e-05	2.18366600e-07	3.16259767e+02	1.00069500e-01	7.60598400e-11	1.31566803e+09	-9.49914000e-01	-2.36775000e-07	4.01188470e+06
2.14801053e+02	2023-02-13T20:18:04.096465	6.77219600e-05	6.09729200e-08	1.11068914e+03	1.00069800e-01	7.13418600e-11	1.40268000e+09	-8.99911600e-01	-8.29409900e-08	1.08500224e+07
2.15957244e+02	2023-02-13T20:18:05.252538	6.06938500e-05	-4.92228200e-09	-1.23304293e+04	1.00070000e-01	7.63204900e-11	1.31118131e+09	-8.49917300e-01	-2.15057400e-08	3.95204862e+07
2.17664878e+02	2023-02-13T20:18:06.959645	6.60486800e-05	-8.77146100e-08	-7.52995197e+02	1.00068800e-01	7.13713400e-11	1.40208661e+09	-7.99916500e-01	2.29788300e-08	-3.48110195e+07
2.19452373e+02	2023-02-13T20:18:08.747758	6.48772500e-05	-9.91933400e-08	-6.54048447e+02	1.00069100e-01	6.04048300e-11	1.65664070e+09	-7.49924000e-01	6.13375600e-08	-1.22261792e+07
2.20629207e+02	2023-02-13T20:18:09.923832	6.47936000e-05	-1.21808700e-07	-5.31929164e+02	1.00069500e-01	7.16699000e-11	1.39625561e+09	-6.99939300e-01	8.03375700e-08	-8.71247786e+06
2.21791058e+02	2023-02-13T20:18:11.085907	6.45426400e-05	-1.37829400e-07	-4.68279192e+02	1.00069800e-01	6.04426500e-11	1.65561570e+09	-6.49907000e-01	8.94249800e-08	-7.26762254e+06
2.22942171e+02	2023-02-13T20:18:12.236979	6.43753300e-05	-1.31210300e-07	-4.90627108e+02	1.00069500e-01	7.12031000e-11	1.40540932e+09	-5.99918500e-01	9.07308400e-08	-6.61206818e+06
2.24099983e+02	2023-02-13T20:18:13.395053	6.35386100e-05	-1.53564600e-07	-4.13758184e+02	1.00069600e-01	6.70318000e-11	1.49286756e+09	-5.49919900e-01	1.12703600e-07	-4.87934636e+06
2.25256729e+02	2023-02-13T20:18:14.552125	6.20325400e-05	-2.38438600e-07	-2.60161484e+02	1.00068500e-01	6.71537900e-11	1.49013928e+09	-4.99924400e-01	9.55171800e-08	-5.23386892e+06
2.26212229e+02	2023-02-13T20:18:15.507186	6.32875900e-05	-1.58013300e-07	-4.00520652e+02	1.00068900e-01	6.16494700e-11	1.62319157e+09	-4.49939000e-01	5.29780800e-08	-8.49292764e+06
2.27365020e+02	2023-02-13T20:18:16.660259	6.42916300e-05	-1.40823000e-07	-4.56542113e+02	1.00068800e-01	5.67549100e-11	1.76317432e+09	-3.99908700e-01	4.71660000e-08	-8.47874952e+06
2.28519872e+02	2023-02-13T20:18:17.815331	7.10687700e-05	-1.28748800e-07	-5.51995591e+02	1.00069500e-01	6.42271200e-11	1.55805678e+09	-3.49911700e-01	4.31845200e-08	-8.10271134e+06
2.29691950e+02	2023-02-13T20:18:18.987405	6.34549000e-05	-1.28302400e-07	-4.94572978e+02	1.00069200e-01	7.76829500e-11	1.28817456e+09	2.99922400e-01	4.18719500e-08	7.16284768e+06
2.30962204e+02	2023-02-13T20:18:20.257485	6.45426000e-05	-1.12134500e-07	-5.75582002e+02	1.00069400e-01	4.89589300e-11	2.04394581e+09	-2.49927700e-01	4.19582500e-08	-5.95658065e+06
2.32160678e+02	2023-02-13T20:18:21.455561	6.62996400e-05	-4.37550400e-08	-1.51524579e+03	1.00070200e-01	5.06956000e-11	1.97394251e+09	-1.99951400e-01	3.90790400e-08	-5.11658935e+06
2.34103822e+02	2023-02-13T20:18:23.398684	8.10253500e-05	-9.36947700e-08	-8.64779859e+02	1.00068800e-01	6.43365000e-11	1.55539701e+09	-1.49904000e-01	4.85137100e-08	-3.08993066e+06
2.35520084e+02	2023-02-13T20:18:24.814772	6.62996400e-05	-8.15448600e-08	-8.13044991e+02	1.00069900e-01	7.53912400e-11	1.32734121e+09	-9.99161800e-02	4.07703100e-08	-2.45070935e+06
