Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
1.20133936e+01	2022-11-15T10:55:37.228198	8.47119800e-05	1.28286000e-03	6.60336903e-02	-3.99941100e-01	-1.02330500e-08	3.90832743e+07	-4.49905800e-01	-1.27264100e-03	3.53521378e+02
1.28124580e+01	2022-11-15T10:55:38.027248	5.96090000e-05	1.14433600e-03	5.20904699e-02	-3.99902200e-01	-9.53929400e-08	4.19215720e+06	-3.99913500e-01	-1.13250900e-03	3.53121697e+02
1.33752735e+01	2022-11-15T10:55:38.590283	4.28742100e-05	9.84946500e-04	4.35294810e-02	-3.99913300e-01	-7.86693700e-08	5.08346895e+06	-3.49979200e-01	-9.80805100e-04	3.56828487e+02
1.37801293e+01	2022-11-15T10:55:38.995309	7.63440100e-05	8.55215100e-04	8.92687816e-02	-3.99893600e-01	-9.37270300e-08	4.26657710e+06	-2.99980800e-01	-8.53530200e-04	3.51458917e+02
1.41897071e+01	2022-11-15T10:55:39.404334	7.63447300e-05	7.26537400e-04	1.05080248e-01	-3.99907900e-01	-7.60013400e-08	5.26185328e+06	-2.49978100e-01	-7.25914100e-04	3.44363197e+02
1.45919295e+01	2022-11-15T10:55:39.806360	7.63432700e-05	5.96102400e-04	1.28070731e-01	-3.99933000e-01	-6.22986500e-08	6.41960941e+06	-1.99939500e-01	-5.94855900e-04	3.36114175e+02
1.49999055e+01	2022-11-15T10:55:40.214385	5.96071300e-05	4.61935100e-04	1.29037889e-01	-3.99929700e-01	-6.51476500e-08	6.13882005e+06	-1.49939500e-01	-4.59977700e-04	3.25971237e+02
1.54068444e+01	2022-11-15T10:55:40.621411	9.30767000e-05	3.23557300e-04	2.87666821e-01	-3.99874100e-01	-5.13473200e-08	7.78763332e+06	-9.99407900e-02	-3.23931000e-04	3.08524933e+02
1.60939314e+01	2022-11-15T10:55:41.308454	9.30792300e-05	1.82144800e-04	5.11017773e-01	-3.99882800e-01	-3.36092400e-08	1.18980019e+07	-4.99257200e-02	-1.81992400e-04	2.74328598e+02
1.68258123e+01	2022-11-15T10:55:42.040499	3.45071300e-05	3.85401300e-05	8.95355828e-01	-3.99902500e-01	-4.17804400e-08	9.57152438e+06	5.65559600e-05	-3.88735700e-05	-1.45486921e+00
