Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

6.78365288e-01	2022-11-15T10:55:25.892425	8.47104100e-05	3.70751600e-05	2.28482925e+00	-3.99916000e-01	-6.66514100e-08	6.00011313e+06	4.81979800e-05	-3.71844600e-05	-1.29618609e+00
2.04465660e+00	2022-11-15T10:55:27.252434	3.45075800e-05	-1.04451100e-04	-3.30370671e-01	-3.99884900e-01	-1.18506400e-07	3.37437387e+06	5.00558100e-02	1.05125200e-04	4.76154243e+02
2.71486847e+00	2022-11-15T10:55:27.922439	8.47143600e-05	-1.04828200e-04	-8.08125676e-01	-3.99871500e-01	-6.50491900e-08	6.14721721e+06	5.00380800e-02	1.05058600e-04	4.76287329e+02
2.85671010e+00	2022-11-15T10:55:28.071623	8.47112000e-05	3.81023300e-05	2.22325511e+00	-3.99877100e-01	-2.80341700e-08	1.42639179e+07	6.49307300e-05	-3.78513100e-05	-1.71541566e+00
3.73423980e+00	2022-11-15T10:55:28.948678	5.12407300e-05	1.81202600e-04	2.82781428e-01	-3.99773700e-01	3.34798900e-08	-1.19407113e+07	-4.99093300e-02	-1.81455400e-04	2.75050123e+02
4.42268738e+00	2022-11-15T10:55:29.637721	1.18181000e-04	3.22751900e-04	3.66166706e-01	-3.99927600e-01	-1.45218300e-08	2.75397522e+07	-9.99394500e-02	-3.24229600e-04	3.08236663e+02
4.96620803e+00	2022-11-15T10:55:30.180755	7.63440100e-05	4.64131900e-04	1.64487746e-01	-3.99999900e-01	-2.25575200e-08	1.77324413e+07	-1.49931100e-01	-4.62179600e-04	3.24400082e+02
5.37587492e+00	2022-11-15T10:55:30.590781	9.30783900e-05	6.03769500e-04	1.54162126e-01	-3.99904900e-01	1.48164000e-08	-2.69906927e+07	-1.99917100e-01	-5.98820300e-04	3.33851575e+02
5.92425444e+00	2022-11-15T10:55:31.138816	9.30792300e-05	7.37799800e-04	1.26157841e-01	-4.00013600e-01	-9.18207600e-09	4.35646144e+07	-2.49962900e-01	-7.36304400e-04	3.39483100e+02
6.32880100e+00	2022-11-15T10:55:31.543840	6.79754600e-05	8.70896400e-04	7.80522919e-02	-3.99977500e-01	1.65562000e-08	-2.41587744e+07	-2.99957400e-01	-8.66528400e-04	3.46159918e+02
6.73243654e+00	2022-11-15T10:55:31.946866	8.47104100e-05	9.97130500e-04	8.49541860e-02	-3.99927000e-01	4.63657200e-08	-8.62548883e+06	-3.49938400e-01	-9.87125200e-04	3.54502549e+02
7.48169328e+00	2022-11-15T10:55:32.696913	7.63432700e-05	1.11427000e-03	6.85141573e-02	-3.99887900e-01	4.99259600e-08	-8.00961864e+06	-3.99919700e-01	-1.10899700e-03	3.60613870e+02
8.27900358e+00	2022-11-15T10:55:33.493963	7.63432700e-05	1.23540800e-03	6.17959978e-02	-3.99891200e-01	6.21980200e-08	-6.42932363e+06	-4.49969700e-01	-1.23118400e-03	3.65477215e+02
9.07558001e+00	2022-11-15T10:55:34.290013	9.30800700e-05	1.34918000e-03	6.89901051e-02	-3.99860100e-01	6.05323900e-08	-6.60572133e+06	-4.99951700e-01	-1.33927000e-03	3.73301649e+02
9.87741399e+00	2022-11-15T10:55:35.092064	7.63454700e-05	1.44623200e-03	5.27892275e-02	-3.99941300e-01	6.80515800e-08	-5.87703180e+06	-5.49951700e-01	-1.49941700e-03	3.66777021e+02
1.04846257e+01	2022-11-15T10:55:35.699102	7.63440100e-05	1.60256000e-03	4.76387842e-02	-3.99910000e-01	1.71048200e-07	-2.33799596e+06	-5.99951900e-01	-1.60589100e-03	3.73594410e+02
1.08711618e+01	2022-11-15T10:55:36.086126	6.79781600e-05	1.61247700e-03	4.21575998e-02	-3.99866100e-01	1.02720900e-07	-3.89274335e+06	-5.99956800e-01	-1.60998900e-03	3.72646521e+02
1.10129017e+01	2022-11-15T10:55:36.228134	8.47119800e-05	1.50757800e-03	5.61907775e-02	-3.99801600e-01	-4.72130100e-08	8.46803879e+06	-5.49972200e-01	-1.50899400e-03	3.64462814e+02
1.14213903e+01	2022-11-15T10:55:36.636161	1.01444700e-04	1.40040000e-03	7.24398029e-02	-3.99907600e-01	-7.09182400e-08	5.63899499e+06	-4.99961700e-01	-1.40042000e-03	3.57008397e+02
