Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

7.48378511e+01	2022-11-15T10:45:42.301780	8.47096200e-05	2.63711000e-07	3.21221413e+02	4.00096700e-01	2.90770800e-07	1.37598652e+06	6.49236300e-05	-4.94798100e-07	-1.31212367e+02
7.58378979e+01	2022-11-15T10:45:43.301843	4.28757300e-05	-1.45893000e-06	-2.93884765e+01	4.00102100e-01	1.97291700e-07	2.02797229e+06	5.00979800e-02	1.26646900e-06	3.95572098e+04
7.66636999e+01	2022-11-15T10:45:44.127894	5.96083700e-05	-1.45343700e-06	-4.10120081e+01	4.00082700e-01	2.09722900e-07	1.90767293e+06	5.01060000e-02	1.22522800e-06	4.08952456e+04
7.68212838e+01	2022-11-15T10:45:44.284904	8.47096200e-05	2.15998000e-07	3.92177798e+02	4.00110700e-01	2.63405800e-07	1.51898971e+06	8.16542300e-05	-5.04198100e-07	-1.61948706e+02
7.75406241e+01	2022-11-15T10:45:45.004950	5.96096200e-05	8.50981600e-07	7.00480715e+01	4.00102400e-01	2.95351800e-07	1.35466383e+06	-4.99494600e-02	-1.13306600e-06	4.40834514e+04
7.83845502e+01	2022-11-15T10:45:45.849002	6.79754600e-05	1.08781100e-06	6.24882999e+01	4.00152300e-01	3.48220600e-07	1.14913449e+06	-9.99177200e-02	-1.33464000e-06	7.48649224e+04
7.90722633e+01	2022-11-15T10:45:46.536046	6.79781600e-05	1.11899000e-06	6.07495688e+01	4.00094000e-01	3.94249000e-07	1.01482566e+06	-1.49900700e-01	-1.44220800e-06	1.03938336e+05
7.97594080e+01	2022-11-15T10:45:47.223088	9.30792300e-05	1.10452500e-06	8.42708223e+01	4.00124800e-01	4.34667100e-07	9.20531598e+05	-1.99908700e-01	-1.47151800e-06	1.35852025e+05
8.04473251e+01	2022-11-15T10:45:47.911132	7.63410700e-05	1.07645500e-06	7.09189608e+01	4.00149300e-01	4.75858000e-07	8.40900647e+05	-2.49917800e-01	-1.43493200e-06	1.74166999e+05
8.11343917e+01	2022-11-15T10:45:48.598175	9.30767000e-05	1.01857300e-06	9.13795084e+01	4.00135600e-01	4.82314500e-07	8.29615531e+05	-2.99957400e-01	-1.45581400e-06	2.06041019e+05
8.18066301e+01	2022-11-15T10:45:49.271217	8.47119800e-05	1.01080600e-06	8.38063684e+01	4.00110700e-01	4.91979300e-07	8.13267347e+05	-3.49966100e-01	-1.39670100e-06	2.50566227e+05
8.24953364e+01	2022-11-15T10:45:49.959261	5.12424200e-05	9.59584200e-07	5.34006500e+01	4.00121500e-01	5.16919900e-07	7.74049326e+05	-3.99944800e-01	-1.40157800e-06	2.85353223e+05
8.33103506e+01	2022-11-15T10:45:50.774312	5.96096200e-05	9.47720100e-07	6.28979168e+01	4.00085300e-01	5.09448300e-07	7.85330523e+05	-4.49947600e-01	-1.38027200e-06	3.25984733e+05
8.39653315e+01	2022-11-15T10:45:51.429353	8.47119800e-05	9.27537100e-07	9.13300180e+01	4.00094000e-01	4.99712000e-07	8.00649174e+05	-4.99924900e-01	-1.38141600e-06	3.61893087e+05
8.46189757e+01	2022-11-15T10:45:52.083394	6.79747800e-05	9.16153300e-07	7.41958578e+01	4.00083000e-01	4.76110800e-07	8.40314901e+05	-5.49983300e-01	-1.36352300e-06	4.03354619e+05
8.52755489e+01	2022-11-15T10:45:52.739435	9.30792300e-05	8.97821400e-07	1.03672323e+02	4.00146600e-01	5.00150300e-07	8.00052704e+05	-5.99977600e-01	-1.40338600e-06	4.27521437e+05
8.59138175e+01	2022-11-15T10:45:53.377475	9.30783900e-05	8.84617200e-07	1.05218834e+02	4.00080000e-01	4.84131600e-07	8.26386875e+05	-5.99931700e-01	-1.37093800e-06	4.37606733e+05
8.60403585e+01	2022-11-15T10:45:53.504483	7.63440100e-05	8.67171000e-07	8.80380110e+01	4.00099400e-01	4.71380300e-07	8.48782607e+05	-5.49967500e-01	-1.33553900e-06	4.11794414e+05
8.66967502e+01	2022-11-15T10:45:54.160524	5.96077600e-05	8.46751000e-07	7.03958543e+01	4.00124500e-01	4.36050400e-07	9.17610671e+05	-4.99963300e-01	-1.30681100e-06	3.82582715e+05
8.73377224e+01	2022-11-15T10:45:54.801564	5.96090000e-05	8.39965900e-07	7.09659761e+01	4.00130200e-01	4.23861100e-07	9.44012555e+05	-4.50003900e-01	-1.27179000e-06	3.53835067e+05
