Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

6.74830101e-01	2022-11-15T10:44:28.129804	5.96083700e-05	1.60885200e-05	3.70502507e+00	-3.99927000e-01	-5.36903800e-08	7.44876456e+06	4.82004900e-05	-1.61984000e-05	-2.97563278e+00
2.26044121e+00	2022-11-15T10:44:29.719817	2.61396500e-05	-4.53475300e-05	-5.76429411e-01	-3.99901900e-01	-7.96506500e-08	5.02069851e+06	5.00638400e-02	4.57484700e-05	1.09432818e+03
2.78940741e+00	2022-11-15T10:44:30.249819	5.96114700e-05	-4.55008000e-05	-1.31011916e+00	-3.99913500e-01	-4.61664700e-08	8.66242318e+06	5.00732100e-02	4.57928800e-05	1.09347152e+03
3.27598312e+00	2022-11-15T10:44:30.739242	1.01446500e-04	1.55457700e-05	6.52566582e+00	-3.99882800e-01	1.10731800e-07	-3.61127337e+06	6.49212700e-05	-1.63475600e-05	-3.97131254e+00
4.01098512e+00	2022-11-15T10:44:31.474289	7.63454700e-05	7.68372500e-05	9.93599719e-01	-3.99904900e-01	2.66200600e-08	-1.50226897e+07	-4.99521700e-02	-7.66533400e-05	6.51663320e+02
4.69776802e+00	2022-11-15T10:44:32.161331	9.30800700e-05	1.36069900e-04	6.84060692e-01	-3.99866100e-01	1.81685000e-08	-2.20087569e+07	-9.99324300e-02	-1.34991500e-04	7.40286833e+02
5.63597684e+00	2022-11-15T10:44:33.099390	7.63432700e-05	1.93064300e-04	3.95429243e-01	-3.99863100e-01	1.91311300e-08	-2.09011752e+07	-1.49941500e-01	-1.91062900e-04	7.84775590e+02
6.57216668e+00	2022-11-15T10:44:34.035449	1.18182000e-04	2.46955000e-04	4.78556822e-01	-3.99885200e-01	2.05246700e-08	-1.94831488e+07	-1.99901700e-01	-2.44245500e-04	8.18445785e+02
7.50987169e+00	2022-11-15T10:44:34.973508	1.01447400e-04	2.98418700e-04	3.39949876e-01	-3.99829300e-01	2.00442900e-08	-1.99472917e+07	-2.49967900e-01	-2.93886400e-04	8.50559604e+02
8.46292952e+00	2022-11-15T10:44:35.926567	8.47104100e-05	3.44241300e-04	2.46078579e-01	-3.99871200e-01	2.44449000e-08	-1.63580624e+07	-2.99947000e-01	-3.36825000e-04	8.90512878e+02
9.40104960e+00	2022-11-15T10:44:36.864626	9.30792300e-05	3.84950600e-04	2.41795259e-01	-3.99890900e-01	4.19202900e-08	-9.53931616e+06	-3.49930100e-01	-3.78406700e-04	9.24746047e+02
1.02759565e+01	2022-11-15T10:44:37.739682	5.96071300e-05	4.24016400e-04	1.40577416e-01	-3.99863100e-01	4.41979100e-08	-9.04710426e+06	-3.99919400e-01	-4.10802200e-04	9.73508418e+02
1.10255966e+01	2022-11-15T10:44:38.489729	1.18181000e-04	4.58726800e-04	2.57628288e-01	-3.99916300e-01	5.27314600e-07	-7.58401721e+05	-4.49930800e-01	-4.50544100e-04	9.98638757e+02
1.17286003e+01	2022-11-15T10:44:39.191772	1.09813700e-04	4.99136600e-04	2.20007309e-01	-3.99893900e-01	6.28586900e-07	-6.36179182e+05	-4.99971900e-01	-5.00090400e-04	9.99763043e+02
1.21199011e+01	2022-11-15T10:44:39.583798	7.63418000e-05	5.24311800e-04	1.45603818e-01	-3.99849100e-01	1.47493100e-07	-2.71096817e+06	-5.49983300e-01	-5.20949000e-04	1.05573348e+03
1.28219621e+01	2022-11-15T10:44:40.285841	6.79761400e-05	5.38472000e-04	1.26238950e-01	-3.99857400e-01	1.16400100e-07	-3.43519808e+06	-5.99939500e-01	-5.39890600e-04	1.11122420e+03
1.32113271e+01	2022-11-15T10:44:40.674866	8.47104100e-05	5.40876700e-04	1.56616859e-01	-3.99916000e-01	1.45342900e-07	-2.75153447e+06	-5.99940100e-01	-5.38219600e-04	1.11467531e+03
1.33849728e+01	2022-11-15T10:44:40.848876	5.12412900e-05	5.25854000e-04	9.74439483e-02	-3.99949400e-01	1.82321000e-07	-2.19365515e+06	-5.49946100e-01	-5.22119400e-04	1.05329566e+03
1.37910458e+01	2022-11-15T10:44:41.254902	9.30817600e-05	5.04024800e-04	1.84676944e-01	-3.99932700e-01	5.89784500e-08	-6.78099713e+06	-4.99965100e-01	-4.99960900e-04	1.00000840e+03
