Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
1.45423461e+01	2022-11-15T10:44:42.005953	7.63447300e-05	4.73666900e-04	1.61178098e-01	-3.99891200e-01	-9.68265500e-08	4.12997468e+06	-4.49948300e-01	-4.70540900e-04	9.56236323e+02
1.49473067e+01	2022-11-15T10:44:42.410978	9.30783900e-05	4.37999200e-04	2.12508128e-01	-3.99904600e-01	-3.65747600e-07	1.09338954e+06	-3.99955600e-01	-4.36425700e-04	9.16434573e+02
1.53550529e+01	2022-11-15T10:44:42.819004	7.63410700e-05	3.90125300e-04	1.95683464e-01	-3.99899500e-01	-5.96249000e-07	6.70692110e+05	-3.49950400e-01	-3.73827100e-04	9.36129029e+02
1.61660278e+01	2022-11-15T10:44:43.630055	8.47135600e-05	3.32800700e-04	2.54547421e-01	-3.99916000e-01	-3.19556200e-08	1.25147314e+07	-2.99959400e-01	-3.33962800e-04	8.98182073e+02
1.70568480e+01	2022-11-15T10:44:44.520112	9.30775400e-05	2.85331400e-04	3.26208542e-01	-3.99910300e-01	-1.25163400e-08	3.19510576e+07	-2.49958000e-01	-2.91363000e-04	8.57892045e+02
1.78065061e+01	2022-11-15T10:44:45.270158	8.47112000e-05	2.42784900e-04	3.48914615e-01	-3.99927600e-01	-6.11159800e-08	6.54374846e+06	-1.99933800e-01	-2.42905900e-04	8.23091576e+02
1.83541467e+01	2022-11-15T10:44:45.818193	3.45075800e-05	1.90484200e-04	1.81157177e-01	-3.99885500e-01	-7.02478000e-08	5.69249856e+06	-1.49925800e-01	-1.89926100e-04	7.89390189e+02
1.89007229e+01	2022-11-15T10:44:46.364226	1.01444700e-04	1.34807500e-04	7.52515253e-01	-3.99893900e-01	-6.04404800e-08	6.61632568e+06	-9.99107100e-02	-1.34555400e-04	7.42524715e+02
1.94474429e+01	2022-11-15T10:44:46.911262	7.63440100e-05	7.68062500e-05	9.93981740e-01	-3.99910300e-01	-6.15284200e-08	6.49960295e+06	-4.99678900e-02	-7.65828800e-05	6.52468150e+02
1.99938379e+01	2022-11-15T10:44:47.457295	6.79774800e-05	1.64128600e-05	4.14172058e+00	-3.99901900e-01	-4.92723100e-08	8.11615895e+06	6.49283800e-05	-1.64264100e-05	-3.95268230e+00
