Time elapsed	Time stamp	drain_trans Voltage	drain_trans Current	drain_trans Resistance	Loop1 Index	gate_trans Voltage	gate_trans Current	gate_trans Resistance
s		V	A	V/A		V	A	V/A

1.46189954e+02	2023-05-22T18:39:30.572260	-1.00000000e-01	9.25200000e-10	-1.08084738e+08	1	1.00000000e+00	7.45480000e-09	1.34141761e+08
1.46441605e+02	2023-05-22T18:39:30.823827	-1.00000000e-01	-1.82160000e-10	5.48967940e+08	1	9.50000000e-01	5.67130000e-09	1.67510095e+08
1.47110322e+02	2023-05-22T18:39:31.492895	-1.00000000e-01	-1.95970000e-10	5.10282186e+08	1	9.00000000e-01	4.60360000e-09	1.95499175e+08
1.48083180e+02	2023-05-22T18:39:32.465272	-1.00000000e-01	2.84000000e-12	-3.52112676e+10	1	8.50000000e-01	3.70510000e-09	2.29413511e+08
1.49044774e+02	2023-05-22T18:39:33.427328	-1.00000000e-01	9.80900000e-11	-1.01947191e+09	1	8.00000000e-01	3.62060000e-09	2.20957852e+08
1.50018628e+02	2023-05-22T18:39:34.401515	-1.00000000e-01	9.60200000e-11	-1.04144970e+09	1	7.50000000e-01	3.20500000e-09	2.34009360e+08
1.50988603e+02	2023-05-22T18:39:35.371538	-1.00000000e-01	2.23840000e-10	-4.46747677e+08	1	7.00000000e-01	2.28710000e-09	3.06064448e+08
1.51958367e+02	2023-05-22T18:39:36.341191	-1.00000000e-01	2.45310000e-10	-4.07647466e+08	1	6.50000000e-01	2.58530000e-09	2.51421498e+08
1.52917131e+02	2023-05-22T18:39:37.299671	-1.00000000e-01	9.38800000e-10	-1.06518960e+08	1	6.00000000e-01	1.12830000e-09	5.31773465e+08
1.53485529e+02	2023-05-22T18:39:37.868226	-1.00000000e-01	1.08020000e-09	-9.25754490e+07	1	5.50000000e-01	1.75460000e-09	3.13461758e+08
1.54340357e+02	2023-05-22T18:39:38.722453	-1.00000000e-01	5.71300000e-11	-1.75039384e+09	1	5.00000000e-01	1.59220000e-09	3.14030901e+08
1.55202304e+02	2023-05-22T18:39:39.585006	-1.00000000e-01	2.82560000e-10	-3.53907135e+08	1	4.50000000e-01	1.85170000e-09	2.43019928e+08
1.56066212e+02	2023-05-22T18:39:40.448898	-1.00000000e-01	1.04460000e-09	-9.57304231e+07	1	4.00000000e-01	-9.62000000e-10	-4.15800416e+08
1.56316703e+02	2023-05-22T18:39:40.698794	-1.00000000e-01	4.04000000e-10	-2.47524752e+08	1	3.50000000e-01	9.70710000e-10	3.60560827e+08
1.56988626e+02	2023-05-22T18:39:41.370995	-1.00000000e-01	1.55810000e-09	-6.41807329e+07	1	3.00000000e-01	-1.13720000e-09	-2.63805839e+08
1.57243446e+02	2023-05-22T18:39:41.625735	-1.00000000e-01	1.58600000e-09	-6.30517024e+07	1	2.50000000e-01	-9.93100000e-10	-2.51736985e+08
1.57566125e+02	2023-05-22T18:39:41.949091	-1.00000000e-01	1.76900000e-09	-5.65291125e+07	1	2.00000000e-01	-1.96060000e-09	-1.02009589e+08
