Time elapsed	Time stamp	Source Voltage	Source Current	Gate Voltage	Gate Current	Drain Voltage	Drain Current	Loop2 Index
s		V	A	V	A	V	A	

1.15664820e+00	23-06-02 16:09:20	7.33887700e-05	4.55104700e-08	4.00152600e-01	1.33525200e-11	-2.99926800e-01	-9.46646400e-08	1
3.79080540e+00	23-06-02 16:09:22	6.91225300e-05	1.11820800e-07	4.00153000e-01	7.88871400e-12	-2.99927200e-01	-1.23713600e-07	2
4.69543900e+00	23-06-02 16:09:23	7.04608400e-05	1.30003800e-07	4.00153000e-01	7.93498300e-12	-2.99928300e-01	-1.42065900e-07	3
5.35145220e+00	23-06-02 16:09:24	7.06282700e-05	1.47896300e-07	4.00152700e-01	7.60269600e-12	-2.99926600e-01	-1.59548800e-07	4
6.00788470e+00	23-06-02 16:09:24	6.97080700e-05	1.65235300e-07	4.00152800e-01	7.71205600e-12	-2.99928000e-01	-1.76784700e-07	5
6.66415990e+00	23-06-02 16:09:25	6.92899100e-05	1.82378300e-07	4.00153700e-01	7.64896400e-12	-2.99927700e-01	-1.93321200e-07	6
7.32062590e+00	23-06-02 16:09:26	7.14646900e-05	1.99170700e-07	4.00152300e-01	7.71626100e-12	-2.99928200e-01	-2.09908100e-07	7
7.97669640e+00	23-06-02 16:09:26	7.06282400e-05	2.15388900e-07	4.00153600e-01	7.56484000e-12	-2.99927800e-01	-2.25671100e-07	8
8.63274650e+00	23-06-02 16:09:27	7.08792600e-05	2.31119200e-07	4.00153400e-01	7.80038500e-12	-2.99928200e-01	-2.41167200e-07	9
9.28884730e+00	23-06-02 16:09:28	7.18830300e-05	2.46446700e-07	4.00153900e-01	7.85927200e-12	-2.99928000e-01	-2.56424900e-07	10
9.94531270e+00	23-06-02 16:09:28	7.20502500e-05	2.61434100e-07	4.00153500e-01	7.67420100e-12	-2.99928000e-01	-2.71736200e-07	11
1.06018064e+01	23-06-02 16:09:29	7.05447400e-05	2.76513400e-07	4.00152500e-01	7.77514800e-12	-2.99928600e-01	-2.86185900e-07	12
1.12581186e+01	23-06-02 16:09:30	7.15486500e-05	2.91210100e-07	4.00152600e-01	7.47230500e-12	-2.99929800e-01	-3.00650700e-07	13
1.19139421e+01	23-06-02 16:09:30	7.13812500e-05	3.05573100e-07	4.00154400e-01	7.51436700e-12	-2.99929900e-01	-3.14981000e-07	14
1.25860415e+01	23-06-02 16:09:31	7.22178000e-05	3.19594400e-07	4.00153400e-01	7.45127400e-12	-2.99927500e-01	-3.28951900e-07	15
1.32435838e+01	23-06-02 16:09:32	7.22177200e-05	3.33690300e-07	4.00152600e-01	8.06537400e-12	-2.99928300e-01	-3.42998300e-07	16
1.38988521e+01	23-06-02 16:09:32	7.19669000e-05	3.47660700e-07	4.00153700e-01	7.50595400e-12	-2.99928700e-01	-3.57630400e-07	17
1.45544591e+01	23-06-02 16:09:33	7.29707300e-05	3.63373400e-07	4.00153500e-01	7.47230400e-12	-2.99928300e-01	-3.73266500e-07	18
1.52115475e+01	23-06-02 16:09:34	7.18834600e-05	3.84527100e-07	4.00153500e-01	7.54380900e-12	-2.99928100e-01	-3.94334100e-07	19
1.58676939e+01	23-06-02 16:09:34	7.34726200e-05	4.03059100e-07	4.00153500e-01	7.55642800e-12	-2.99928300e-01	-4.02022800e-07	20
1.65232247e+01	23-06-02 16:09:35	7.39745400e-05	4.20166800e-07	4.00153200e-01	7.49754000e-12	-2.99930400e-01	-4.20931500e-07	21
1.71795931e+01	23-06-02 16:09:36	7.33890900e-05	4.11755800e-07	4.00151000e-01	7.75411700e-12	-2.99929300e-01	-4.34630900e-07	22
1.78356640e+01	23-06-02 16:09:36	7.16325500e-05	4.38412600e-07	4.00153300e-01	7.56484000e-12	-2.99929400e-01	-4.61526700e-07	23
1.84940629e+01	23-06-02 16:09:37	7.11306300e-05	4.37960200e-07	4.00152800e-01	7.53119200e-12	-2.99925000e-01	-5.37686200e-07	24
1.93580555e+01	23-06-02 16:09:38	7.04609800e-05	1.70846000e-06	4.00153300e-01	7.59428500e-12	-2.99928000e-01	-1.64842900e-06	25
2.01885289e+01	23-06-02 16:09:39	7.09627400e-05	1.46847200e-06	4.00153000e-01	8.11584900e-12	-2.99927400e-01	-1.19829600e-06	26
2.07980347e+01	23-06-02 16:09:39	7.12977500e-05	1.12734600e-06	4.00153600e-01	6.53853700e-12	-2.99930500e-01	-3.69959500e-07	27
2.19143194e+01	23-06-02 16:09:40	6.78674000e-05	-7.24775400e-08	4.00155200e-01	1.86387900e-07	-2.99927100e-01	-1.12522300e-07	28
2.33981463e+01	23-06-02 16:09:42	6.53578600e-05	-1.59299900e-08	4.00153400e-01	1.07839900e-07	-2.99926700e-01	-8.97381100e-08	29
2.43210560e+01	23-06-02 16:09:43	6.59434300e-05	-1.29685200e-08	4.00154200e-01	9.67184800e-08	-2.99927900e-01	-8.20789900e-08	30
2.49761188e+01	23-06-02 16:09:43	6.61107500e-05	-1.11342400e-08	4.00153600e-01	8.89894200e-08	-2.99927400e-01	-7.71459400e-08	31
2.56327040e+01	23-06-02 16:09:44	6.71147700e-05	-9.93689000e-09	4.00154500e-01	8.41782200e-08	-2.99926700e-01	-7.37157400e-08	32
2.62896488e+01	23-06-02 16:09:45	6.66126500e-05	-9.10144400e-09	4.00153100e-01	8.06787300e-08	-2.99926800e-01	-7.11331500e-08	33
2.69450661e+01	23-06-02 16:09:45	6.61944500e-05	-8.47366300e-09	4.00153300e-01	7.78288400e-08	-2.99926600e-01	-6.92034100e-08	34
2.76013725e+01	23-06-02 16:09:46	6.67799300e-05	-7.98478800e-09	4.00154200e-01	7.60424600e-08	-2.99926400e-01	-6.76937100e-08	35
2.82584462e+01	23-06-02 16:09:47	6.65290600e-05	-7.57243800e-09	4.00154500e-01	7.41349700e-08	-2.99926300e-01	-6.62054400e-08	36
2.89148045e+01	23-06-02 16:09:47	6.66963700e-05	-7.21910000e-09	4.00154800e-01	7.24725000e-08	-2.99926600e-01	-6.49007900e-08	37
2.95703315e+01	23-06-02 16:09:48	6.76165500e-05	-6.92155900e-09	4.00153700e-01	7.09582400e-08	-2.99927400e-01	-6.37998600e-08	38
3.02261927e+01	23-06-02 16:09:49	6.78674500e-05	-6.67313900e-09	4.00153600e-01	6.97844900e-08	-2.99926500e-01	-6.29734200e-08	39
3.08826743e+01	23-06-02 16:09:49	6.78674900e-05	-6.46418000e-09	4.00153100e-01	6.88665000e-08	-2.99927200e-01	-6.21823500e-08	40
3.15388389e+01	23-06-02 16:09:50	6.71145400e-05	-6.29386000e-09	4.00154500e-01	6.78939700e-08	-2.99927400e-01	-6.13146600e-08	41
3.21953298e+01	23-06-02 16:09:51	6.68636300e-05	-6.11414400e-09	4.00155000e-01	6.69917400e-08	-2.99927200e-01	-6.06482600e-08	42
3.28521032e+01	23-06-02 16:09:51	6.66965800e-05	-5.96420900e-09	4.00155100e-01	6.60487400e-08	-2.99927400e-01	-5.99522500e-08	43
3.35080015e+01	23-06-02 16:09:52	6.79511900e-05	-5.80603100e-09	4.00153800e-01	6.53013200e-08	-2.99927400e-01	-5.94122000e-08	44
3.41637690e+01	23-06-02 16:09:53	6.79510700e-05	-5.70588600e-09	4.00153700e-01	6.45945400e-08	-2.99927700e-01	-5.88362400e-08	45
3.48209203e+01	23-06-02 16:09:53	6.77838100e-05	-5.60389000e-09	4.00153600e-01	6.42550000e-08	-2.99926800e-01	-5.83613400e-08	46
3.54762885e+01	23-06-02 16:09:54	6.74492300e-05	-5.48385800e-09	4.00153300e-01	6.40090400e-08	-2.99927400e-01	-5.78574300e-08	47
3.61334212e+01	23-06-02 16:09:55	6.70310700e-05	-5.39632600e-09	4.00153600e-01	6.32907500e-08	-2.99927200e-01	-5.74229700e-08	48
3.67886246e+01	23-06-02 16:09:55	6.77003400e-05	-5.30489300e-09	4.00154200e-01	6.29407900e-08	-2.99927200e-01	-5.70067600e-08	49
3.74452108e+01	23-06-02 16:09:56	6.78675100e-05	-5.20002100e-09	4.00153300e-01	6.18622300e-08	-2.99926600e-01	-5.66264600e-08	50
3.81015654e+01	23-06-02 16:09:56	6.79510700e-05	-5.14031800e-09	4.00153000e-01	6.15343300e-08	-2.99926900e-01	-5.62983800e-08	51
3.87576421e+01	23-06-02 16:09:57	6.89546800e-05	-5.09029000e-09	4.00154000e-01	6.14343000e-08	-2.99927200e-01	-5.60385900e-08	52
3.94147278e+01	23-06-02 16:09:58	6.81184500e-05	-5.02842500e-09	4.00153000e-01	6.08107100e-08	-2.99927200e-01	-5.57262200e-08	53
4.00700408e+01	23-06-02 16:09:58	6.77003700e-05	-4.96722000e-09	4.00153900e-01	6.05012800e-08	-2.99926800e-01	-5.54514700e-08	54
4.07269114e+01	23-06-02 16:09:59	6.77838400e-05	-4.88841200e-09	4.00153500e-01	6.01108400e-08	-2.99926800e-01	-5.50567900e-08	55
4.13825178e+01	23-06-02 16:10:00	6.82857100e-05	-4.82357300e-09	4.00153600e-01	5.96778000e-08	-2.99927400e-01	-5.48838300e-08	56
4.20385839e+01	23-06-02 16:10:00	6.87877200e-05	-4.78271000e-09	4.00154000e-01	5.94265600e-08	-2.99927600e-01	-5.45584600e-08	57
4.26950450e+01	23-06-02 16:10:01	6.87876400e-05	-4.73784100e-09	4.00154100e-01	5.91456500e-08	-2.99927800e-01	-5.43749300e-08	58
4.33514045e+01	23-06-02 16:10:02	6.80348600e-05	-4.70031400e-09	4.00153800e-01	5.90178700e-08	-2.99928200e-01	-5.41131500e-08	59
4.40074543e+01	23-06-02 16:10:02	6.73655900e-05	-4.66476200e-09	4.00154000e-01	5.85250000e-08	-2.99928200e-01	-5.39444200e-08	60
4.46637088e+01	23-06-02 16:10:03	6.82857900e-05	-4.58645600e-09	4.00154500e-01	5.83671600e-08	-2.99926800e-01	-5.36035300e-08	61
4.53206969e+01	23-06-02 16:10:04	6.76164900e-05	-4.52846900e-09	4.00153000e-01	5.80420700e-08	-2.99927100e-01	-5.34280400e-08	62
4.59769222e+01	23-06-02 16:10:04	6.82857100e-05	-4.52989400e-09	4.00153900e-01	5.76914800e-08	-2.99927400e-01	-5.32198100e-08	63
4.66330358e+01	23-06-02 16:10:05	6.83694400e-05	-4.49437000e-09	4.00153400e-01	5.77087700e-08	-2.99926900e-01	-5.31202200e-08	64
