Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

9.43706245e+01	2022-11-15T10:46:01.835006	-3.24295200e-05	-3.47591200e-07	9.32978741e+01	6.00142300e-01	5.54492400e-07	1.08232737e+06	3.14650500e-05	-3.05158800e-07	-1.03110413e+02
9.50564073e+01	2022-11-15T10:46:02.521049	9.30800700e-05	-2.40129600e-07	-3.87624308e+02	6.00134300e-01	4.60602100e-07	1.30293435e+06	5.00574800e-02	-2.38807800e-07	-2.09614091e+05
9.57330305e+01	2022-11-15T10:46:03.197092	4.28747200e-05	-2.29032000e-07	-1.87199693e+02	6.00146400e-01	4.66250900e-07	1.28717478e+06	5.00989800e-02	-2.33221100e-07	-2.14813239e+05
9.59003444e+01	2022-11-15T10:46:03.364102	6.79774800e-05	-1.66789900e-07	-4.07563528e+02	6.00129600e-01	5.63114000e-07	1.06573376e+06	9.83890800e-05	-2.94346500e-07	-3.34262782e+02
9.65877240e+01	2022-11-15T10:46:04.052145	6.79761400e-05	-2.13030200e-07	-3.19091565e+02	6.00101100e-01	5.77013700e-07	1.04001187e+06	-4.99334100e-02	-3.25217100e-07	1.53538698e+05
9.72757442e+01	2022-11-15T10:46:04.740188	9.30792300e-05	-2.03181400e-07	-4.58109010e+02	6.00151300e-01	5.78427000e-07	1.03755755e+06	-9.99331100e-02	-3.41260700e-07	2.92835096e+05
9.79627141e+01	2022-11-15T10:46:05.427231	5.12429800e-05	-2.00801500e-07	-2.55192217e+02	6.00163300e-01	5.65171700e-07	1.06191322e+06	-1.49947800e-01	-3.41519000e-07	4.39061370e+05
9.86502063e+01	2022-11-15T10:46:06.114274	6.79768000e-05	-2.02803700e-07	-3.35185206e+02	6.00187900e-01	6.16261500e-07	9.73917566e+05	-1.99906100e-01	-3.56947100e-07	5.60044051e+05
9.93396264e+01	2022-11-15T10:46:06.804318	9.30783900e-05	-1.93041000e-07	-4.82169021e+02	6.00159100e-01	5.78870600e-07	1.03677592e+06	-2.49961300e-01	-3.84306300e-07	6.50422072e+05
1.00025255e+02	2022-11-15T10:46:07.489360	5.12424200e-05	-1.94798900e-07	-2.63052923e+02	6.00138600e-01	6.15246400e-07	9.75444310e+05	-2.99970100e-01	-4.09057000e-07	7.33321029e+05
1.00712886e+02	2022-11-15T10:46:08.177403	8.47119800e-05	-1.94296700e-07	-4.35992891e+02	6.00133700e-01	6.38563500e-07	9.39818358e+05	-3.49927700e-01	-4.10040400e-07	8.53398104e+05
1.01228345e+02	2022-11-15T10:46:08.692436	6.79761400e-05	-1.98329500e-07	-3.42743465e+02	6.00138300e-01	6.24411900e-07	9.61125661e+05	-3.99916700e-01	-4.20455600e-07	9.51150847e+05
1.01763091e+02	2022-11-15T10:46:09.227470	5.12424200e-05	-1.90433700e-07	-2.69082731e+02	6.00167400e-01	6.11959500e-07	9.80730588e+05	-4.49968900e-01	-4.44122000e-07	1.01316508e+06
1.02275668e+02	2022-11-15T10:46:09.739502	5.12396000e-05	-1.91230800e-07	-2.67946377e+02	6.00138000e-01	6.39842100e-07	9.37947034e+05	-4.99948300e-01	-4.42337500e-07	1.13024173e+06
1.02806797e+02	2022-11-15T10:46:10.270536	7.63425300e-05	-1.93295200e-07	-3.94953056e+02	6.00113200e-01	6.64896300e-07	9.02566611e+05	-5.49971300e-01	-4.74132000e-07	1.15995398e+06
1.03345186e+02	2022-11-15T10:46:10.809569	6.79754600e-05	-1.85297700e-07	-3.66844597e+02	6.00167400e-01	6.93145000e-07	8.65861256e+05	-5.99943500e-01	-5.01952900e-07	1.19521871e+06
1.03851038e+02	2022-11-15T10:46:11.315601	8.47112000e-05	-1.91108200e-07	-4.43263031e+02	6.00175500e-01	6.67265700e-07	8.99455045e+05	-5.99956500e-01	-4.97749800e-07	1.20533750e+06
1.03998318e+02	2022-11-15T10:46:11.462610	8.47119800e-05	-1.90283600e-07	-4.45188025e+02	6.00147000e-01	6.37866800e-07	9.40865711e+05	-5.49964700e-01	-4.60650200e-07	1.19388790e+06
1.04524872e+02	2022-11-15T10:46:11.988643	4.28747200e-05	-1.88868300e-07	-2.27008556e+02	6.00138600e-01	6.26233900e-07	9.58329787e+05	-4.99956700e-01	-4.36261600e-07	1.14600208e+06
