Time elapsed	Time stamp	Source Voltage	Source Current	Drain2 Voltage	Drain2 Current	Loop2 Index
s		V	A	V	A	

7.82808400e-01	23-05-19 14:38:41	6.85389900e-05	1.80392100e-11	-2.99926300e-01	-1.20377400e-11	1
2.38639300e+00	23-05-19 14:38:43	6.97099400e-05	1.22154700e-11	-2.99925800e-01	-1.55488000e-11	2
2.83581560e+00	23-05-19 14:38:43	6.87899000e-05	1.37376300e-11	-2.99925400e-01	-2.19443600e-11	3
3.27595960e+00	23-05-19 14:38:44	6.92079800e-05	1.41244700e-11	-2.99925700e-01	-1.38920900e-11	4
3.72944510e+00	23-05-19 14:38:44	6.90407500e-05	1.46963300e-11	-2.99926100e-01	-1.47877400e-11	5
4.18140000e+00	23-05-19 14:38:45	6.90407500e-05	1.28882400e-11	-2.99926500e-01	-2.06156400e-11	6
4.63535720e+00	23-05-19 14:38:45	6.93752400e-05	1.38132900e-11	-2.99926700e-01	-1.34127500e-11	7
5.08762850e+00	23-05-19 14:38:45	6.87898400e-05	1.42421900e-11	-2.99926000e-01	-2.26087300e-11	8
5.54056790e+00	23-05-19 14:38:46	6.83715400e-05	1.29891700e-11	-2.99925800e-01	-6.01221800e-12	9
5.99382580e+00	23-05-19 14:38:46	6.90408000e-05	1.64581800e-11	-2.99925800e-01	-2.57203000e-11	10
6.44697630e+00	23-05-19 14:38:47	6.91245000e-05	1.26906100e-11	-2.99926000e-01	-5.30579100e-12	11
6.90019770e+00	23-05-19 14:38:47	6.97936300e-05	1.09792000e-11	-2.99926400e-01	-6.35680600e-11	12
7.35465470e+00	23-05-19 14:38:48	6.83716000e-05	1.45449600e-11	-2.99925700e-01	-7.59747100e-12	13
7.80635650e+00	23-05-19 14:38:48	6.86224100e-05	1.44061700e-11	-2.99925300e-01	-1.68901400e-11	14
8.25938630e+00	23-05-19 14:38:49	6.97100800e-05	1.46332600e-11	-2.99925700e-01	-2.68808600e-11	15
8.71275690e+00	23-05-19 14:38:49	6.86224400e-05	1.42590300e-11	-2.99926100e-01	-1.11336800e-11	16
9.16573700e+00	23-05-19 14:38:49	6.89571600e-05	1.36367000e-11	-2.99925100e-01	-2.79699200e-11	17
9.61893590e+00	23-05-19 14:38:50	6.91243400e-05	1.41749300e-11	-2.99926200e-01	-1.46153400e-11	18
1.00720929e+01	23-05-19 14:38:50	6.93754700e-05	1.46500800e-11	-2.99925000e-01	-1.28198600e-11	19
1.05253421e+01	23-05-19 14:38:51	6.86225500e-05	1.37712500e-11	-2.99925200e-01	-2.17719500e-11	20
1.09796556e+01	23-05-19 14:38:51	6.89570800e-05	1.39604700e-11	-2.99926400e-01	-1.40897400e-11	21
1.14314226e+01	23-05-19 14:38:52	6.83716700e-05	1.42842700e-11	-2.99925900e-01	-1.48382100e-11	22
1.18850096e+01	23-05-19 14:38:52	6.90406300e-05	1.28503900e-11	-2.99926200e-01	-1.69111700e-11	23
1.23538061e+01	23-05-19 14:38:53	6.91243900e-05	1.46248600e-11	-2.99926200e-01	-1.23195200e-11	24
1.28063851e+01	23-05-19 14:38:53	6.83715400e-05	1.36114800e-11	-2.99927300e-01	-2.53587100e-11	25
1.32596925e+01	23-05-19 14:38:54	6.87898100e-05	1.38091200e-11	-2.99926100e-01	-1.45985500e-11	26
1.37127518e+01	23-05-19 14:38:54	6.88735500e-05	1.41623200e-11	-2.99925400e-01	-1.40813100e-11	27
1.41657045e+01	23-05-19 14:38:54	6.87898100e-05	1.23920500e-11	-2.99926100e-01	-2.83945600e-11	28
1.46195200e+01	23-05-19 14:38:55	6.87062300e-05	1.34601000e-11	-2.99925100e-01	-6.08372400e-12	29
1.50720634e+01	23-05-19 14:38:55	6.86226700e-05	1.44861000e-11	-2.99925700e-01	-1.32992400e-11	30
1.55248398e+01	23-05-19 14:38:56	6.80370100e-05	1.27074600e-11	-2.99926500e-01	-1.71003900e-11	31
1.59797869e+01	23-05-19 14:38:56	6.92916800e-05	1.44062000e-11	-2.99926000e-01	-1.06417900e-11	32
1.64316881e+01	23-05-19 14:38:57	6.86225500e-05	1.48561400e-11	-2.99925500e-01	-1.31899100e-11	33
1.68844912e+01	23-05-19 14:38:57	6.90407200e-05	1.29597300e-11	-2.99926100e-01	-2.32057900e-11	34
1.73375837e+01	23-05-19 14:38:58	6.88734000e-05	1.45659800e-11	-2.99926100e-01	-7.01718500e-12	35
1.77906190e+01	23-05-19 14:38:58	6.90408600e-05	1.32792900e-11	-2.99925700e-01	-2.13388800e-11	36
1.82437247e+01	23-05-19 14:38:59	6.84553500e-05	1.35021400e-11	-2.99926300e-01	-1.59693000e-11	37
1.86969991e+01	23-05-19 14:38:59	6.85388500e-05	1.48393200e-11	-2.99926100e-01	-8.75798700e-12	38
1.91501059e+01	23-05-19 14:38:59	6.89570200e-05	1.35904800e-11	-2.99926800e-01	-2.35001500e-11	39
1.96030768e+01	23-05-19 14:39:00	6.83716000e-05	1.34769500e-11	-2.99925300e-01	-1.45775300e-11	40
2.00564194e+01	23-05-19 14:39:00	6.85387600e-05	1.42127600e-11	-2.99926000e-01	-1.40267000e-11	41
2.05093291e+01	23-05-19 14:39:01	6.72842400e-05	1.28420000e-11	-2.99926400e-01	-2.44168200e-11	42
2.09628409e+01	23-05-19 14:39:01	6.87060200e-05	1.41412900e-11	-2.99925400e-01	-1.16425600e-11	43
2.14157655e+01	23-05-19 14:39:02	6.86225500e-05	1.39604900e-11	-2.99925400e-01	-1.49139200e-11	44
2.18685414e+01	23-05-19 14:39:02	6.76187700e-05	1.28335900e-11	-2.99926200e-01	-2.09814800e-11	45
2.23220877e+01	23-05-19 14:39:03	6.85388300e-05	1.48519000e-11	-2.99926100e-01	-8.53093900e-12	46
2.27728510e+01	23-05-19 14:39:03	6.72007800e-05	1.46753400e-11	-2.99925900e-01	-1.15836600e-11	47
2.32133182e+01	23-05-19 14:39:04	6.82880300e-05	1.36325000e-11	-2.99925500e-01	-2.24573500e-11	48
2.36658092e+01	23-05-19 14:39:04	6.83715700e-05	1.34138600e-11	-2.99926100e-01	-1.63603400e-11	49
2.41172672e+01	23-05-19 14:39:04	6.83715400e-05	1.37670500e-11	-2.99925300e-01	-9.54850100e-12	50
2.45562214e+01	23-05-19 14:39:05	6.95426400e-05	1.39184400e-11	-2.99925300e-01	-1.46910100e-11	51
2.50093582e+01	23-05-19 14:39:05	6.92916500e-05	1.35316000e-11	-2.99925800e-01	-1.82020700e-11	52
2.54625356e+01	23-05-19 14:39:06	6.83716500e-05	1.42212100e-11	-2.99926400e-01	-6.95838500e-12	53
2.59159666e+01	23-05-19 14:39:06	6.87061700e-05	1.38427800e-11	-2.99925900e-01	-1.44429400e-11	54
2.63690022e+01	23-05-19 14:39:07	6.88735500e-05	1.31363200e-11	-2.99925700e-01	-1.88874800e-11	55
2.68219139e+01	23-05-19 14:39:07	6.86224900e-05	1.46122700e-11	-2.99925500e-01	-7.05082500e-12	56
2.72754122e+01	23-05-19 14:39:08	6.84551200e-05	1.42716500e-11	-2.99924800e-01	-2.21840400e-11	57
2.77299169e+01	23-05-19 14:39:08	6.82043300e-05	1.34012600e-11	-2.99925300e-01	-1.31982800e-11	58
2.81812693e+01	23-05-19 14:39:09	6.92078900e-05	1.41202800e-11	-2.99925600e-01	-1.36061700e-11	59
2.86343848e+01	23-05-19 14:39:09	6.81206300e-05	1.24845800e-11	-2.99926100e-01	-6.47748500e-11	60
2.90873522e+01	23-05-19 14:39:09	6.82877700e-05	1.30480300e-11	-2.99925900e-01	-1.91607400e-11	61
2.95412093e+01	23-05-19 14:39:10	6.80367800e-05	1.41959700e-11	-2.99925300e-01	-1.96317200e-11	62
2.99937852e+01	23-05-19 14:39:10	6.88733400e-05	1.32120100e-11	-2.99926100e-01	-2.30544500e-11	63
3.04471581e+01	23-05-19 14:39:11	6.80369300e-05	1.46543200e-11	-2.99926500e-01	-7.91698000e-12	64
3.09001942e+01	23-05-19 14:39:11	6.87062000e-05	1.42674600e-11	-2.99926900e-01	-1.37112700e-11	65
3.13535619e+01	23-05-19 14:39:12	6.87897300e-05	1.28966400e-11	-2.99925600e-01	-1.46700000e-11	66
3.18062026e+01	23-05-19 14:39:12	6.82044800e-05	1.53817600e-11	-2.99926100e-01	7.23721100e-12	67
3.22596429e+01	23-05-19 14:39:13	6.77860800e-05	1.43053000e-11	-2.99925200e-01	-2.02414000e-11	68
3.27126043e+01	23-05-19 14:39:13	6.76186100e-05	1.36619400e-11	-2.99926500e-01	-1.75124500e-11	69
3.31656449e+01	23-05-19 14:39:13	6.87896700e-05	1.51294500e-11	-2.99925900e-01	-7.40824100e-12	70
3.36192392e+01	23-05-19 14:39:14	6.82876300e-05	1.35694700e-11	-2.99925500e-01	-2.44126200e-11	71
3.40726177e+01	23-05-19 14:39:14	6.73677700e-05	1.37586500e-11	-2.99925900e-01	-3.06147400e-11	72
3.45251289e+01	23-05-19 14:39:15	6.78696900e-05	1.53060700e-11	-2.99926600e-01	-9.81760500e-12	73
3.49795393e+01	23-05-19 14:39:15	6.84550300e-05	1.23079900e-11	-2.99927400e-01	-2.74484900e-11	74
3.54313199e+01	23-05-19 14:39:16	6.82879200e-05	1.43725800e-11	-2.99926800e-01	-1.06922100e-11	75
3.58852398e+01	23-05-19 14:39:16	6.73678000e-05	1.38469600e-11	-2.99925800e-01	-1.40308600e-11	76
3.63374670e+01	23-05-19 14:39:17	6.87897600e-05	1.21944400e-11	-2.99926400e-01	-2.37230300e-11	77
3.67905517e+01	23-05-19 14:39:17	6.78696400e-05	1.48141000e-11	-2.99927100e-01	-5.17969700e-12	78
3.72436618e+01	23-05-19 14:39:18	6.82042800e-05	1.39520800e-11	-2.99926200e-01	-1.90556500e-11	79
3.76977970e+01	23-05-19 14:39:18	6.83715100e-05	1.31783800e-11	-2.99926700e-01	-1.81936300e-11	80
3.81490126e+01	23-05-19 14:39:18	6.85389100e-05	1.34895400e-11	-2.99925700e-01	-1.44260900e-11	81
3.85872437e+01	23-05-19 14:39:19	6.82041900e-05	1.38974300e-11	-2.99926300e-01	-1.28198400e-11	82
3.90406349e+01	23-05-19 14:39:19	6.81205700e-05	1.22701300e-11	-2.99926400e-01	-2.74106600e-11	83
3.94937441e+01	23-05-19 14:39:20	6.82041900e-05	1.41749500e-11	-2.99927000e-01	-5.14606400e-12	84
3.99469440e+01	23-05-19 14:39:20	6.76187700e-05	1.42085700e-11	-2.99926100e-01	-1.72307500e-11	85
4.04000258e+01	23-05-19 14:39:21	6.79531700e-05	1.26443500e-11	-2.99927000e-01	-1.90430300e-11	86
4.08532992e+01	23-05-19 14:39:21	6.88734600e-05	1.42548200e-11	-2.99926100e-01	-2.73246000e-12	87
4.13064820e+01	23-05-19 14:39:22	6.83715100e-05	1.38469700e-11	-2.99926300e-01	-2.16332100e-11	88
4.17600858e+01	23-05-19 14:39:22	6.83715400e-05	1.36325000e-11	-2.99926500e-01	-1.81390100e-11	89
4.22123728e+01	23-05-19 14:39:23	6.84549100e-05	1.48603600e-11	-2.99926100e-01	-8.72859400e-12	90
4.26656010e+01	23-05-19 14:39:23	6.84550300e-05	1.28125700e-11	-2.99925300e-01	-2.64814000e-11	91
4.31169152e+01	23-05-19 14:39:23	6.84552300e-05	1.21566100e-11	-2.99926800e-01	-1.25717800e-11	92
4.35728050e+01	23-05-19 14:39:24	6.83714400e-05	1.46837400e-11	-2.99926100e-01	-1.19578700e-11	93
4.40249345e+01	23-05-19 14:39:24	6.87060800e-05	1.21187500e-11	-2.99926300e-01	-2.78479700e-11	94
4.44794352e+01	23-05-19 14:39:25	6.87060200e-05	1.44020100e-11	-2.99926400e-01	-7.80771300e-12	95
4.49311137e+01	23-05-19 14:39:25	6.90406900e-05	1.36535400e-11	-2.99926200e-01	-1.58515000e-11	96
4.53842884e+01	23-05-19 14:39:26	6.85387000e-05	1.27789300e-11	-2.99926700e-01	-2.66159200e-11	97
4.58376465e+01	23-05-19 14:39:26	6.83715100e-05	1.45954400e-11	-2.99926400e-01	-3.67014100e-12	98
4.62905300e+01	23-05-19 14:39:27	6.88733700e-05	1.36661600e-11	-2.99926500e-01	-1.91649400e-11	99
4.67436536e+01	23-05-19 14:39:27	6.82042500e-05	1.36199200e-11	-2.99926100e-01	-1.70121000e-11	100
4.71970883e+01	23-05-19 14:39:28	6.89568600e-05	1.52766200e-11	-2.99926000e-01	-8.34171000e-12	101
4.76500375e+01	23-05-19 14:39:28	6.83715400e-05	1.35148000e-11	-2.99926100e-01	-2.22891500e-11	102
4.81036441e+01	23-05-19 14:39:28	6.82041200e-05	1.36619500e-11	-2.99926100e-01	-1.48592300e-11	103
