Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

6.72390936e-01	2022-11-15T10:57:19.690098	7.63432700e-05	2.98732300e-04	2.55557467e-01	-9.99120600e-02	-3.00141700e-04	3.32882968e+02	-8.99894300e-01	-5.54832900e-07	1.62191950e+06
1.88327297e+00	2022-11-15T10:57:20.900108	1.01445600e-04	3.00269400e-04	3.37848612e-01	-9.99428300e-02	-3.00087100e-04	3.33046072e+02	-8.49904300e-01	-2.29370900e-07	3.70537108e+06
2.55420266e+00	2022-11-15T10:57:21.570111	8.47112000e-05	3.01110500e-04	2.81329279e-01	-9.99588900e-02	-3.00707300e-04	3.32412582e+02	-7.99887000e-01	-8.77415900e-08	9.11639509e+06
3.22616591e+00	2022-11-15T10:57:22.240116	1.01447400e-04	3.01766800e-04	3.36178135e-01	-9.99337800e-02	-3.01727100e-04	3.31205848e+02	-7.49940100e-01	-2.79394700e-08	2.68416008e+07
4.10116599e+00	2022-11-15T10:57:23.110122	8.47088300e-05	3.02919500e-04	2.79641390e-01	-9.99317600e-02	-3.02297100e-04	3.30574657e+02	-6.99913000e-01	7.70212100e-09	-9.08727609e+07
4.96053712e+00	2022-11-15T10:57:23.970128	7.63425300e-05	3.01493600e-04	2.53214430e-01	-9.99337800e-02	-3.01390900e-04	3.31575306e+02	-6.49917300e-01	1.58905700e-08	-4.08995587e+07
5.83556417e+00	2022-11-15T10:57:24.853896	7.63432700e-05	3.00585000e-04	2.53982301e-01	-9.99337800e-02	-3.00383500e-04	3.32687315e+02	-5.99947500e-01	2.20132500e-08	-2.72539266e+07
6.72859006e+00	2022-11-15T10:57:25.746952	1.01444700e-04	2.97371500e-04	3.41137937e-01	-9.99261000e-02	-2.96329300e-04	3.37213026e+02	-5.49887000e-01	2.35561700e-08	-2.33436505e+07
7.60117623e+00	2022-11-15T10:57:26.619007	8.47104100e-05	2.93358800e-04	2.88760419e-01	-9.99247400e-02	-2.93411000e-04	3.40562351e+02	-4.99901500e-01	2.46895600e-08	-2.02474852e+07
8.46021388e+00	2022-11-15T10:57:27.478060	6.79761400e-05	2.88695400e-04	2.35459727e-01	-9.99484900e-02	-2.87755200e-04	3.47338606e+02	-4.49936400e-01	2.56389400e-08	-1.75489470e+07
9.33895975e+00	2022-11-15T10:57:28.357116	8.47119800e-05	2.76583900e-04	3.06279505e-01	-9.99331100e-02	-2.75394900e-04	3.62872043e+02	-3.99899200e-01	2.64878500e-08	-1.50974579e+07
1.02105387e+01	2022-11-15T10:57:29.228170	5.12401700e-05	2.68157000e-04	1.91082724e-01	-9.99672400e-02	-2.67578800e-04	3.73599254e+02	-3.49899200e-01	2.57797400e-08	-1.35726427e+07
1.10857657e+01	2022-11-15T10:57:30.104225	8.47112000e-05	2.57781900e-04	3.28615779e-01	-9.99107100e-02	-2.56913700e-04	3.88888214e+02	-2.99902500e-01	2.75759900e-08	-1.08754935e+07
1.19450297e+01	2022-11-15T10:57:30.963280	1.26548200e-04	2.44295000e-04	5.18013877e-01	-9.99157000e-02	-2.43199300e-04	4.10838765e+02	-2.49911600e-01	3.11599600e-08	-8.02027987e+06
1.28209483e+01	2022-11-15T10:57:31.839335	6.79761400e-05	2.27558000e-04	2.98720063e-01	-9.99756100e-02	-2.26453700e-04	4.41483668e+02	-1.99908100e-01	3.74847800e-08	-5.33304717e+06
1.36795193e+01	2022-11-15T10:57:32.697389	8.47127700e-05	2.07332000e-04	4.08585120e-01	-9.99281200e-02	-2.06370400e-04	4.84217310e+02	-1.49912400e-01	4.05954500e-08	-3.69283750e+06
1.43602408e+01	2022-11-15T10:57:33.378432	9.30800700e-05	1.87160000e-04	4.97328863e-01	-9.99254200e-02	-1.85910800e-04	5.37491205e+02	-9.99153900e-02	6.21309700e-08	-1.60814148e+06
1.50647860e+01	2022-11-15T10:57:34.082475	8.47096200e-05	1.66599300e-04	5.08463241e-01	-9.99421500e-02	-1.67174400e-04	5.97831666e+02	-4.99350900e-02	7.13022000e-07	-7.00330284e+04
1.57268161e+01	2022-11-15T10:57:34.744517	6.79761400e-05	1.64509100e-04	4.13205956e-01	-9.99351300e-02	-1.69938200e-04	5.88067486e+02	3.68710300e-05	6.90148600e-07	5.34247697e+01
