Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

3.26852889e+01	2022-11-15T10:55:57.900528	8.47112000e-05	2.97179700e-05	2.85050426e+00	7.03210800e-05	4.20224300e-08	1.67341774e+03	7.32935400e-05	-2.99612800e-05	-2.44627533e+00
3.33733579e+01	2022-11-15T10:55:58.588572	5.12435500e-05	-8.49119100e-05	-6.03490724e-01	5.35911600e-05	7.32598700e-09	7.31521364e+03	5.00551500e-02	8.54180300e-05	5.86002159e+02
3.42300493e+01	2022-11-15T10:55:59.444626	8.47104100e-05	-8.52422600e-05	-9.93760724e-01	7.03302200e-05	1.07273100e-08	6.55618417e+03	5.00461100e-02	8.54931500e-05	5.85381519e+02
3.43882657e+01	2022-11-15T10:55:59.603635	5.96071300e-05	3.00161800e-05	1.98583331e+00	5.35943500e-05	2.69124200e-08	1.99143555e+03	6.49260200e-05	-2.99724300e-05	-2.16619140e+00
3.50836993e+01	2022-11-15T10:56:00.298678	9.30783900e-05	1.38949700e-04	6.69871112e-01	1.12148700e-04	5.31269700e-08	2.11095607e+03	-4.99253800e-02	-1.41102600e-04	3.53823246e+02
3.59192805e+01	2022-11-15T10:56:01.134731	7.63418000e-05	2.63836500e-04	2.89352686e-01	9.54188500e-05	3.00781300e-07	3.17236643e+02	-9.99170500e-02	-2.74371600e-04	3.64166882e+02
3.64662111e+01	2022-11-15T10:56:01.680766	5.96090000e-05	3.85874400e-04	1.54477726e-01	2.85195400e-05	2.39299600e-07	1.19179221e+02	-1.49965600e-01	-3.86598600e-04	3.87910355e+02
3.70334489e+01	2022-11-15T10:56:02.248802	1.01445600e-04	4.85332600e-04	2.09022843e-01	5.35943500e-05	1.22182500e-07	4.38641786e+02	-1.99897700e-01	-4.81049700e-04	4.15544797e+02
3.74348904e+01	2022-11-15T10:56:02.649826	9.30792300e-05	5.64254900e-04	1.64959542e-01	6.19530600e-05	1.91379300e-07	3.23718709e+02	-2.49961300e-01	-5.62067400e-04	4.44717662e+02
3.79817824e+01	2022-11-15T10:56:03.196861	6.79761400e-05	6.37313200e-04	1.06660493e-01	2.85062700e-05	1.81084900e-07	1.57419365e+02	-2.99947300e-01	-6.31440400e-04	4.75020762e+02
3.83916397e+01	2022-11-15T10:56:03.606886	8.47119800e-05	6.94094400e-04	1.22046771e-01	6.19654300e-05	1.60426500e-07	3.86254328e+02	-3.49962400e-01	-6.89034900e-04	5.07902285e+02
3.87943223e+01	2022-11-15T10:56:04.008912	5.96096200e-05	7.39692400e-04	8.05870386e-02	1.12154200e-04	1.59255300e-07	7.04241554e+02	-3.99961200e-01	-7.32624000e-04	5.45929699e+02
3.92009404e+01	2022-11-15T10:56:04.415937	5.96071300e-05	7.72972700e-04	7.71141465e-02	9.54102400e-05	1.86906600e-07	5.10470149e+02	-4.49925500e-01	-7.64643900e-04	5.88411808e+02
3.96067574e+01	2022-11-15T10:56:04.821962	1.01446500e-04	7.94497100e-04	1.27686432e-01	7.86860700e-05	2.41906100e-07	3.25275262e+02	-4.99971700e-01	-7.84805100e-04	6.37064795e+02
4.00136021e+01	2022-11-15T10:56:05.228988	8.47112000e-05	8.07099000e-04	1.04957632e-01	6.19530600e-05	3.07677200e-07	2.01357332e+02	-5.49985200e-01	-7.96762000e-04	6.90275390e+02
4.04221880e+01	2022-11-15T10:56:05.637013	5.96096200e-05	8.13729600e-04	7.32548257e-02	5.35943500e-05	3.51761600e-07	1.52359865e+02	-5.99964600e-01	-8.00556900e-04	7.49434050e+02
4.08079613e+01	2022-11-15T10:56:06.023038	5.96083700e-05	8.02488600e-04	7.42793979e-02	8.70510400e-05	3.02858200e-07	2.87431676e+02	-5.99939500e-01	-7.98449300e-04	7.51380833e+02
4.09504726e+01	2022-11-15T10:56:06.165046	7.63432700e-05	7.84534100e-04	9.73103272e-02	7.03393300e-05	1.71601900e-07	4.09898317e+02	-5.49975900e-01	-7.85236100e-04	7.00395588e+02
4.13598237e+01	2022-11-15T10:56:06.575073	7.63432700e-05	7.66727100e-04	9.95703295e-02	1.12151400e-04	1.18014500e-07	9.50318817e+02	-4.99971700e-01	-7.70688200e-04	6.48734079e+02
4.17632900e+01	2022-11-15T10:56:06.978098	5.96077600e-05	7.42710800e-04	8.02570260e-02	1.37246000e-04	8.45604200e-08	1.62305249e+03	-4.49939200e-01	-7.49348900e-04	6.00440195e+02
