[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	16/02/2023 14:50:21
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	300,00 to 1400,00
Scan Speed:	Medium
Sampling Interval:	1,0
Auto Sampling Interval:	Disabled
Scan Mode:	Single

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Reflectance
Slit Width:	5,0 nm
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	285,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	900,00 nm  1650,00 nm
Grating Change Wavelength:	800,00 nm
S/R Exchange:	Inverse
Detector Lock:	Auto
Slit Program:	Fixed
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	X-Y Stage
Sequence File:	Positions.xys

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
300.0	5.836
301.0	5.858
302.0	5.844
303.0	5.857
304.0	5.823
305.0	5.830
306.0	5.804
307.0	5.794
308.0	5.797
309.0	5.777
310.0	5.778
311.0	5.747
312.0	5.769
313.0	5.728
314.0	5.737
315.0	5.707
316.0	5.730
317.0	5.658
318.0	5.610
319.0	5.549
320.0	5.549
321.0	5.511
322.0	5.491
323.0	5.484
324.0	5.472
325.0	5.431
326.0	5.378
327.0	5.358
328.0	5.344
329.0	5.303
330.0	5.246
331.0	5.236
332.0	5.236
333.0	5.260
334.0	5.211
335.0	5.181
336.0	5.177
337.0	5.188
338.0	5.180
339.0	5.151
340.0	5.123
341.0	5.102
342.0	5.107
343.0	5.135
344.0	5.167
345.0	5.149
346.0	5.157
347.0	5.152
348.0	5.171
349.0	5.145
350.0	5.142
351.0	5.147
352.0	5.181
353.0	5.204
354.0	5.231
355.0	5.250
356.0	5.283
357.0	5.290
358.0	5.288
359.0	5.293
360.0	5.309
361.0	5.326
362.0	5.325
363.0	5.315
364.0	5.318
365.0	5.316
366.0	5.337
367.0	5.321
368.0	5.318
369.0	5.292
370.0	5.291
371.0	5.267
372.0	5.258
373.0	5.243
374.0	5.238
375.0	5.211
376.0	5.192
377.0	5.154
378.0	5.127
379.0	5.103
380.0	5.089
381.0	5.065
382.0	5.041
383.0	5.010
384.0	5.001
385.0	4.973
386.0	4.961
387.0	4.930
388.0	4.914
389.0	4.893
390.0	4.872
391.0	4.854
392.0	4.853
393.0	4.852
394.0	4.833
395.0	4.792
396.0	4.774
397.0	4.767
398.0	4.768
399.0	4.756
400.0	4.738
401.0	4.725
402.0	4.719
403.0	4.724
404.0	4.739
405.0	4.732
406.0	4.738
407.0	4.732
408.0	4.749
409.0	4.747
410.0	4.760
411.0	4.769
412.0	4.779
413.0	4.780
414.0	4.791
415.0	4.815
416.0	4.845
417.0	4.867
418.0	4.900
419.0	4.915
420.0	4.940
421.0	4.958
422.0	4.990
423.0	5.018
424.0	5.044
425.0	5.076
426.0	5.114
427.0	5.166
428.0	5.213
429.0	5.263
430.0	5.294
431.0	5.345
432.0	5.387
433.0	5.447
434.0	5.490
435.0	5.543
436.0	5.594
437.0	5.651
438.0	5.704
439.0	5.748
440.0	5.788
441.0	5.850
442.0	5.911
443.0	5.980
444.0	6.014
445.0	6.076
446.0	6.128
447.0	6.204
448.0	6.254
449.0	6.299
450.0	6.346
451.0	6.400
452.0	6.453
453.0	6.504
454.0	6.558
455.0	6.616
456.0	6.674
457.0	6.718
458.0	6.769
459.0	6.814
460.0	6.852
461.0	6.894
462.0	6.942
463.0	6.992
464.0	7.030
465.0	7.056
466.0	7.090
467.0	7.132
468.0	7.167
469.0	7.206
470.0	7.237
471.0	7.280
472.0	7.321
473.0	7.361
474.0	7.389
475.0	7.431
476.0	7.460
477.0	7.498
478.0	7.524
479.0	7.561
480.0	7.584
481.0	7.606
482.0	7.621
483.0	7.644
484.0	7.666
485.0	7.696
486.0	7.724
487.0	7.740
488.0	7.760
489.0	7.772
490.0	7.787
491.0	7.805
492.0	7.824
493.0	7.849
494.0	7.875
495.0	7.893
496.0	7.903
497.0	7.900
498.0	7.904
499.0	7.917
500.0	7.925
501.0	7.939
502.0	7.947
503.0	7.955
504.0	7.967
505.0	7.960
506.0	7.957
507.0	7.937
508.0	7.942
509.0	7.944
510.0	7.957
511.0	7.958
512.0	7.964
513.0	7.952
514.0	7.945
515.0	7.930
516.0	7.916
517.0	7.897
518.0	7.892
519.0	7.893
520.0	7.897
521.0	7.876
522.0	7.844
523.0	7.809
524.0	7.797
525.0	7.773
526.0	7.759
527.0	7.720
528.0	7.704
529.0	7.681
530.0	7.662
531.0	7.636
532.0	7.603
533.0	7.566
534.0	7.542
535.0	7.526
536.0	7.499
537.0	7.467
538.0	7.428
539.0	7.407
540.0	7.385
541.0	7.359
542.0	7.323
543.0	7.287
544.0	7.258
545.0	7.235
546.0	7.211
547.0	7.183
548.0	7.160
549.0	7.138
550.0	7.108
551.0	7.078
552.0	7.046
553.0	7.025
554.0	6.994
555.0	6.968
556.0	6.936
557.0	6.918
558.0	6.898
559.0	6.882
560.0	6.852
561.0	6.822
562.0	6.792
563.0	6.769
564.0	6.745
565.0	6.725
566.0	6.709
567.0	6.699
568.0	6.681
569.0	6.662
570.0	6.639
571.0	6.624
572.0	6.611
573.0	6.593
574.0	6.571
575.0	6.551
576.0	6.531
577.0	6.519
578.0	6.518
579.0	6.510
580.0	6.496
581.0	6.479
582.0	6.483
583.0	6.481
584.0	6.473
585.0	6.456
586.0	6.441
587.0	6.432
588.0	6.429
589.0	6.426
590.0	6.418
591.0	6.414
592.0	6.408
593.0	6.404
594.0	6.404
595.0	6.408
596.0	6.417
597.0	6.412
598.0	6.405
599.0	6.399
600.0	6.400
601.0	6.404
602.0	6.396
603.0	6.396
604.0	6.398
605.0	6.413
606.0	6.423
607.0	6.436
608.0	6.434
609.0	6.441
610.0	6.435
611.0	6.443
612.0	6.441
613.0	6.447
614.0	6.452
615.0	6.453
616.0	6.460
617.0	6.471
618.0	6.483
619.0	6.495
620.0	6.498
621.0	6.497
622.0	6.509
623.0	6.527
624.0	6.543
625.0	6.545
626.0	6.549
627.0	6.559
628.0	6.563
629.0	6.570
630.0	6.587
631.0	6.612
632.0	6.618
633.0	6.625
634.0	6.629
635.0	6.651
636.0	6.661
637.0	6.678
638.0	6.690
639.0	6.698
640.0	6.710
641.0	6.731
642.0	6.749
643.0	6.765
644.0	6.778
645.0	6.792
646.0	6.802
647.0	6.829
648.0	6.852
649.0	6.870
650.0	6.878
651.0	6.890
652.0	6.909
653.0	6.919
654.0	6.945
655.0	6.969
656.0	6.986
657.0	6.988
658.0	6.991
659.0	7.003
660.0	7.013
661.0	7.032
662.0	7.042
663.0	7.064
664.0	7.074
665.0	7.099
666.0	7.123
667.0	7.149
668.0	7.175
669.0	7.206
670.0	7.229
671.0	7.258
672.0	7.275
673.0	7.297
674.0	7.304
675.0	7.321
676.0	7.351
677.0	7.373
678.0	7.409
679.0	7.431
680.0	7.474
681.0	7.487
682.0	7.491
683.0	7.510
684.0	7.543
685.0	7.582
686.0	7.605
687.0	7.605
688.0	7.626
689.0	7.637
690.0	7.665
691.0	7.685
692.0	7.709
693.0	7.751
694.0	7.765
695.0	7.791
696.0	7.804
697.0	7.850
698.0	7.874
699.0	7.900
700.0	7.916
701.0	7.956
702.0	7.954
703.0	7.976
704.0	7.977
705.0	8.017
706.0	8.032
707.0	8.075
708.0	8.105
709.0	8.115
710.0	8.138
711.0	8.162
712.0	8.212
713.0	8.246
714.0	8.274
715.0	8.300
716.0	8.308
717.0	8.324
718.0	8.352
719.0	8.391
720.0	8.435
721.0	8.443
722.0	8.466
723.0	8.466
724.0	8.496
725.0	8.523
726.0	8.564
727.0	8.593
728.0	8.596
729.0	8.624
730.0	8.650
731.0	8.682
732.0	8.702
733.0	8.737
734.0	8.780
735.0	8.814
736.0	8.817
737.0	8.839
738.0	8.867
739.0	8.923
740.0	8.934
741.0	8.948
742.0	8.975
743.0	9.013
744.0	9.039
745.0	9.044
746.0	9.067
747.0	9.099
748.0	9.113
749.0	9.139
750.0	9.140
751.0	9.173
752.0	9.176
753.0	9.190
754.0	9.223
755.0	9.252
756.0	9.325
757.0	9.361
758.0	9.394
759.0	9.408
760.0	9.414
761.0	9.440
762.0	9.457
763.0	9.478
764.0	9.530
765.0	9.557
766.0	9.596
767.0	9.616
768.0	9.605
769.0	9.641
770.0	9.618
771.0	9.677
772.0	9.695
773.0	9.759
774.0	9.799
775.0	9.827
776.0	9.858
777.0	9.845
778.0	9.869
