[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	06/01/2023 18:03:34
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	300,00 to 1400,00
Scan Speed:	Medium
Sampling Interval:	2,0
Auto Sampling Interval:	Disabled
Scan Mode:	Single

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Reflectance
Slit Width:	8,0 nm
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	295,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	900,00 nm  1650,00 nm
Grating Change Wavelength:	800,00 nm
S/R Exchange:	Inverse
Detector Lock:	Auto
Slit Program:	Normal
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	X-Y Stage
Sequence File:	Positions.xys

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
300.0	8.044
302.0	8.053
304.0	8.075
306.0	8.058
308.0	8.022
310.0	7.948
312.0	7.886
314.0	7.819
316.0	7.742
318.0	7.697
320.0	7.641
322.0	7.570
324.0	7.468
326.0	7.395
328.0	7.333
330.0	7.281
332.0	7.194
334.0	7.131
336.0	7.054
338.0	6.992
340.0	6.935
342.0	6.870
344.0	6.830
346.0	6.766
348.0	6.716
350.0	6.652
352.0	6.610
354.0	6.577
356.0	6.556
358.0	6.533
360.0	6.528
362.0	6.507
364.0	6.517
366.0	6.513
368.0	6.543
370.0	6.565
372.0	6.620
374.0	6.668
376.0	6.730
378.0	6.784
380.0	6.846
382.0	6.910
384.0	6.982
386.0	7.059
388.0	7.129
390.0	7.200
392.0	7.266
394.0	7.340
396.0	7.398
398.0	7.462
400.0	7.523
402.0	7.585
404.0	7.630
406.0	7.673
408.0	7.725
410.0	7.761
412.0	7.807
414.0	7.848
416.0	7.903
418.0	7.949
420.0	7.988
422.0	8.034
424.0	8.058
426.0	8.096
428.0	8.119
430.0	8.148
432.0	8.171
434.0	8.184
436.0	8.207
438.0	8.215
440.0	8.251
442.0	8.274
444.0	8.298
446.0	8.317
448.0	8.341
450.0	8.365
452.0	8.391
454.0	8.413
456.0	8.448
458.0	8.471
460.0	8.498
462.0	8.516
464.0	8.540
466.0	8.559
468.0	8.592
470.0	8.626
472.0	8.671
474.0	8.714
476.0	8.758
478.0	8.787
480.0	8.812
482.0	8.823
484.0	8.843
486.0	8.855
488.0	8.882
490.0	8.902
492.0	8.927
494.0	8.940
496.0	8.959
498.0	8.980
500.0	9.005
502.0	9.023
504.0	9.040
506.0	9.052
508.0	9.064
510.0	9.081
512.0	9.105
514.0	9.125
516.0	9.129
518.0	9.127
520.0	9.128
522.0	9.140
524.0	9.154
526.0	9.174
528.0	9.183
530.0	9.186
532.0	9.177
534.0	9.178
536.0	9.183
538.0	9.195
540.0	9.208
542.0	9.217
544.0	9.233
546.0	9.237
548.0	9.238
550.0	9.242
552.0	9.250
554.0	9.265
556.0	9.274
558.0	9.296
560.0	9.324
562.0	9.349
564.0	9.368
566.0	9.386
568.0	9.397
570.0	9.409
572.0	9.408
574.0	9.411
576.0	9.399
578.0	9.395
580.0	9.401
582.0	9.421
584.0	9.451
586.0	9.494
588.0	9.537
590.0	9.581
592.0	9.614
594.0	9.646
596.0	9.675
598.0	9.700
600.0	9.731
602.0	9.752
604.0	9.773
606.0	9.783
608.0	9.816
610.0	9.849
612.0	9.882
614.0	9.903
616.0	9.927
618.0	9.956
620.0	9.975
622.0	10.002
624.0	10.022
626.0	10.053
628.0	10.078
630.0	10.113
632.0	10.136
634.0	10.161
636.0	10.178
638.0	10.206
640.0	10.227
642.0	10.259
644.0	10.284
646.0	10.310
648.0	10.329
650.0	10.357
652.0	10.385
654.0	10.409
656.0	10.425
658.0	10.448
660.0	10.460
662.0	10.470
664.0	10.609
666.0	10.679
668.0	10.696
670.0	10.591
672.0	10.574
674.0	10.597
676.0	10.628
678.0	10.639
680.0	10.671
682.0	10.671
684.0	10.688
686.0	10.702
688.0	10.731
690.0	10.750
692.0	10.773
694.0	10.780
696.0	10.796
698.0	10.800
700.0	10.816
702.0	10.825
704.0	10.835
706.0	10.842
708.0	10.840
710.0	10.833
712.0	10.836
714.0	10.853
716.0	10.874
718.0	10.882
720.0	10.905
722.0	10.917
724.0	10.939
726.0	10.963
728.0	10.988
730.0	10.992
732.0	10.968
734.0	10.960
736.0	10.991
738.0	11.012
740.0	11.041
742.0	11.044
744.0	11.056
746.0	11.064
748.0	11.083
750.0	11.092
752.0	11.119
754.0	11.115
756.0	11.128
758.0	11.107
760.0	11.117
762.0	11.132
764.0	11.148
766.0	11.155
768.0	11.183
770.0	11.187
772.0	11.207
774.0	11.187
776.0	11.204
778.0	11.188
780.0	11.189
782.0	11.192
784.0	11.181
786.0	11.153
788.0	11.145
790.0	11.141
792.0	11.157
794.0	11.154
796.0	11.188
798.0	11.229
800.0	11.013
802.0	10.795
804.0	10.571
806.0	10.597
808.0	10.608
810.0	10.613
812.0	10.622
814.0	10.626
816.0	10.653
818.0	10.664
820.0	10.689
822.0	10.687
824.0	10.696
826.0	10.703
828.0	10.728
830.0	10.763
832.0	10.795
834.0	10.819
836.0	10.815
838.0	10.825
840.0	10.830
842.0	10.849
844.0	10.845
846.0	10.868
848.0	10.886
850.0	10.877
852.0	10.867
854.0	10.887
856.0	10.912
858.0	10.842
860.0	10.750
862.0	10.752
864.0	10.845
866.0	10.908
868.0	10.919
870.0	10.937
872.0	10.965
874.0	10.990
876.0	10.942
878.0	10.942
880.0	10.967
882.0	10.996
884.0	10.955
886.0	10.932
888.0	10.982
890.0	11.122
892.0	10.951
894.0	10.874
896.0	10.779
898.0	10.939
900.0	11.053
902.0	11.160
904.0	11.259
906.0	11.305
908.0	11.311
910.0	11.255
912.0	11.200
914.0	11.147
916.0	11.195
918.0	11.202
920.0	11.184
922.0	11.140
924.0	11.148
926.0	11.153
928.0	11.183
930.0	11.132
932.0	11.119
934.0	11.083
936.0	11.084
938.0	11.094
940.0	11.065
942.0	11.055
944.0	11.023
946.0	11.046
948.0	11.048
950.0	11.053
952.0	11.025
954.0	11.008
956.0	10.983
958.0	10.993
960.0	10.980
962.0	10.990
964.0	10.963
966.0	10.944
968.0	10.929
970.0	10.923
972.0	10.930
974.0	10.913
976.0	10.900
978.0	10.877
980.0	10.853
982.0	10.847
984.0	10.845
986.0	10.847
988.0	10.835
990.0	10.807
992.0	10.795
994.0	10.777
996.0	10.773
998.0	10.760
1000.0	10.760
1002.0	10.748
1004.0	10.743
1006.0	10.717
1008.0	10.693
1010.0	10.673
1012.0	10.666
1014.0	10.664
1016.0	10.652
1018.0	10.626
1020.0	10.620
1022.0	10.609
1024.0	10.595
1026.0	10.578
1028.0	10.564
1030.0	10.558
1032.0	10.546
1034.0	10.536
1036.0	10.527
1038.0	10.515
1040.0	10.507
1042.0	10.505
1044.0	10.499
1046.0	10.484
1048.0	10.469
1050.0	10.456
1052.0	10.448
1054.0	10.432
1056.0	10.427
1058.0	10.409
1060.0	10.404
1062.0	10.393
1064.0	10.387
1066.0	10.371
1068.0	10.359
1070.0	10.353
1072.0	10.352
1074.0	10.347
1076.0	10.337
1078.0	10.322
1080.0	10.310
1082.0	10.302
1084.0	10.296
1086.0	10.286
1088.0	10.275
1090.0	10.266
1092.0	10.262
1094.0	10.253
1096.0	10.241
1098.0	10.226
1100.0	10.225
1102.0	10.213
1104.0	10.210
1106.0	10.203
1108.0	10.204
1110.0	10.190
1112.0	10.180
1114.0	10.178
1116.0	10.180
1118.0	10.175
1120.0	10.165
1122.0	10.161
1124.0	10.150
1126.0	10.154
1128.0	10.156
1130.0	10.155
1132.0	10.152
1134.0	10.148
1136.0	10.151
1138.0	10.152
1140.0	10.153
1142.0	10.164
1144.0	10.167
1146.0	10.171
1148.0	10.172
1150.0	10.172
1152.0	10.175
1154.0	10.177
1156.0	10.189
1158.0	10.189
1160.0	10.190
1162.0	10.190
1164.0	10.196
1166.0	10.205
1168.0	10.210
1170.0	10.218
1172.0	10.226
1174.0	10.230
1176.0	10.232
1178.0	10.238
1180.0	10.247
1182.0	10.260
1184.0	10.261
1186.0	10.269
1188.0	10.274
1190.0	10.294
1192.0	10.299
1194.0	10.305
1196.0	10.312
1198.0	10.319
1200.0	10.337
1202.0	10.342
1204.0	10.361
1206.0	10.359
1208.0	10.372
1210.0	10.379
1212.0	10.397
1214.0	10.401
1216.0	10.413
1218.0	10.426
1220.0	10.441
1222.0	10.454
1224.0	10.473
1226.0	10.490
1228.0	10.503
