[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	06/03/2023 13:35:54
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	285,00 to 2000,00
Scan Speed:	Medium
Sampling Interval:	1,0
Auto Sampling Interval:	Disabled
Scan Mode:	Single

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Reflectance
Slit Width:	5,0 nm
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	282,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	870,00 nm  1650,00 nm
Grating Change Wavelength:	800,00 nm
S/R Exchange:	Inverse
Detector Lock:	Auto
Slit Program:	Fixed
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	None

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
285.0	5.467
286.0	5.513
287.0	5.621
288.0	5.650
289.0	5.722
290.0	5.735
291.0	5.817
292.0	5.845
293.0	5.929
294.0	5.893
295.0	5.964
296.0	5.929
297.0	5.999
298.0	5.975
299.0	5.972
300.0	5.946
301.0	6.023
302.0	6.066
303.0	6.071
304.0	6.018
305.0	6.053
306.0	6.117
307.0	6.114
308.0	6.101
309.0	6.065
310.0	6.091
311.0	6.072
312.0	6.085
313.0	6.050
314.0	6.055
315.0	6.008
316.0	6.016
317.0	5.989
318.0	6.008
319.0	6.001
320.0	6.007
321.0	5.988
322.0	5.946
323.0	5.894
324.0	5.856
325.0	5.843
326.0	5.833
327.0	5.819
328.0	5.757
329.0	5.748
330.0	5.708
331.0	5.686
332.0	5.612
333.0	5.597
334.0	5.584
335.0	5.575
336.0	5.525
337.0	5.490
338.0	5.454
339.0	5.449
340.0	5.413
341.0	5.375
342.0	5.315
343.0	5.266
344.0	5.214
345.0	5.170
346.0	5.159
347.0	5.121
348.0	5.086
349.0	5.025
350.0	4.988
351.0	4.932
352.0	4.894
353.0	4.871
354.0	4.835
355.0	4.775
356.0	4.722
357.0	4.688
358.0	4.652
359.0	4.612
360.0	4.557
361.0	4.524
362.0	4.503
363.0	4.492
364.0	4.451
365.0	4.403
366.0	4.364
367.0	4.358
368.0	4.341
369.0	4.318
370.0	4.272
371.0	4.256
372.0	4.246
373.0	4.254
374.0	4.234
375.0	4.233
376.0	4.230
377.0	4.243
378.0	4.241
379.0	4.252
380.0	4.269
381.0	4.291
382.0	4.310
383.0	4.312
384.0	4.315
385.0	4.336
386.0	4.361
387.0	4.386
388.0	4.405
389.0	4.425
390.0	4.434
391.0	4.453
392.0	4.465
393.0	4.486
394.0	4.498
395.0	4.512
396.0	4.527
397.0	4.531
398.0	4.549
399.0	4.548
400.0	4.542
401.0	4.522
402.0	4.522
403.0	4.521
404.0	4.526
405.0	4.532
406.0	4.536
407.0	4.533
408.0	4.525
409.0	4.525
410.0	4.519
411.0	4.519
412.0	4.510
413.0	4.525
414.0	4.526
415.0	4.528
416.0	4.521
417.0	4.526
418.0	4.543
419.0	4.560
420.0	4.559
421.0	4.561
422.0	4.547
423.0	4.549
424.0	4.548
425.0	4.553
426.0	4.557
427.0	4.555
428.0	4.542
429.0	4.528
430.0	4.501
431.0	4.494
432.0	4.477
433.0	4.464
434.0	4.441
435.0	4.406
436.0	4.378
437.0	4.351
438.0	4.330
439.0	4.298
440.0	4.265
441.0	4.227
442.0	4.190
443.0	4.151
444.0	4.115
445.0	4.083
446.0	4.048
447.0	4.025
448.0	3.991
449.0	3.954
450.0	3.922
451.0	3.899
452.0	3.870
453.0	3.839
454.0	3.803
455.0	3.780
456.0	3.749
457.0	3.721
458.0	3.699
459.0	3.682
460.0	3.667
461.0	3.650
462.0	3.635
463.0	3.620
464.0	3.603
465.0	3.590
466.0	3.582
467.0	3.577
468.0	3.572
469.0	3.564
470.0	3.559
471.0	3.544
472.0	3.537
473.0	3.532
474.0	3.536
475.0	3.538
476.0	3.538
477.0	3.534
478.0	3.527
479.0	3.522
480.0	3.527
481.0	3.525
482.0	3.524
483.0	3.518
484.0	3.519
485.0	3.522
486.0	3.529
487.0	3.535
488.0	3.532
489.0	3.533
490.0	3.535
491.0	3.541
492.0	3.543
493.0	3.553
494.0	3.558
495.0	3.569
496.0	3.571
497.0	3.579
498.0	3.577
499.0	3.579
500.0	3.585
501.0	3.588
502.0	3.593
503.0	3.592
504.0	3.596
505.0	3.596
506.0	3.591
507.0	3.589
508.0	3.595
509.0	3.602
510.0	3.606
511.0	3.603
512.0	3.604
513.0	3.594
514.0	3.589
515.0	3.585
516.0	3.586
517.0	3.584
518.0	3.576
519.0	3.567
520.0	3.562
521.0	3.563
522.0	3.558
523.0	3.553
524.0	3.541
525.0	3.538
526.0	3.526
527.0	3.516
528.0	3.499
529.0	3.487
530.0	3.473
531.0	3.464
532.0	3.458
533.0	3.444
534.0	3.429
535.0	3.409
536.0	3.398
537.0	3.388
538.0	3.373
539.0	3.353
540.0	3.337
541.0	3.327
542.0	3.315
543.0	3.293
544.0	3.277
545.0	3.268
546.0	3.260
547.0	3.241
548.0	3.224
549.0	3.222
550.0	3.210
551.0	3.196
552.0	3.175
553.0	3.175
554.0	3.166
555.0	3.160
556.0	3.143
557.0	3.134
558.0	3.122
559.0	3.117
560.0	3.108
561.0	3.096
562.0	3.083
563.0	3.075
564.0	3.069
565.0	3.064
566.0	3.059
567.0	3.059
568.0	3.054
569.0	3.049
570.0	3.044
571.0	3.038
572.0	3.036
573.0	3.032
574.0	3.034
575.0	3.038
576.0	3.042
577.0	3.044
578.0	3.045
579.0	3.049
580.0	3.059
581.0	3.072
582.0	3.079
583.0	3.083
584.0	3.085
585.0	3.097
586.0	3.110
587.0	3.122
588.0	3.129
589.0	3.147
590.0	3.163
591.0	3.188
592.0	3.201
593.0	3.211
594.0	3.217
595.0	3.233
596.0	3.252
597.0	3.277
598.0	3.296
599.0	3.324
600.0	3.353
601.0	3.377
602.0	3.402
603.0	3.418
604.0	3.444
605.0	3.469
606.0	3.497
607.0	3.522
608.0	3.550
609.0	3.571
610.0	3.604
611.0	3.635
612.0	3.669
613.0	3.695
614.0	3.722
615.0	3.753
616.0	3.790
617.0	3.829
618.0	3.866
619.0	3.901
620.0	3.932
621.0	3.976
622.0	4.014
623.0	4.054
624.0	4.091
625.0	4.130
626.0	4.175
627.0	4.221
628.0	4.266
629.0	4.308
630.0	4.338
631.0	4.376
632.0	4.413
633.0	4.459
634.0	4.504
635.0	4.537
636.0	4.576
637.0	4.626
638.0	4.682
639.0	4.723
640.0	4.762
641.0	4.801
642.0	4.851
643.0	4.894
644.0	4.947
645.0	4.997
646.0	5.049
647.0	5.098
648.0	5.153
649.0	5.199
650.0	5.248
651.0	5.283
652.0	5.327
653.0	5.369
654.0	5.427
655.0	5.482
656.0	5.531
657.0	5.568
658.0	5.608
659.0	5.645
660.0	5.690
661.0	5.732
662.0	5.772
663.0	5.814
664.0	5.856
665.0	5.902
666.0	5.953
667.0	5.997
668.0	6.059
669.0	6.122
670.0	6.182
671.0	6.234
672.0	6.273
673.0	6.343
674.0	6.400
675.0	6.451
676.0	6.488
677.0	6.545
678.0	6.618
679.0	6.667
680.0	6.706
681.0	6.750
682.0	6.805
683.0	6.849
684.0	6.888
685.0	6.924
686.0	6.974
687.0	7.012
688.0	7.063
689.0	7.107
690.0	7.165
691.0	7.196
692.0	7.236
693.0	7.260
694.0	7.313
695.0	7.364
696.0	7.416
697.0	7.457
698.0	7.498
699.0	7.530
700.0	7.576
701.0	7.612
702.0	7.668
703.0	7.701
704.0	7.751
705.0	7.765
706.0	7.812
707.0	7.867
708.0	7.918
709.0	7.941
710.0	7.952
711.0	7.997
712.0	8.070
713.0	8.108
714.0	8.157
715.0	8.177
716.0	8.228
717.0	8.259
718.0	8.312
719.0	8.364
720.0	8.414
721.0	8.442
722.0	8.484
723.0	8.518
724.0	8.574
725.0	8.613
726.0	8.676
727.0	8.731
728.0	8.767
729.0	8.810
730.0	8.845
731.0	8.902
732.0	8.938
733.0	8.998
734.0	9.039
735.0	9.089
736.0	9.110
737.0	9.151
738.0	9.192
739.0	9.241
740.0	9.309
741.0	9.352
742.0	9.429
743.0	9.478
744.0	9.557
745.0	9.601
746.0	9.642
747.0	9.688
748.0	9.750
749.0	9.807
750.0	9.834
751.0	9.846
752.0	9.875
753.0	9.936
754.0	9.995
755.0	10.058
756.0	10.111
757.0	10.153
758.0	10.188
759.0	10.182
760.0	10.213
761.0	10.238
762.0	10.325
763.0	10.387
764.0	10.429
765.0	10.452
766.0	10.484
