Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

5.16119640e-01	2023-01-26T12:13:21.934931	7.63447300e-05	5.73184100e-07	1.33194082e+02	-4.99941600e-01	-1.71523400e-08	2.91471368e+07	-7.99923300e-01	-3.37707600e-07	2.36868611e+06
2.38486876e+00	2023-01-26T12:13:23.804946	1.43278000e-04	2.05211000e-07	6.98198440e+02	-4.99991800e-01	-1.21962900e-08	4.09954011e+07	-7.50018900e-01	-1.68115400e-07	4.46133370e+06
3.26953494e+00	2023-01-26T12:13:24.694953	6.79754600e-05	1.03813800e-07	6.54782505e+02	-4.99883200e-01	-8.93092000e-09	5.59721955e+07	-6.99861800e-01	-9.64465700e-08	7.25647164e+06
4.00991676e+00	2023-01-26T12:13:25.436428	1.03834800e-06	8.90457700e-08	1.16608346e+01	-4.99938300e-01	-1.81888600e-08	2.74859612e+07	-6.49854100e-01	-5.97522500e-08	1.08758097e+07
5.08824526e+00	2023-01-26T12:13:26.514497	1.09813700e-04	2.87780600e-08	3.81588266e+03	-4.99981700e-01	-2.15128900e-08	2.32410290e+07	-6.00035500e-01	-6.37863700e-08	9.40695481e+06
5.99429495e+00	2023-01-26T12:13:27.420554	6.79754600e-05	-4.15535500e-08	-1.63585205e+03	-4.99928300e-01	-1.92472200e-08	2.59740524e+07	-5.49718000e-01	-3.94201000e-08	1.39451194e+07
6.91621289e+00	2023-01-26T12:13:28.342613	7.63454700e-05	-3.18374400e-08	-2.39797766e+03	-4.99971700e-01	-1.43885100e-08	3.47479829e+07	-4.99700700e-01	-2.26201800e-08	2.20909250e+07
7.83804038e+00	2023-01-26T12:13:29.264672	1.09811800e-04	-3.35808100e-08	-3.27007597e+03	-4.99961700e-01	-1.37079100e-08	3.64724965e+07	-4.49735700e-01	-1.74256000e-08	2.58089076e+07
8.77574499e+00	2023-01-26T12:13:30.202733	9.30767000e-05	-3.39483400e-08	-2.74171580e+03	-4.99948300e-01	-2.35343600e-08	2.12433353e+07	-3.99687400e-01	-4.27076400e-09	9.35868617e+07
9.69752025e+00	2023-01-26T12:13:31.123791	9.30783900e-05	-2.90774000e-08	-3.20105615e+03	-4.99961700e-01	-2.84972400e-08	1.75442148e+07	-3.49803500e-01	9.31415900e-09	-3.75561014e+07
1.06193979e+01	2023-01-26T12:13:32.045849	9.30775400e-05	-2.71729900e-08	-3.42536982e+03	-5.00038800e-01	-2.71022400e-08	1.84500912e+07	-2.99703500e-01	2.27536400e-08	-1.31716728e+07
1.15420340e+01	2023-01-26T12:13:32.968908	2.61396500e-05	-3.89739400e-08	-6.70695598e+02	-4.99973400e-01	-2.68239800e-08	1.86390461e+07	-2.50122400e-01	3.66064400e-08	-6.83274309e+06
1.24631464e+01	2023-01-26T12:13:33.889968	4.28747200e-05	-4.95985600e-08	-8.64434774e+02	-4.99963500e-01	-2.00009100e-08	2.49970376e+07	-2.00002800e-01	3.14318000e-08	-6.36307179e+06
1.35412763e+01	2023-01-26T12:13:34.968036	1.01448300e-04	-8.86891100e-08	-1.14386422e+03	-5.00000100e-01	-1.81891000e-08	2.74889962e+07	-1.49827800e-01	4.61796300e-08	-3.24445648e+06
1.42756472e+01	2023-01-26T12:13:35.702083	1.43278000e-04	-4.57548000e-08	-3.13143102e+03	-4.99965000e-01	-1.61225400e-08	3.10103123e+07	-9.99153900e-02	5.31732900e-08	-1.87905225e+06
1.49944356e+01	2023-01-26T12:13:36.421129	1.51647500e-04	-5.15287300e-08	-2.94296987e+03	-4.99975100e-01	-2.35514400e-08	2.12290671e+07	-4.99685400e-02	5.87119000e-08	-8.51080275e+05
1.57130393e+01	2023-01-26T12:13:37.140174	1.51650000e-04	-6.43062000e-08	-2.35824850e+03	-4.99938300e-01	-1.96027000e-08	2.55035429e+07	1.17869900e-05	5.79769700e-08	2.03304692e+02
1.64407266e+01	2023-01-26T12:13:37.867221	9.30758600e-05	-6.83565700e-08	-1.36162274e+03	-4.99993400e-01	-1.82835900e-08	2.73465660e+07	5.01008800e-02	7.16189600e-08	6.99547718e+05
1.71663236e+01	2023-01-26T12:13:38.593267	7.63432700e-05	-4.85148100e-08	-1.57360752e+03	-4.99958300e-01	-2.77829400e-08	1.79951546e+07	1.00112700e-01	9.25611500e-08	1.08158444e+06
