Time elapsed	Time stamp	Drain_TR Voltage	Drain_TR Current	Drain_TR Resistance	Gate Voltage	Gate Current	Gate Resistance	Loop_TR Index
s		V	A	V/A	V	A	V/A	

4.22856962e-01	2023-06-13T15:21:44.797456	-1.00000000e-01	-3.01800000e-09	3.31345262e+07	1.00000000e+00	1.16430000e-09	8.58885167e+08	1
7.08711556e-01	2023-06-13T15:21:45.083033	-1.00000000e-01	-2.06060000e-09	4.85295545e+07	1.00000000e+00	-2.12350000e-10	-4.70920650e+09	2
1.20091093e+00	2023-06-13T15:21:45.574268	-1.00000000e-01	-1.67490000e-09	5.97050570e+07	1.00000000e+00	1.33870000e-10	7.46993352e+09	3
1.58547576e+00	2023-06-13T15:21:45.954508	-1.00000000e-01	1.75460000e-09	-5.69930468e+07	1.00000000e+00	-2.05100000e-11	-4.87567040e+10	4
1.94619934e+00	2023-06-13T15:21:46.314823	-1.00000000e-01	-6.06390000e-10	1.64910371e+08	1.00000000e+00	-9.39900000e-11	-1.06394297e+10	5
2.32474242e+00	2023-06-13T15:21:46.695033	-1.00000000e-01	-1.85320000e-10	5.39607166e+08	1.00000000e+00	1.81530000e-10	5.50873134e+09	6
2.69363462e+00	2023-06-13T15:21:47.065236	-1.00000000e-01	-3.30060000e-10	3.02975217e+08	1.00000000e+00	-2.36590000e-10	-4.22672133e+09	7
3.06341133e+00	2023-06-13T15:21:47.435443	-1.00000000e-01	-3.94930000e-10	2.53209430e+08	1.00000000e+00	2.42990000e-10	4.11539570e+09	8
3.43174928e+00	2023-06-13T15:21:47.805655	-1.00000000e-01	4.39000000e-12	-2.27790433e+10	1.00000000e+00	-1.84690000e-10	-5.41447832e+09	9
3.81218692e+00	2023-06-13T15:21:48.186051	-1.00000000e-01	-5.04190000e-10	1.98337928e+08	1.00000000e+00	9.76600000e-11	1.02396068e+10	10
4.18235174e+00	2023-06-13T15:21:48.556254	-1.00000000e-01	8.56300000e-11	-1.16781502e+09	1.00000000e+00	2.67800000e-11	3.73412995e+10	11
4.54540229e+00	2023-06-13T15:21:48.916450	-1.00000000e-01	-4.22400000e-10	2.36742424e+08	1.00000000e+00	-1.36400000e-10	-7.33137830e+09	12
4.92278804e+00	2023-06-13T15:21:49.296658	-1.00000000e-01	-9.32400000e-11	1.07250107e+09	1.00000000e+00	2.13870000e-10	4.67573760e+09	13
5.29563922e+00	2023-06-13T15:21:49.666861	-1.00000000e-01	-1.52880000e-10	6.54107797e+08	1.00000000e+00	-2.45010000e-10	-4.08146606e+09	14
5.66454701e+00	2023-06-13T15:21:50.037092	-1.00000000e-01	-3.47430000e-10	2.87827764e+08	1.00000000e+00	2.30330000e-10	4.34159684e+09	15
6.03344536e+00	2023-06-13T15:21:50.407283	-1.00000000e-01	8.08000000e-11	-1.23762376e+09	1.00000000e+00	-1.48170000e-10	-6.74900452e+09	16
6.40522249e+00	2023-06-13T15:21:50.777468	-1.00000000e-01	-4.49510000e-10	2.22464461e+08	1.00000000e+00	3.94300000e-11	2.53613999e+10	17
