Time elapsed	Time stamp	trans_drain Voltage	trans_drain Current	trans_drain Resistance	Loop1 Index	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A		V	A	V/A

6.16953750e-01	2023-07-11T15:58:10.804758	-1.00000000e-01	-5.89350000e-07	1.69678459e+05	1	1.00000000e+00	1.36000000e-08	7.35294118e+07
1.02117783e+00	2023-07-11T15:58:11.214810	-1.00000000e-01	-1.03840000e-07	9.63020031e+05	1	9.75000000e-01	1.87100000e-08	5.21111705e+07
1.35040956e+00	2023-07-11T15:58:11.545093	-1.00000000e-01	-2.69910000e-08	3.70493868e+06	1	9.50000000e-01	1.98670000e-08	4.78179896e+07
1.65178203e+00	2023-07-11T15:58:11.845248	-1.00000000e-01	-2.03970000e-08	4.90268177e+06	1	9.25000000e-01	2.77170000e-08	3.33730202e+07
1.94184620e+00	2023-07-11T15:58:12.135400	-1.00000000e-01	-1.04470000e-08	9.57212597e+06	1	9.00000000e-01	1.71770000e-08	5.23956453e+07
2.24235221e+00	2023-07-11T15:58:12.435564	-1.00000000e-01	-2.44340000e-09	4.09265777e+07	1	8.75000000e-01	1.88240000e-09	4.64832129e+08
2.53174808e+00	2023-07-11T15:58:12.725729	-1.00000000e-01	-3.43360000e-09	2.91239515e+07	1	8.50000000e-01	9.49890000e-09	8.94840455e+07
2.82023604e+00	2023-07-11T15:58:13.005990	-1.00000000e-01	-3.80370000e-09	2.62901911e+07	1	8.25000000e-01	2.45890000e-10	3.35515881e+09
3.40099824e+00	2023-07-11T15:58:13.586721	-1.00000000e-01	-1.26750000e-09	7.88954635e+07	1	8.00000000e-01	2.86070000e-10	2.79651833e+09
3.97828884e+00	2023-07-11T15:58:14.172962	-1.00000000e-01	-2.76490000e-09	3.61676733e+07	1	7.75000000e-01	3.94360000e-10	1.96520945e+09
4.56133780e+00	2023-07-11T15:58:14.755110	-1.00000000e-01	-1.63260000e-09	6.12519907e+07	1	7.50000000e-01	5.84900000e-10	1.28227047e+09
5.14880070e+00	2023-07-11T15:58:15.342821	-1.00000000e-01	-1.36250000e-09	7.33944954e+07	1	7.25000000e-01	3.26640000e-10	2.21956894e+09
5.72091756e+00	2023-07-11T15:58:15.914963	-1.00000000e-01	-1.28960000e-09	7.75434243e+07	1	7.00000000e-01	2.82400000e-10	2.47875354e+09
6.29864181e+00	2023-07-11T15:58:16.493324	-1.00000000e-01	-3.16020000e-09	3.16435669e+07	1	6.75000000e-01	2.64300000e-10	2.55391600e+09
6.88848789e+00	2023-07-11T15:58:17.082842	-1.00000000e-01	-3.10360000e-09	3.22206470e+07	1	6.50000000e-01	2.24370000e-10	2.89700049e+09
7.46919551e+00	2023-07-11T15:58:17.663148	-1.00000000e-01	-3.79440000e-09	2.63546279e+07	1	6.25000000e-01	2.11580000e-10	2.95396540e+09
8.06021944e+00	2023-07-11T15:58:18.254728	-1.00000000e-01	-2.96210000e-09	3.37598326e+07	1	6.00000000e-01	1.78280000e-10	3.36549248e+09
