Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

4.73571453e+01	2022-11-15T10:56:12.572449	9.30792300e-05	2.72673800e-05	3.41357439e+00	2.00057300e-01	1.90034100e-07	1.05274422e+06	4.81955400e-05	-2.68960600e-05	-1.79191822e+00
4.80287734e+01	2022-11-15T10:56:13.243491	8.47119800e-05	-7.94148900e-05	-1.06670147e+00	2.00092100e-01	1.72191700e-07	1.16203104e+06	5.00973000e-02	7.98241300e-05	6.27595941e+02
4.86991142e+01	2022-11-15T10:56:13.914533	5.12424200e-05	-7.96819300e-05	-6.43087084e-01	2.00064400e-01	1.68985900e-07	1.18391179e+06	5.00544700e-02	7.97904900e-05	6.27323758e+02
4.88409101e+01	2022-11-15T10:56:14.055542	6.79747800e-05	2.67232300e-05	2.54365883e+00	2.00072700e-01	1.69018700e-07	1.18373115e+06	7.32889200e-05	-2.66591900e-05	-2.74910528e+00
4.95290140e+01	2022-11-15T10:56:14.743585	1.01447400e-04	1.17621500e-04	8.62490276e-01	2.00046300e-01	2.21066000e-07	9.04916631e+05	-4.99427900e-02	-1.16770100e-04	4.27701869e+02
5.02163396e+01	2022-11-15T10:56:15.431629	1.09811800e-04	1.92286500e-04	5.71084293e-01	2.00070100e-01	1.45303400e-07	1.37691272e+06	-9.99491700e-02	-1.89061500e-04	5.28659563e+02
5.07630172e+01	2022-11-15T10:56:15.977663	8.47119800e-05	2.48309400e-04	3.41154946e-01	2.00108900e-01	1.42193200e-07	1.40730288e+06	-1.49916400e-01	-2.44395300e-04	6.13417688e+02
5.13097898e+01	2022-11-15T10:56:16.524697	7.63410700e-05	2.88226900e-04	2.64864487e-01	2.00125600e-01	1.46480100e-07	1.36623063e+06	-1.99917100e-01	-2.83025300e-04	7.06357700e+02
5.18567869e+01	2022-11-15T10:56:17.071731	7.63418000e-05	3.15462400e-04	2.41999680e-01	2.00114300e-01	1.93505000e-07	1.03415571e+06	-2.49971400e-01	-3.07438100e-04	8.13078795e+02
5.24037482e+01	2022-11-15T10:56:17.618766	7.63432700e-05	3.30523100e-04	2.30977109e-01	2.00076800e-01	2.51993100e-07	7.93977295e+05	-2.99963700e-01	-3.21950500e-04	9.31707514e+02
5.29509259e+01	2022-11-15T10:56:18.165800	7.63469200e-05	3.36897200e-04	2.26617853e-01	2.00118600e-01	3.05536300e-07	6.54974875e+05	-3.49961100e-01	-3.26481400e-04	1.07191742e+03
5.34980479e+01	2022-11-15T10:56:18.712835	9.30767000e-05	3.36449800e-04	2.76643648e-01	2.00034900e-01	3.36204600e-07	5.94979664e+05	-3.99977700e-01	-3.26286100e-04	1.22584965e+03
5.40492062e+01	2022-11-15T10:56:19.263869	1.01444700e-04	3.30106700e-04	3.07308819e-01	2.00085100e-01	3.31961000e-07	6.02736767e+05	-4.49939200e-01	-3.25218000e-04	1.38350030e+03
5.45922364e+01	2022-11-15T10:56:19.806904	9.30767000e-05	3.26100100e-04	2.85423709e-01	2.00060000e-01	3.70072000e-07	5.40597505e+05	-4.99973400e-01	-3.18834300e-04	1.56812928e+03
5.51415764e+01	2022-11-15T10:56:20.356938	5.96083700e-05	3.20228200e-04	1.86143413e-01	2.00080800e-01	3.97842300e-07	5.02914848e+05	-5.49983300e-01	-3.17572800e-04	1.73183377e+03
5.56887971e+01	2022-11-15T10:56:20.903972	1.09815700e-04	3.17273200e-04	3.46123467e-01	2.00143700e-01	4.59494000e-07	4.35574132e+05	-5.99927100e-01	-3.15566800e-04	1.90110969e+03
5.62142387e+01	2022-11-15T10:56:21.429005	6.79754600e-05	3.15729600e-04	2.15296444e-01	2.00071400e-01	4.67207600e-07	4.28228051e+05	-5.99986000e-01	-3.14050800e-04	1.91047436e+03
5.65132434e+01	2022-11-15T10:56:21.728024	9.30800700e-05	3.09378100e-04	3.00861858e-01	2.00122600e-01	4.33471500e-07	4.61674182e+05	-5.49975900e-01	-3.09595300e-04	1.77643491e+03
5.70286000e+01	2022-11-15T10:56:22.244056	5.96096200e-05	3.06103500e-04	1.94736813e-01	2.00142300e-01	4.20474800e-07	4.75991189e+05	-4.99953300e-01	-3.04284100e-04	1.64304773e+03
5.77009182e+01	2022-11-15T10:56:22.916098	1.09814700e-04	2.98576500e-04	3.67794183e-01	2.00089400e-01	3.41916500e-07	5.85199603e+05	-4.49957500e-01	-3.01986000e-04	1.48999457e+03
