Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

2.53077971e+02	2022-11-15T10:42:51.473080	6.79754600e-05	8.16752600e-04	8.32264997e-02	-5.99973300e-01	-8.36369500e-04	7.17354351e+02	-8.99924000e-01	-3.36569100e-08	2.67381646e+07
2.53655949e+02	2022-11-15T10:42:52.051116	7.63440100e-05	8.35343400e-04	9.13923663e-02	-5.99927400e-01	-8.31666000e-04	7.21356169e+02	-8.49935600e-01	-9.41670600e-09	9.02582708e+07
2.54530512e+02	2022-11-15T10:42:52.925171	5.96090000e-05	8.24923500e-04	7.22600338e-02	-5.99935800e-01	-8.22558500e-04	7.29353353e+02	-7.99906700e-01	-2.51235100e-09	3.18389707e+08
2.55249961e+02	2022-11-15T10:42:53.645217	1.18179000e-04	8.11242700e-04	1.45676503e-01	-5.99931700e-01	-8.09107300e-04	7.41473597e+02	-7.49908400e-01	8.75327300e-09	-8.56717710e+07
2.56109080e+02	2022-11-15T10:42:54.504271	6.79768000e-05	7.85086200e-04	8.65851419e-02	-5.99951900e-01	-7.84106100e-04	7.65141223e+02	-6.99921400e-01	1.27533400e-08	-5.48814193e+07
2.56968440e+02	2022-11-15T10:42:55.363324	7.63425300e-05	7.57857500e-04	1.00734676e-01	-5.99956000e-01	-7.55314500e-04	7.94312833e+02	-6.49864000e-01	2.80541500e-08	-2.31646298e+07
2.57827869e+02	2022-11-15T10:42:56.223378	9.30775400e-05	7.22999400e-04	1.28738060e-01	-5.99948200e-01	-7.19112200e-04	8.34290115e+02	-5.99871900e-01	4.73638900e-08	-1.26651738e+07
2.58693862e+02	2022-11-15T10:42:57.089432	8.47104100e-05	6.85228900e-04	1.23623522e-01	-5.99968700e-01	-6.79565400e-04	8.82871170e+02	-5.49893600e-01	1.34752800e-07	-4.08075825e+06
2.59249722e+02	2022-11-15T10:42:57.644468	7.63425300e-05	6.57052600e-04	1.16189374e-01	-5.99969800e-01	-6.63572900e-04	9.04150546e+02	-4.99896600e-01	4.46710800e-07	-1.11906092e+06
2.59905738e+02	2022-11-15T10:42:58.300508	5.12412900e-05	6.43752800e-04	7.95977742e-02	-5.99923100e-01	-6.39635100e-04	9.37914602e+02	-4.49966900e-01	1.93610100e-07	-2.32408795e+06
2.60578048e+02	2022-11-15T10:42:58.973551	7.63432700e-05	5.90542400e-04	1.29276526e-01	-5.99940100e-01	-5.88460900e-04	1.01950716e+03	-3.99960400e-01	1.77134800e-07	-2.25794367e+06
2.61250279e+02	2022-11-15T10:42:59.645594	7.63410700e-05	5.33989500e-04	1.42963616e-01	-5.99961200e-01	-5.30094700e-04	1.13180003e+03	-3.49944600e-01	1.50893400e-07	-2.31915114e+06
2.61921758e+02	2022-11-15T10:43:00.316635	6.79747800e-05	4.74372400e-04	1.43294129e-01	-5.99965100e-01	-4.70858400e-04	1.27419432e+03	-2.99938000e-01	1.31766200e-07	-2.27628937e+06
2.62593475e+02	2022-11-15T10:43:00.988677	5.12412900e-05	4.14571300e-04	1.23600669e-01	-5.99939800e-01	-4.11584600e-04	1.45763423e+03	-2.49936700e-01	1.59666900e-07	-1.56536327e+06
2.63265345e+02	2022-11-15T10:43:01.660719	8.47096200e-05	3.56698300e-04	2.37482545e-01	-5.99968900e-01	-3.55422900e-04	1.68804233e+03	-1.99933200e-01	2.11952200e-07	-9.43293818e+05
2.64218481e+02	2022-11-15T10:43:02.613780	8.47112000e-05	3.02604000e-04	2.79940781e-01	-5.99973300e-01	-3.02442000e-04	1.98376317e+03	-1.49915500e-01	2.49246600e-07	-6.01474604e+05
2.64890478e+02	2022-11-15T10:43:03.285822	7.63425300e-05	2.51148600e-04	3.03973544e-01	-5.99939200e-01	-2.50675500e-04	2.39329013e+03	-9.99090500e-02	2.92478600e-07	-3.41594394e+05
2.65562413e+02	2022-11-15T10:43:03.957863	6.79768000e-05	2.03436900e-04	3.34141938e-01	-5.99973300e-01	-2.03718200e-04	2.94511389e+03	-4.99685400e-02	3.74603200e-07	-1.33390585e+05
2.66235598e+02	2022-11-15T10:43:04.630906	9.30775400e-05	1.60578400e-04	5.79639229e-01	-5.99977300e-01	-1.60564300e-04	3.73667932e+03	5.35911600e-05	5.05972400e-07	1.05917161e+02
