Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

1.03334904e+02	2023-02-13T17:45:06.202493	6.93116800e-05	1.45288200e-06	4.77063382e+01	-9.99438400e-02	-9.15649200e-10	1.09150797e+08	-9.99953400e-01	-1.29869800e-06	7.69966074e+05
1.04485755e+02	2023-02-13T17:45:07.352566	6.85587400e-05	6.98261000e-07	9.81849767e+01	-9.99439200e-02	-1.05021500e-09	9.51651995e+07	-9.49912700e-01	-7.70770900e-07	1.23241900e+06
1.05611233e+02	2023-02-13T17:45:08.478638	7.27420300e-05	4.00837600e-07	1.81475066e+02	-9.99433300e-02	-1.19528900e-09	8.36143644e+07	-8.99911400e-01	-4.31758700e-07	2.08429245e+06
1.06985714e+02	2023-02-13T17:45:09.852724	7.01483800e-05	1.86105100e-07	3.76928843e+02	-9.99436600e-02	-1.13203400e-09	8.82868006e+07	-8.49922900e-01	-2.09875000e-07	4.04966242e+06
1.08147757e+02	2023-02-13T17:45:11.014797	6.75546700e-05	5.39145200e-08	1.25299585e+03	-9.99438600e-02	-1.11217000e-09	8.98638338e+07	-7.99919100e-01	-7.50690400e-08	1.06557790e+07
1.09314386e+02	2023-02-13T17:45:12.181870	6.41243500e-05	-1.67061100e-08	-3.83837710e+03	-9.99438700e-02	-1.14081800e-09	8.76071994e+07	-7.90512600e-01	2.30167300e-09	-3.43451307e+08
1.10797902e+02	2023-02-13T17:45:13.664964	6.59650300e-05	-7.70098700e-08	-8.56578903e+02	-9.99447700e-02	-1.17431800e-09	8.51087780e+07	-6.99934400e-01	3.98218200e-08	-1.75766552e+07
1.12471046e+02	2023-02-13T17:45:15.338092	6.56304500e-05	-1.27687600e-07	-5.13992353e+02	-9.99448500e-02	-3.04645700e-10	3.28069131e+08	-6.49907500e-01	7.37606000e-08	-8.81103868e+06
1.13626318e+02	2023-02-13T17:45:16.493165	6.47937300e-05	-1.66162500e-07	-3.89941954e+02	-9.99436400e-02	-3.54818700e-10	2.81675233e+08	-5.99917800e-01	9.87627100e-08	-6.07433514e+06
1.14579420e+02	2023-02-13T17:45:17.446225	6.50447200e-05	-1.53480000e-07	-4.23799322e+02	-9.99430000e-02	-2.55254800e-10	3.91542098e+08	-5.49921700e-01	8.29723900e-08	-6.62776738e+06
1.15735738e+02	2023-02-13T17:45:18.603298	6.43753400e-05	-1.52782300e-07	-4.21353390e+02	-9.99441500e-02	-2.96753000e-10	3.36792383e+08	-4.99928300e-01	9.85248500e-08	-5.07413409e+06
1.16689777e+02	2023-02-13T17:45:19.557358	6.34550500e-05	-2.63234600e-07	-2.41058926e+02	-9.99439200e-02	-5.25887300e-10	1.90048172e+08	-4.49943300e-01	1.77645000e-07	-2.53282276e+06
1.17845160e+02	2023-02-13T17:45:20.712431	6.56303400e-05	-4.56249600e-07	-1.43847447e+02	-9.99429200e-02	-2.51247200e-10	3.97787199e+08	-3.99910900e-01	2.35141900e-07	-1.70072156e+06
1.19221183e+02	2023-02-13T17:45:22.088517	6.32039900e-05	-6.08267600e-07	-1.03908198e+02	-9.99433200e-02	-4.67678600e-10	2.13700862e+08	-3.49915300e-01	1.42060100e-07	-2.46314975e+06
1.20610885e+02	2023-02-13T17:45:23.478606	6.36223900e-05	-2.50002900e-07	-2.54486608e+02	-9.99439700e-02	-5.40406900e-10	1.84942069e+08	-2.99925300e-01	1.41801700e-07	-2.11510370e+06
1.21772539e+02	2023-02-13T17:45:24.639679	6.27856900e-05	-2.41334800e-07	-2.60160118e+02	-9.99441800e-02	-6.09476900e-10	1.63983541e+08	-2.49931000e-01	1.36528300e-07	-1.83061680e+06
1.22923228e+02	2023-02-13T17:45:25.790751	6.35387100e-05	-2.23117500e-07	-2.84776900e+02	-9.99448600e-02	-5.48585300e-10	1.82186544e+08	-1.99933000e-01	1.53028200e-07	-1.30651083e+06
1.24095260e+02	2023-02-13T17:45:26.962826	6.36224100e-05	-2.27888000e-07	-2.79182800e+02	-9.99444300e-02	-4.88934600e-10	2.04412676e+08	-1.49939400e-01	1.53517600e-07	-9.76691923e+05
1.25251656e+02	2023-02-13T17:45:28.118899	6.27857100e-05	-2.95801800e-07	-2.12256011e+02	-9.99450000e-02	-4.91432000e-10	2.03375035e+08	-9.99413900e-02	1.73187400e-07	-5.77070792e+05
