Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

4.40951098e+01	2023-02-13T17:30:30.564544	6.62157800e-05	7.30825700e-12	9.06040661e+06	6.72820300e-05	7.40999000e-08	9.07990834e+02	-7.99796100e-01	-7.52557100e-08	1.06277132e+07
4.47661178e+01	2023-02-13T17:30:31.235581	6.71360900e-05	7.43023500e-12	9.03552714e+06	6.82021800e-05	1.67856800e-08	4.06311689e+03	-6.90533900e-01	-1.68644600e-10	4.09461020e+09
4.64687429e+01	2023-02-13T17:30:32.938718	6.72197600e-05	7.74569500e-12	8.67833810e+06	6.26809200e-05	-2.56320700e-08	-2.44540999e+03	-6.09857400e-01	9.88371500e-10	-6.17032563e+08
4.79064208e+01	2023-02-13T17:30:34.375837	6.68851500e-05	6.94232400e-12	9.63440341e+06	6.72818000e-05	-4.42871600e-08	-1.51921686e+03	-5.30157700e-01	6.19614000e-09	-8.55625761e+07
4.95797533e+01	2023-02-13T17:30:36.048974	6.67177700e-05	7.42603000e-12	8.98431194e+06	6.44377400e-05	-7.27156300e-08	-8.86160788e+02	-4.35784700e-01	4.17686700e-08	-1.04332913e+07
5.10163567e+01	2023-02-13T17:30:37.486092	6.66341100e-05	6.82875800e-12	9.75786666e+06	6.65287900e-05	-7.40049700e-08	-8.98977325e+02	-2.99926900e-01	4.57531100e-08	-6.55533362e+06
5.21878445e+01	2023-02-13T17:30:38.657189	6.61320900e-05	7.62371800e-12	8.67451944e+06	6.56924700e-05	-8.02076300e-08	-8.19030185e+02	-1.99934100e-01	5.35280900e-08	-3.73512487e+06
5.33608427e+01	2023-02-13T17:30:39.830285	6.73871200e-05	6.66471900e-12	1.01110219e+07	6.58597000e-05	-8.31523600e-08	-7.92036450e+02	-9.99408300e-02	5.30372900e-08	-1.88435024e+06
5.45315042e+01	2023-02-13T17:30:41.001382	6.70524100e-05	7.18627900e-12	9.33061603e+06	6.64451500e-05	-8.94190800e-08	-7.43075751e+02	5.49528400e-05	5.62413500e-08	9.77089632e+02
5.57038897e+01	2023-02-13T17:30:42.173478	6.55464000e-05	6.53012200e-12	1.00375460e+07	6.91220900e-05	-9.42965100e-08	-7.33029144e+02	1.00054200e-01	6.93673400e-08	1.44238196e+06
5.68753496e+01	2023-02-13T17:30:43.345574	6.60484100e-05	6.73622300e-12	9.80496192e+06	6.61941900e-05	-1.12899900e-07	-5.86308668e+02	1.99541400e-01	1.01000000e-07	1.97565743e+06
5.80472139e+01	2023-02-13T17:30:44.516670	6.62994000e-05	7.43444200e-12	8.91787171e+06	6.41865800e-05	-1.68339500e-07	-3.81292448e+02	2.99727700e-01	1.07381800e-07	2.79123371e+06
5.92191973e+01	2023-02-13T17:30:45.688767	6.66341100e-05	6.68154300e-12	9.97286256e+06	6.68634300e-05	-9.31740000e-08	-7.17618971e+02	4.00060500e-01	7.61872600e-08	5.25101572e+06
6.03913965e+01	2023-02-13T17:30:46.860864	6.66341200e-05	6.96335400e-12	9.56925642e+06	6.34336600e-05	-1.11489800e-07	-5.68963798e+02	4.98624900e-01	1.06033300e-07	4.70253119e+06
6.15628778e+01	2023-02-13T17:30:48.032959	6.64667400e-05	6.43338100e-12	1.03315411e+07	6.49394100e-05	-1.58756100e-07	-4.09051432e+02	5.96941700e-01	1.67307600e-07	3.56792937e+06
6.27352641e+01	2023-02-13T17:30:49.205057	6.62157700e-05	6.45861800e-12	1.02523125e+07	6.71977800e-05	-2.34945600e-07	-2.86014209e+02	6.93817100e-01	2.36029000e-07	2.93954175e+06
6.39065106e+01	2023-02-13T17:30:50.376153	6.68014600e-05	7.37976200e-12	9.05198027e+06	6.47718200e-05	-3.28720400e-07	-1.97042289e+02	7.86833400e-01	3.16760500e-07	2.48400100e+06
6.50684011e+01	2023-02-13T17:30:51.538248	6.70524900e-05	6.91708700e-12	9.69374680e+06	6.33500100e-05	-3.16612900e-07	-2.00086636e+02	7.87337200e-01	3.20578400e-07	2.45598955e+06
6.57348251e+01	2023-02-13T17:30:52.205303	6.63831300e-05	7.75410800e-12	8.56102726e+06	6.60269500e-05	-2.36932600e-07	-2.78673977e+02	6.93931000e-01	2.35436300e-07	2.94742569e+06
6.69066007e+01	2023-02-13T17:30:53.376399	6.68851600e-05	7.62792400e-12	8.76846177e+06	6.44376000e-05	-1.62847200e-07	-3.95693632e+02	5.96976400e-01	1.66898900e-07	3.57687438e+06
