Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

8.84353937e-01	2023-02-13T18:50:07.283177	6.84752500e-05	1.02860400e-06	6.65710516e+01	-2.99968300e-01	1.82712800e-11	-1.64174760e+10	-9.99952900e-01	-6.58130000e-07	1.51938508e+06
3.21810267e+00	2023-02-13T18:50:09.623209	6.72202100e-05	4.16420700e-07	1.61423796e+02	-2.99967400e-01	1.29015400e-11	-2.32505112e+10	-9.49912100e-01	-4.63520600e-07	2.04934171e+06
4.34301593e+00	2023-02-13T18:50:10.743225	7.08178900e-05	2.99270700e-07	2.36634893e+02	-2.99968200e-01	1.15517600e-11	-2.59673158e+10	-8.99907200e-01	-3.40391600e-07	2.64374091e+06
5.92467050e+00	2023-02-13T18:50:12.323246	7.03159300e-05	1.70997700e-07	4.11209800e+02	-2.99967800e-01	1.26702900e-11	-2.36748962e+10	-8.49919600e-01	-2.13413500e-07	3.98250158e+06
7.08707955e+00	2023-02-13T18:50:13.483263	6.85589200e-05	8.20470500e-08	8.35604936e+02	-2.99968100e-01	1.26030400e-11	-2.38012495e+10	-7.99917700e-01	-1.04839300e-07	7.62994125e+06
8.23364289e+00	2023-02-13T18:50:14.638878	6.78895300e-05	1.90761300e-08	3.55887331e+03	-2.99967800e-01	1.13835700e-11	-2.63509426e+10	-7.59000800e-01	2.90106200e-10	-2.61628604e+09
9.93683528e+00	2023-02-13T18:50:16.341996	6.42919000e-05	-2.27673800e-08	-2.82386028e+03	-2.99966000e-01	1.14508700e-11	-2.61959135e+10	-7.13810300e-01	4.26301400e-10	-1.67442636e+09
1.17811836e+01	2023-02-13T18:50:18.187126	6.53795700e-05	-5.48563300e-08	-1.19183274e+03	-2.99968200e-01	1.23549100e-11	-2.42792703e+10	-6.49906400e-01	2.70576000e-08	-2.40193661e+07
1.34520511e+01	2023-02-13T18:50:19.857241	6.55469300e-05	-8.16123200e-08	-8.03149941e+02	-2.99967300e-01	1.01010700e-11	-2.96965866e+10	-5.99920700e-01	4.37414100e-08	-1.37151660e+07
1.46087851e+01	2023-02-13T18:50:21.014322	6.47102700e-05	-8.89846200e-08	-7.27207353e+02	-2.99968100e-01	1.27880200e-11	-2.34569621e+10	-5.49941500e-01	5.44235000e-08	-1.01048536e+07
1.57650010e+01	2023-02-13T18:50:22.170915	6.47938500e-05	-9.68175700e-08	-6.69236483e+02	-2.99967800e-01	1.25483300e-11	-2.39049977e+10	-4.99929700e-01	6.34007500e-08	-7.88523322e+06
1.69254627e+01	2023-02-13T18:50:23.330996	6.52958800e-05	-1.20971900e-07	-5.39760721e+02	-2.99967700e-01	-9.52344900e-12	3.14978008e+10	-4.49942800e-01	9.11645500e-08	-4.93550179e+06
1.80931587e+01	2023-02-13T18:50:24.499077	6.19491700e-05	-2.17631100e-07	-2.84652194e+02	-2.99967600e-01	-7.49479200e-11	4.00234723e+09	-3.99912000e-01	8.52414500e-08	-4.69152038e+06
1.92524538e+01	2023-02-13T18:50:25.658158	6.56305800e-05	-1.01550000e-07	-6.46288331e+02	-2.99967500e-01	-1.19667200e-10	2.50668103e+09	-3.49916000e-01	6.64579000e-08	-5.26522806e+06
2.04056608e+01	2023-02-13T18:50:26.811238	6.46265300e-05	-8.90108500e-08	-7.26052273e+02	-2.99965300e-01	-4.69137400e-10	6.39397541e+08	-2.99926500e-01	5.23359600e-08	-5.73079198e+06
2.15616241e+01	2023-02-13T18:50:27.967318	6.51285300e-05	-8.18133200e-08	-7.96062670e+02	-2.99967300e-01	-3.98793400e-10	7.52187223e+08	-2.49932100e-01	5.17752400e-08	-4.82725140e+06
2.27182947e+01	2023-02-13T18:50:29.124399	6.54632300e-05	-8.36011900e-08	-7.83041844e+02	-2.99963300e-01	-8.83018700e-10	3.39702092e+08	-1.99933900e-01	5.98066900e-08	-3.34300226e+06
2.38900433e+01	2023-02-13T18:50:30.295480	6.62999000e-05	-8.39993100e-08	-7.89291007e+02	-2.99975700e-01	-4.14682200e-09	7.23386970e+07	-1.49939400e-01	5.19500400e-08	-2.88622299e+06
2.51087655e+01	2023-02-13T18:50:31.514565	6.89773500e-05	-8.10305600e-08	-8.51251059e+02	-2.99975300e-01	-9.41259800e-09	3.18695540e+07	-9.99407800e-02	4.97131500e-08	-2.01034897e+06
