Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

2.22570210e+02	2023-02-13T18:03:53.361649	-5.02247000e-03	-1.82549800e-10	2.75128759e+07	1.00070000e-01	1.40462900e-09	7.12430115e+07	-5.77577900e-01	-2.35181600e-09	2.45588048e+08
2.24054912e+02	2023-02-13T18:03:54.845742	7.03159300e-05	3.21857800e-10	2.18468933e+05	1.00070900e-01	4.53092400e-11	2.20862014e+09	-5.44461700e-01	-5.06230600e-10	1.07552112e+09
2.26116620e+02	2023-02-13T18:03:56.907872	6.76385600e-05	-1.74181800e-08	-3.88321627e+03	1.00070200e-01	4.00824900e-11	2.49660637e+09	-4.93890700e-01	-6.52353100e-10	7.57091060e+08
2.27960547e+02	2023-02-13T18:03:58.751989	6.91446300e-05	-1.67952400e-08	-4.11691825e+03	1.00070200e-01	3.67437200e-11	2.72346404e+09	-4.45025500e-01	-3.23959100e-10	1.37370890e+09
2.29808907e+02	2023-02-13T18:04:00.600106	6.86425900e-05	-1.84935400e-08	-3.71170636e+03	1.00069700e-01	5.35383500e-11	1.86912185e+09	-3.93386300e-01	-6.58256500e-10	5.97618558e+08
2.31647686e+02	2023-02-13T18:04:02.439221	6.49611800e-05	-1.83465000e-08	-3.54079416e+03	1.00070300e-01	7.20065200e-11	1.38973943e+09	-3.42830600e-01	-8.92035600e-10	3.84323899e+08
2.33715087e+02	2023-02-13T18:04:04.506353	5.86860100e-05	-2.10931000e-08	-2.78223732e+03	1.00071100e-01	5.37948600e-11	1.86023535e+09	-2.89139700e-01	-4.49323100e-10	6.43500635e+08
2.35772846e+02	2023-02-13T18:04:06.564482	4.93151300e-05	-9.89402500e-08	-4.98433448e+02	1.00070500e-01	5.98038200e-11	1.67331284e+09	-2.44534200e-01	-4.46939200e-10	5.47130795e+08
2.37710345e+02	2023-02-13T18:04:08.501605	5.12395000e-05	-8.89017300e-08	-5.76361112e+02	1.00069800e-01	4.32572200e-11	2.31336642e+09	-1.87872400e-01	-7.81233800e-10	2.40481659e+08
2.39652452e+02	2023-02-13T18:04:10.443727	5.33312600e-05	-7.07255700e-08	-7.54059105e+02	1.00070900e-01	4.31521300e-11	2.31902574e+09	-1.48079700e-01	-5.11867200e-10	2.89293199e+08
2.41585298e+02	2023-02-13T18:04:12.376849	6.65509000e-05	-7.89103500e-08	-8.43373525e+02	1.00070200e-01	5.77432900e-11	1.73301868e+09	-9.99345300e-02	7.00299000e-09	-1.42702660e+07
2.43257079e+02	2023-02-13T18:04:14.048954	6.57978700e-05	-1.08705800e-07	-6.05283895e+02	1.00070300e-01	5.83446200e-11	1.71515900e+09	-4.99392400e-02	1.93103600e-08	-2.58613718e+06
2.44685576e+02	2023-02-13T18:04:15.477045	6.27021300e-05	-2.17817700e-07	-2.87865173e+02	1.00070500e-01	2.92379000e-11	3.42262953e+09	5.05183700e-05	8.30655500e-08	6.08174749e+02
2.45835689e+02	2023-02-13T18:04:16.627117	6.40408400e-05	-1.55173600e-07	-4.12704481e+02	1.00070100e-01	1.74514000e-11	5.73421617e+09	5.00524100e-02	7.49243200e-08	6.68039563e+05
2.47007422e+02	2023-02-13T18:04:17.799032	6.47101500e-05	-9.15232100e-08	-7.07035407e+02	1.00070200e-01	7.36369300e-12	1.35896757e+10	1.00053300e-01	8.16722700e-08	1.22505839e+06
2.48167781e+02	2023-02-13T18:04:18.959106	6.62998700e-05	-8.35855200e-08	-7.93198032e+02	1.00070500e-01	1.83418200e-12	5.45586534e+10	1.50048100e-01	7.48525200e-08	2.00458315e+06
2.49320060e+02	2023-02-13T18:04:20.111178	6.60488700e-05	-6.89761000e-08	-9.57561677e+02	1.00070400e-01	-6.47901500e-12	-1.54453107e+10	2.00039700e-01	5.99742700e-08	3.33542534e+06
2.50479597e+02	2023-02-13T18:04:21.271252	6.63835000e-05	-6.85044600e-08	-9.69039096e+02	1.00070800e-01	-1.78786500e-11	-5.59722350e+09	2.50072600e-01	5.43662200e-08	4.59977905e+06
2.51651666e+02	2023-02-13T18:04:22.443325	6.60488800e-05	-8.76088000e-08	-7.53906913e+02	1.00070300e-01	-5.81493500e-11	-1.72091863e+09	3.00076200e-01	9.52565200e-08	3.15019066e+06
2.52805324e+02	2023-02-13T18:04:23.596398	6.51284900e-05	-1.52977200e-07	-4.25739849e+02	1.00070200e-01	-1.11757900e-10	-8.95419474e+08	3.50099700e-01	1.42259500e-07	2.46099347e+06
