Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;99998,4741210938;176552,976786004;45623,3513652456;182352,526173332;14,4889415891126;15,5195899608168
2;79431,5338134766;90264,7904493635;-131381,416919283;159401,408734634;-55,5092291540204;23,3893769409475
3;63095,0927734375;491382,805302879;73789,6564717564;496892,317056268;8,54014315075699;28,5208919279917
4;50118,4463500977;152870,26231571;36830,8001264161;157244,475064868;13,5460234058876;33,5063879154045
5;39810,1806640625;164544,432732226;16360,2944565414;165355,766690717;5,67813246676769;35,7442649097544
6;31622,8866577148;165571,106482908;15494,82815158;166294,560949603;5,34640411521822;38,0356689039692
7;25118,8278198242;167463,727340165;14236,4493948428;168067,773430937;4,85915335061372;40,2447588983918
8;19952,7740478516;168660,54778942;17799,7440301288;169597,203008084;6,02446168036134;43,4229688903675
9;15848,6366271973;171293,414244718;18630,4868257335;172303,594863765;6,20729502112543;46,6515188822162
10;12588,9778137207;173212,46061396;19710,2132527817;174330,287151754;6,49188399902758;49,7990708742694
11;9999,99046325684;176383,910319978;19920,3204177778;177505,219600193;6,44352712806921;53,9214868638613
12;7943,15338134766;178943,144342736;21624,0282852832;180244,965273785;6,89038394195061;59,1548218506484
13;6309,50927734375;181782,20820597;23811,6218310163;183335,115442902;7,4626760105723;64,1898128379363
14;5011,79695129395;184001,060317234;27277,2643174915;186011,933344376;8,43240723660775;67,3623808299263
15;3980,99422454834;187332,729934817;29496,647295579;189640,72322819;8,94809416302295;70,5889038217802
16;3162,2052192688;191148,274768037;32295,8994769274;193857,391063175;9,58997197393808;73,7323278138438
17;2511,85894012451;194774,812225452;35443,6321970653;197973,428875648;10,3133973006409;76,9137238058115
18;1995,2654838562;199187,774366367;38723,6203476747;202916,949094593;11,0015075964481;79,2217647999843
19;1584,91730690002;203627,71214284;42918,7742835193;208101,576972706;11,9020703854439;81,4654677943195
20;1258,90970230103;208544,591431421;47706,4538078527;213931,653455535;12,8852150159679;83,7300997886018
21;999,987125396729;213745,817741351;53249,2848635991;220278,825447213;13,9890131676425;86,1011827826154
22;794,321298599243;219566,167765426;59724,1525839869;227544,00987297;15,2168503074906;88,3347707769761
23;630,959868431091;225760,830949256;67301,8087599586;235579,044597054;16,5999025737039;90,6138307712221
24;501,185655593872;232579,973438581;76281,7735763412;244770,000254613;18,1584989774073;92,9786247652515
25;398,106873035431;240168,464085629;87256,9196229574;255528,200328921;19,966866506194;95,2275227595736
26;316,224992275238;248807,270606138;100181,159174759;268218,79606037;21,9319653216444;97,4295027540142
27;251,18887424469;259374,063506976;115709,702313527;284013,450437838;24,042190509124;99,7428777481734
28;199,530273675919;271077,167943047;133687,450495044;302250,170223091;26,2511875576646;102,009479742451
29;158,488750457764;285636,574225188;154951,898136099;324958,987060031;28,4789100371092;105,169348734473
30;125,888735055923;303288,968391968;179553,166460613;352453,596852546;30,6263856374545;108,434496726229
31;99,9998301267624;324273,5380403;208495,571441191;385517,484407339;32,7394782361636;110,800497720256
32;79,4325023889542;350439,748540207;237858,725813879;423538,417150942;34,1664473253067;113,087827714481
33;63,0952417850494;383494,588173288;272817,06844914;470634,945573937;35,4279495265532;115,55186970826
34;50,119124352932;418900,077002139;316680,893023692;525132,423792972;37,0886221084112;117,952984702197
35;39,8103147745132;463444,937355479;345043,627439435;577785,699716588;36,6683891484;122,176452691534
36;31,6230580210686;510951,779816546;382494,087850682;638258,136288462;36,8182088768796;127,537415677999
37;25,1182354986668;565223,110379113;427510,099435166;708690,376416743;37,1022709778854;130,169127671355
38;19,952654838562;628009,677700787;470057,229418598;784442,447993819;36,8143854510855;132,904528664448
39;15,8483162522316;689895,984497838;517134,035991653;862197,239967316;36,8545893561812;135,70791765737
40;12,5886872410774;754161,629805087;575416,200256651;948611,389025067;37,3431934829894;138,647981649948
41;9,99984331429005;836758,416408882;605007,369385761;1032568,91510551;35,8683247511177;141,751579642112
42;7,94301740825176;906929,892485127;679640,808530758;1133328,48658429;36,8473859361216;144,964416634
43;6,30959402769804;1006400,25558693;746121,901461637;1252812,58226687;36,552383626254;148,255274625691
44;5,01179601997137;1078588,28460728;823823,569043991;1357216,99097987;37,3725185866169;151,592510617266
45;3,98105476051569;1243886,38126736;937950,107118333;1557884,37727121;37,0180488062792;155,019608608613
46;3,16224759444594;1337688,27998542;1034080,39659681;1690778,57835855;37,705292851685;158,566315599659
47;2,51189339905977;1470662,4004936;1135850,08791854;1858225,85237913;37,6803125839578;162,312384590201
48;1,99524220079184;1653975,96641656;1223829,19941003;2057521,42317211;36,4989113109288;166,188648580414
49;1,5849363990128;1732040,84100661;1420124,78238123;2239803,5343414;39,3488110863015;170,308742570012
50;1,25891529023647;1779058,51798819;1538218,95775014;2351843,27122542;40,8475219864175;174,736577558833
51;1,00000761449337;1899929,32102299;1675487,32366162;2533177,68753667;41,4080472019638;179,549094546682
52;0,794330844655633;1993105,21952392;1933594,02139405;2776914,52077019;44,1317187153167;184,730072533601
53;0,630956492386758;2103772,27149699;2250834,82563621;3080927,64968871;46,934241663973;190,60445051877
54;0,501182512380183;2213807,46440424;2661364,52816644;3461763,22720583;50,245241427325;208,406735473824
55;0,398104020860046;2326669,82171246;3168481,0371089;3930987,73106533;53,7095252960194;219,280939446369
56;0,31622766982764;2476141,03436879;3812676,93443558;4546182,99548775;56,9983121840358;227,984563424394
57;0,251187884714454;2601482,60778288;4621233,49861853;5303160,45461109;60,6230482783207;238,039305399009
58;0,199528585653752;2744580,39532233;5648841,08476711;6280296,74038899;64,0864544163814;261,712762339239
59;0,15848854673095;2934598,47097267;6928361,8200202;7524231,90066261;67,0442764362852;283,176363285048
60;0,125888618640602;3130131,29735381;8518037,80962688;9074948,48827843;69,8230872168161;300,512513241279
61;0,0999989424599335;3401018,4740739;10516329,39756;11052606,5097323;72,078607472108;321,483844188331
