[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	16/01/2023 20:44:58
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	300,00 to 1400,00
Scan Speed:	Medium
Sampling Interval:	2,0
Auto Sampling Interval:	Disabled
Scan Mode:	Auto

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Reflectance
Slit Width:	(32)
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	295,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	900,00 nm  1650,00 nm
Grating Change Wavelength:	830,00 nm
S/R Exchange:	Inverse
Detector Lock:	Auto
Slit Program:	Normal
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	X-Y Stage
Sequence File:	T robot_6x6 lesker_non-B-samples_SENO-101.xys

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
300.0	7.591
302.0	7.599
304.0	7.642
306.0	7.654
308.0	7.673
310.0	7.687
312.0	7.717
314.0	7.734
316.0	7.712
318.0	7.705
320.0	7.706
322.0	7.713
324.0	7.695
326.0	7.691
328.0	7.685
330.0	7.712
332.0	7.714
334.0	7.714
336.0	7.692
338.0	7.674
340.0	7.667
342.0	7.643
344.0	7.631
346.0	7.617
348.0	7.639
350.0	7.642
352.0	7.643
354.0	7.612
356.0	7.598
358.0	7.574
360.0	7.566
362.0	7.557
364.0	7.557
366.0	7.558
368.0	7.541
370.0	7.528
372.0	7.514
374.0	7.504
376.0	7.501
378.0	7.493
380.0	7.502
382.0	7.492
384.0	7.491
386.0	7.491
388.0	7.503
390.0	7.510
392.0	7.523
394.0	7.540
396.0	7.554
398.0	7.574
400.0	7.594
402.0	7.617
404.0	7.625
406.0	7.644
408.0	7.660
410.0	7.678
412.0	7.692
414.0	7.716
416.0	7.731
418.0	7.751
420.0	7.765
422.0	7.781
424.0	7.790
426.0	7.803
428.0	7.819
430.0	7.838
432.0	7.859
434.0	7.889
436.0	7.908
438.0	7.923
440.0	7.934
442.0	7.960
444.0	7.976
446.0	7.990
448.0	7.998
450.0	8.017
452.0	8.026
454.0	8.036
456.0	8.035
458.0	8.044
460.0	8.046
462.0	8.048
464.0	8.047
466.0	8.053
468.0	8.057
470.0	8.062
472.0	8.059
474.0	8.071
476.0	8.073
478.0	8.077
480.0	8.069
482.0	8.069
484.0	8.064
486.0	8.063
488.0	8.054
490.0	8.043
492.0	8.033
494.0	8.021
496.0	8.020
498.0	8.008
500.0	8.003
502.0	7.991
504.0	7.988
506.0	7.969
508.0	7.952
510.0	7.938
512.0	7.925
514.0	7.911
516.0	7.891
518.0	7.883
520.0	7.866
522.0	7.853
524.0	7.837
526.0	7.818
528.0	7.789
530.0	7.761
532.0	7.745
534.0	7.734
536.0	7.719
538.0	7.703
540.0	7.687
542.0	7.674
544.0	7.655
546.0	7.646
548.0	7.626
550.0	7.619
552.0	7.604
554.0	7.598
556.0	7.582
558.0	7.573
560.0	7.568
562.0	7.566
564.0	7.560
566.0	7.550
568.0	7.534
570.0	7.518
572.0	7.503
574.0	7.494
576.0	7.489
578.0	7.485
580.0	7.479
582.0	7.473
584.0	7.473
586.0	7.476
588.0	7.475
590.0	7.473
592.0	7.475
594.0	7.477
596.0	7.475
598.0	7.477
600.0	7.478
602.0	7.479
604.0	7.480
606.0	7.480
608.0	7.483
610.0	7.473
612.0	7.471
614.0	7.472
616.0	7.482
618.0	7.487
620.0	7.491
622.0	7.490
624.0	7.495
626.0	7.491
628.0	7.487
630.0	7.486
632.0	7.489
634.0	7.495
636.0	7.489
638.0	7.490
640.0	7.492
642.0	7.511
644.0	7.520
646.0	7.525
648.0	7.518
650.0	7.517
652.0	7.514
654.0	7.510
656.0	7.505
658.0	7.504
660.0	7.505
662.0	7.503
664.0	7.500
666.0	7.501
668.0	7.509
670.0	7.519
672.0	7.538
674.0	7.546
676.0	7.556
678.0	7.553
680.0	7.557
682.0	7.561
684.0	7.570
686.0	7.587
688.0	7.605
690.0	7.613
692.0	7.619
694.0	7.619
696.0	7.627
698.0	7.636
700.0	7.630
702.0	7.626
704.0	7.616
706.0	7.639
708.0	7.649
710.0	7.653
712.0	7.647
714.0	7.665
716.0	7.664
718.0	7.691
720.0	7.688
722.0	7.704
724.0	7.691
726.0	7.697
728.0	7.689
730.0	7.685
732.0	7.694
734.0	7.725
736.0	7.742
738.0	7.723
740.0	7.712
742.0	7.723
744.0	7.729
746.0	7.741
748.0	7.746
750.0	7.769
752.0	7.776
754.0	7.778
756.0	7.779
758.0	7.769
760.0	7.777
762.0	7.782
764.0	7.791
766.0	7.794
768.0	7.806
770.0	7.825
772.0	7.813
774.0	7.815
776.0	7.810
778.0	7.824
780.0	7.817
782.0	7.816
784.0	7.825
786.0	7.838
788.0	7.859
790.0	7.842
792.0	7.844
794.0	7.828
796.0	7.848
798.0	7.847
800.0	7.859
802.0	7.846
804.0	7.861
806.0	7.862
808.0	7.883
810.0	7.907
812.0	7.941
814.0	7.939
816.0	7.913
818.0	7.884
820.0	7.891
822.0	7.900
824.0	7.887
826.0	7.895
828.0	7.878
830.0	7.910
832.0	7.915
834.0	7.917
836.0	7.930
838.0	7.930
840.0	7.938
842.0	7.937
844.0	7.936
846.0	7.937
848.0	7.935
850.0	7.933
852.0	7.932
854.0	7.928
856.0	7.928
858.0	7.924
860.0	7.924
862.0	7.922
864.0	7.915
866.0	7.913
868.0	7.911
870.0	7.907
872.0	7.901
874.0	7.902
876.0	7.899
878.0	7.897
880.0	7.898
882.0	7.900
884.0	7.898
886.0	7.895
888.0	7.897
890.0	7.902
892.0	7.900
894.0	7.945
896.0	7.988
898.0	8.026
900.0	8.068
902.0	8.113
904.0	8.159
906.0	8.198
908.0	8.237
910.0	8.278
912.0	8.276
914.0	8.274
916.0	8.274
918.0	8.273
920.0	8.273
922.0	8.274
924.0	8.275
926.0	8.276
928.0	8.277
930.0	8.279
932.0	8.281
934.0	8.282
936.0	8.283
938.0	8.287
940.0	8.287
942.0	8.289
944.0	8.291
946.0	8.294
948.0	8.295
950.0	8.297
952.0	8.301
954.0	8.301
956.0	8.299
958.0	8.300
960.0	8.303
962.0	8.303
964.0	8.304
966.0	8.306
968.0	8.306
970.0	8.306
972.0	8.310
974.0	8.313
976.0	8.313
978.0	8.314
980.0	8.316
982.0	8.315
984.0	8.317
986.0	8.316
988.0	8.312
990.0	8.312
992.0	8.309
994.0	8.307
996.0	8.306
998.0	8.305
1000.0	8.306
1002.0	8.303
1004.0	8.304
1006.0	8.305
1008.0	8.304
1010.0	8.303
1012.0	8.304
1014.0	8.303
1016.0	8.302
1018.0	8.300
1020.0	8.300
1022.0	8.300
1024.0	8.298
1026.0	8.298
1028.0	8.299
1030.0	8.297
1032.0	8.297
1034.0	8.297
1036.0	8.298
1038.0	8.296
1040.0	8.295
1042.0	8.296
1044.0	8.295
1046.0	8.295
1048.0	8.294
1050.0	8.294
1052.0	8.294
1054.0	8.292
1056.0	8.293
1058.0	8.291
1060.0	8.291
1062.0	8.290
1064.0	8.290
1066.0	8.289
1068.0	8.289
1070.0	8.289
1072.0	8.289
1074.0	8.289
1076.0	8.291
1078.0	8.291
1080.0	8.292
1082.0	8.292
1084.0	8.293
1086.0	8.295
1088.0	8.296
1090.0	8.296
1092.0	8.295
1094.0	8.294
1096.0	8.296
1098.0	8.295
1100.0	8.295
1102.0	8.293
1104.0	8.291
1106.0	8.290
1108.0	8.291
1110.0	8.291
1112.0	8.291
1114.0	8.291
1116.0	8.293
1118.0	8.293
1120.0	8.296
1122.0	8.298
1124.0	8.300
1126.0	8.301
1128.0	8.304
1130.0	8.306
1132.0	8.308
1134.0	8.310
1136.0	8.312
1138.0	8.315
1140.0	8.317
1142.0	8.320
1144.0	8.322
1146.0	8.325
1148.0	8.329
1150.0	8.332
1152.0	8.334
1154.0	8.337
1156.0	8.340
1158.0	8.343
1160.0	8.344
1162.0	8.347
1164.0	8.350
1166.0	8.351
1168.0	8.353
1170.0	8.356
1172.0	8.359
1174.0	8.360
1176.0	8.364
1178.0	8.367
1180.0	8.369
1182.0	8.371
1184.0	8.374
1186.0	8.376
1188.0	8.377
1190.0	8.377
1192.0	8.378
1194.0	8.379
1196.0	8.380
1198.0	8.381
1200.0	8.382
1202.0	8.382
1204.0	8.383
1206.0	8.384
1208.0	8.387
1210.0	8.391
1212.0	8.392
1214.0	8.394
1216.0	8.395
1218.0	8.396
1220.0	8.399
1222.0	8.401
1224.0	8.402
