[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	16/01/2023 20:41:17
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	300,00 to 1400,00
Scan Speed:	Medium
Sampling Interval:	2,0
Auto Sampling Interval:	Disabled
Scan Mode:	Auto

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Reflectance
Slit Width:	(32)
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	295,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	900,00 nm  1650,00 nm
Grating Change Wavelength:	830,00 nm
S/R Exchange:	Inverse
Detector Lock:	Auto
Slit Program:	Normal
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	X-Y Stage
Sequence File:	T robot_6x6 lesker_non-B-samples_SENO-101.xys

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
300.0	7.484
302.0	7.513
304.0	7.561
306.0	7.580
308.0	7.620
310.0	7.654
312.0	7.687
314.0	7.673
316.0	7.695
318.0	7.700
320.0	7.718
322.0	7.710
324.0	7.684
326.0	7.703
328.0	7.683
330.0	7.712
332.0	7.702
334.0	7.692
336.0	7.679
338.0	7.646
340.0	7.645
342.0	7.642
344.0	7.648
346.0	7.633
348.0	7.634
350.0	7.636
352.0	7.642
354.0	7.625
356.0	7.623
358.0	7.610
360.0	7.597
362.0	7.587
364.0	7.571
366.0	7.562
368.0	7.550
370.0	7.563
372.0	7.574
374.0	7.581
376.0	7.569
378.0	7.560
380.0	7.557
382.0	7.573
384.0	7.585
386.0	7.601
388.0	7.600
390.0	7.603
392.0	7.612
394.0	7.639
396.0	7.656
398.0	7.673
400.0	7.685
402.0	7.701
404.0	7.710
406.0	7.716
408.0	7.726
410.0	7.733
412.0	7.742
414.0	7.745
416.0	7.748
418.0	7.748
420.0	7.757
422.0	7.759
424.0	7.754
426.0	7.748
428.0	7.739
430.0	7.736
432.0	7.727
434.0	7.724
436.0	7.724
438.0	7.724
440.0	7.726
442.0	7.726
444.0	7.715
446.0	7.704
448.0	7.707
450.0	7.707
452.0	7.713
454.0	7.700
456.0	7.698
458.0	7.690
460.0	7.689
462.0	7.684
464.0	7.674
466.0	7.662
468.0	7.663
470.0	7.666
472.0	7.670
474.0	7.672
476.0	7.669
478.0	7.677
480.0	7.682
482.0	7.693
484.0	7.694
486.0	7.692
488.0	7.690
490.0	7.683
492.0	7.685
494.0	7.681
496.0	7.685
498.0	7.690
500.0	7.695
502.0	7.693
504.0	7.694
506.0	7.690
508.0	7.695
510.0	7.696
512.0	7.703
514.0	7.706
516.0	7.695
518.0	7.689
520.0	7.692
522.0	7.704
524.0	7.714
526.0	7.722
528.0	7.720
530.0	7.719
532.0	7.712
534.0	7.709
536.0	7.707
538.0	7.702
540.0	7.699
542.0	7.698
544.0	7.698
546.0	7.697
548.0	7.694
550.0	7.695
552.0	7.698
554.0	7.696
556.0	7.699
558.0	7.698
560.0	7.699
562.0	7.697
564.0	7.688
566.0	7.688
568.0	7.689
570.0	7.690
572.0	7.690
574.0	7.682
576.0	7.681
578.0	7.680
580.0	7.681
582.0	7.681
584.0	7.676
586.0	7.679
588.0	7.684
590.0	7.692
592.0	7.688
594.0	7.686
596.0	7.682
598.0	7.690
600.0	7.699
602.0	7.703
604.0	7.704
606.0	7.696
608.0	7.695
610.0	7.690
612.0	7.698
614.0	7.701
616.0	7.711
618.0	7.712
620.0	7.712
622.0	7.714
624.0	7.723
626.0	7.722
628.0	7.726
630.0	7.717
632.0	7.726
634.0	7.721
636.0	7.727
638.0	7.726
640.0	7.731
642.0	7.729
644.0	7.733
646.0	7.733
648.0	7.741
650.0	7.741
652.0	7.740
654.0	7.734
656.0	7.733
658.0	7.735
660.0	7.732
662.0	7.726
664.0	7.721
666.0	7.728
668.0	7.735
670.0	7.749
672.0	7.760
674.0	7.775
676.0	7.792
678.0	7.803
680.0	7.808
682.0	7.798
684.0	7.802
686.0	7.813
688.0	7.820
690.0	7.831
692.0	7.829
694.0	7.833
696.0	7.838
698.0	7.846
700.0	7.859
702.0	7.863
704.0	7.876
706.0	7.879
708.0	7.883
710.0	7.889
712.0	7.891
714.0	7.903
716.0	7.894
718.0	7.913
720.0	7.917
722.0	7.920
724.0	7.928
726.0	7.919
728.0	7.923
730.0	7.911
732.0	7.927
734.0	7.938
736.0	7.956
738.0	7.965
740.0	7.977
742.0	7.974
744.0	7.974
746.0	7.970
748.0	7.994
750.0	7.996
752.0	8.003
754.0	8.001
756.0	8.013
758.0	8.020
760.0	8.021
762.0	8.022
764.0	8.015
766.0	7.994
768.0	8.011
770.0	8.026
772.0	8.067
774.0	8.052
776.0	8.066
778.0	8.061
780.0	8.065
782.0	8.063
784.0	8.076
786.0	8.096
788.0	8.097
790.0	8.072
792.0	8.065
794.0	8.093
796.0	8.113
798.0	8.128
800.0	8.130
802.0	8.128
804.0	8.136
806.0	8.118
808.0	8.127
810.0	8.116
812.0	8.135
814.0	8.133
816.0	8.151
818.0	8.135
820.0	8.153
822.0	8.149
824.0	8.168
826.0	8.164
828.0	8.208
830.0	8.223
832.0	8.202
834.0	8.209
836.0	8.214
838.0	8.218
840.0	8.209
842.0	8.209
844.0	8.210
846.0	8.209
848.0	8.210
850.0	8.207
852.0	8.204
854.0	8.200
856.0	8.200
858.0	8.198
860.0	8.199
862.0	8.198
864.0	8.196
866.0	8.195
868.0	8.197
870.0	8.197
872.0	8.200
874.0	8.202
876.0	8.205
878.0	8.200
880.0	8.200
882.0	8.209
884.0	8.208
886.0	8.207
888.0	8.205
890.0	8.199
892.0	8.194
894.0	8.234
896.0	8.279
898.0	8.321
900.0	8.355
902.0	8.399
904.0	8.445
906.0	8.490
908.0	8.536
910.0	8.579
912.0	8.580
914.0	8.581
916.0	8.580
918.0	8.579
920.0	8.578
922.0	8.575
924.0	8.576
926.0	8.578
928.0	8.579
930.0	8.578
932.0	8.577
934.0	8.578
936.0	8.578
938.0	8.579
940.0	8.579
942.0	8.577
944.0	8.577
946.0	8.577
948.0	8.580
950.0	8.582
952.0	8.580
954.0	8.580
956.0	8.581
958.0	8.580
960.0	8.581
962.0	8.580
964.0	8.581
966.0	8.576
968.0	8.577
970.0	8.576
972.0	8.577
974.0	8.575
976.0	8.575
978.0	8.573
980.0	8.570
982.0	8.564
984.0	8.565
986.0	8.561
988.0	8.557
990.0	8.553
992.0	8.549
994.0	8.545
996.0	8.543
998.0	8.541
1000.0	8.537
1002.0	8.533
1004.0	8.528
1006.0	8.526
1008.0	8.521
1010.0	8.518
1012.0	8.511
1014.0	8.506
1016.0	8.501
1018.0	8.499
1020.0	8.494
1022.0	8.490
1024.0	8.484
1026.0	8.479
1028.0	8.473
1030.0	8.470
1032.0	8.466
1034.0	8.460
1036.0	8.454
1038.0	8.449
1040.0	8.442
1042.0	8.440
1044.0	8.435
1046.0	8.432
1048.0	8.427
1050.0	8.422
1052.0	8.420
1054.0	8.415
1056.0	8.412
1058.0	8.410
1060.0	8.404
1062.0	8.401
1064.0	8.395
1066.0	8.389
1068.0	8.386
1070.0	8.380
1072.0	8.375
1074.0	8.370
1076.0	8.365
1078.0	8.360
1080.0	8.356
1082.0	8.351
1084.0	8.347
1086.0	8.341
1088.0	8.335
1090.0	8.329
1092.0	8.325
1094.0	8.321
1096.0	8.316
1098.0	8.310
1100.0	8.307
1102.0	8.303
1104.0	8.298
1106.0	8.295
1108.0	8.291
1110.0	8.287
1112.0	8.282
1114.0	8.277
1116.0	8.273
1118.0	8.268
1120.0	8.265
1122.0	8.262
1124.0	8.259
1126.0	8.257
1128.0	8.254
1130.0	8.251
1132.0	8.249
1134.0	8.248
1136.0	8.246
1138.0	8.246
1140.0	8.244
1142.0	8.242
1144.0	8.239
1146.0	8.239
1148.0	8.236
1150.0	8.235
1152.0	8.232
1154.0	8.231
1156.0	8.228
1158.0	8.226
1160.0	8.223
1162.0	8.221
1164.0	8.219
1166.0	8.218
1168.0	8.214
1170.0	8.212
1172.0	8.211
1174.0	8.209
1176.0	8.206
1178.0	8.205
1180.0	8.203
1182.0	8.202
1184.0	8.200
1186.0	8.198
1188.0	8.196
1190.0	8.194
1192.0	8.193
1194.0	8.191
1196.0	8.188
1198.0	8.186
1200.0	8.184
1202.0	8.182
1204.0	8.180
1206.0	8.177
1208.0	8.175
1210.0	8.170
1212.0	8.167
1214.0	8.166
1216.0	8.163
1218.0	8.162
1220.0	8.161
1222.0	8.159
1224.0	8.159
