[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	16/01/2023 21:05:29
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	300,00 to 1400,00
Scan Speed:	Medium
Sampling Interval:	2,0
Auto Sampling Interval:	Disabled
Scan Mode:	Auto

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Transmittance
Slit Width:	(32)
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	295,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	900,00 nm  1650,00 nm
Grating Change Wavelength:	830,00 nm
S/R Exchange:	Normal
Detector Lock:	Auto
Slit Program:	Normal
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	X-Y Stage
Sequence File:	T robot_6x6 lesker_non-B-samples_SENO-101.xys

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
300.0	81.213
302.0	82.023
304.0	82.988
306.0	83.924
308.0	84.684
310.0	85.393
312.0	85.933
314.0	86.286
316.0	86.671
318.0	86.970
320.0	87.313
322.0	87.699
324.0	88.004
326.0	88.148
328.0	88.208
330.0	88.350
332.0	88.634
334.0	88.716
336.0	88.803
338.0	88.889
340.0	89.042
342.0	89.083
344.0	89.082
346.0	89.137
348.0	89.224
350.0	89.199
352.0	89.261
354.0	89.234
356.0	89.320
358.0	89.285
360.0	89.273
362.0	89.302
364.0	89.324
366.0	89.409
368.0	89.396
370.0	89.383
372.0	89.428
374.0	89.405
376.0	89.421
378.0	89.347
380.0	89.351
382.0	89.376
384.0	89.363
386.0	89.348
388.0	89.361
390.0	89.350
392.0	89.425
394.0	89.388
396.0	89.391
398.0	89.356
400.0	89.329
402.0	89.357
404.0	89.306
406.0	89.342
408.0	89.345
410.0	89.348
412.0	89.366
414.0	89.369
416.0	89.363
418.0	89.302
420.0	89.263
422.0	89.230
424.0	89.212
426.0	89.181
428.0	89.195
430.0	89.194
432.0	89.177
434.0	89.150
436.0	89.086
438.0	89.054
440.0	89.021
442.0	89.034
444.0	89.013
446.0	89.016
448.0	88.982
450.0	88.983
452.0	88.958
454.0	88.943
456.0	88.914
458.0	88.872
460.0	88.837
462.0	88.828
464.0	88.817
466.0	88.775
468.0	88.721
470.0	88.695
472.0	88.662
474.0	88.628
476.0	88.559
478.0	88.516
480.0	88.531
482.0	88.539
484.0	88.552
486.0	88.480
488.0	88.436
490.0	88.408
492.0	88.374
494.0	88.358
496.0	88.341
498.0	88.369
500.0	88.332
502.0	88.295
504.0	88.234
506.0	88.207
508.0	88.187
510.0	88.135
512.0	88.136
514.0	88.102
516.0	88.111
518.0	88.086
520.0	88.054
522.0	88.060
524.0	88.023
526.0	88.020
528.0	87.983
530.0	87.974
532.0	87.949
534.0	87.921
536.0	87.896
538.0	87.905
540.0	87.879
542.0	87.850
544.0	87.810
546.0	87.815
548.0	87.819
550.0	87.827
552.0	87.794
554.0	87.790
556.0	87.774
558.0	87.788
560.0	87.769
562.0	87.738
564.0	87.693
566.0	87.665
568.0	87.669
570.0	87.661
572.0	87.654
574.0	87.627
576.0	87.622
578.0	87.603
580.0	87.590
582.0	87.577
584.0	87.587
586.0	87.602
588.0	87.633
590.0	87.596
592.0	87.558
594.0	87.488
596.0	87.475
598.0	87.475
600.0	87.488
602.0	87.497
604.0	87.485
606.0	87.459
608.0	87.437
610.0	87.413
612.0	87.410
614.0	87.388
616.0	87.401
618.0	87.396
620.0	87.375
622.0	87.308
624.0	87.266
626.0	87.261
628.0	87.277
630.0	87.219
632.0	87.189
634.0	87.134
636.0	87.153
638.0	87.083
640.0	87.047
642.0	87.023
644.0	87.031
646.0	86.996
648.0	86.973
650.0	86.973
652.0	86.991
654.0	86.926
656.0	86.867
658.0	86.813
660.0	86.771
662.0	86.773
664.0	86.745
666.0	86.741
668.0	86.697
670.0	86.655
672.0	86.644
674.0	86.635
676.0	86.612
678.0	86.527
680.0	86.467
682.0	86.437
684.0	86.482
686.0	86.444
688.0	86.361
690.0	86.277
692.0	86.301
694.0	86.251
696.0	86.240
698.0	86.146
700.0	86.200
702.0	86.128
704.0	86.086
706.0	86.035
708.0	86.063
710.0	86.014
712.0	85.875
714.0	85.760
716.0	85.743
718.0	85.758
720.0	85.708
722.0	85.728
724.0	85.691
726.0	85.721
728.0	85.571
730.0	85.575
732.0	85.455
734.0	85.361
736.0	85.249
738.0	85.233
740.0	85.278
742.0	85.260
744.0	85.236
746.0	85.200
748.0	85.253
750.0	85.203
752.0	85.109
754.0	84.941
756.0	85.002
758.0	84.965
760.0	84.909
762.0	84.774
764.0	84.866
766.0	84.894
768.0	84.794
770.0	84.722
772.0	84.673
774.0	84.718
776.0	84.600
778.0	84.589
780.0	84.492
782.0	84.418
784.0	84.359
786.0	84.341
788.0	84.385
790.0	84.224
792.0	84.173
794.0	84.060
796.0	84.100
798.0	84.032
800.0	84.051
802.0	84.082
804.0	84.134
806.0	84.085
808.0	84.037
810.0	84.029
812.0	84.034
814.0	84.044
816.0	83.956
818.0	83.887
820.0	83.859
822.0	83.870
824.0	83.830
826.0	83.746
828.0	83.688
830.0	83.702
832.0	83.732
834.0	83.703
836.0	83.697
838.0	83.686
840.0	83.664
842.0	83.639
844.0	83.613
846.0	83.577
848.0	83.552
850.0	83.529
852.0	83.520
854.0	83.486
856.0	83.462
858.0	83.444
860.0	83.428
862.0	83.403
864.0	83.391
866.0	83.370
868.0	83.356
870.0	83.325
872.0	83.301
874.0	83.265
876.0	83.254
878.0	83.229
880.0	83.242
882.0	83.215
884.0	83.171
886.0	83.144
888.0	83.118
890.0	83.105
892.0	83.084
894.0	83.052
896.0	83.038
898.0	82.992
900.0	82.973
902.0	82.977
904.0	82.956
906.0	82.943
908.0	82.937
910.0	82.946
912.0	82.940
914.0	82.930
916.0	82.925
918.0	82.916
920.0	82.912
922.0	82.910
924.0	82.907
926.0	82.899
928.0	82.893
930.0	82.892
932.0	82.886
934.0	82.881
936.0	82.881
938.0	82.878
940.0	82.876
942.0	82.875
944.0	82.880
946.0	82.880
948.0	82.879
950.0	82.888
952.0	82.895
954.0	82.900
956.0	82.904
958.0	82.909
960.0	82.918
962.0	82.922
964.0	82.932
966.0	82.945
968.0	82.952
970.0	82.958
972.0	82.974
974.0	82.985
976.0	82.998
978.0	83.011
980.0	83.024
982.0	83.040
984.0	83.050
986.0	83.064
988.0	83.082
990.0	83.091
992.0	83.109
994.0	83.123
996.0	83.137
998.0	83.154
1000.0	83.171
1002.0	83.190
1004.0	83.205
1006.0	83.223
1008.0	83.243
1010.0	83.261
1012.0	83.279
1014.0	83.297
1016.0	83.315
1018.0	83.331
1020.0	83.352
1022.0	83.379
1024.0	83.396
1026.0	83.415
1028.0	83.435
1030.0	83.458
1032.0	83.478
1034.0	83.503
1036.0	83.525
1038.0	83.548
1040.0	83.564
1042.0	83.589
1044.0	83.613
1046.0	83.631
1048.0	83.653
1050.0	83.678
1052.0	83.699
1054.0	83.727
1056.0	83.748
1058.0	83.772
1060.0	83.794
1062.0	83.818
1064.0	83.849
1066.0	83.878
1068.0	83.901
1070.0	83.927
1072.0	83.945
1074.0	83.972
1076.0	84.002
1078.0	84.033
1080.0	84.054
1082.0	84.084
1084.0	84.107
1086.0	84.135
1088.0	84.163
1090.0	84.197
1092.0	84.226
1094.0	84.246
1096.0	84.270
1098.0	84.300
1100.0	84.324
1102.0	84.350
1104.0	84.377
1106.0	84.399
1108.0	84.418
1110.0	84.440
1112.0	84.467
1114.0	84.490
1116.0	84.513
1118.0	84.535
1120.0	84.556
1122.0	84.580
1124.0	84.604
1126.0	84.635
1128.0	84.657
1130.0	84.680
1132.0	84.702
1134.0	84.722
1136.0	84.745
1138.0	84.769
1140.0	84.788
1142.0	84.812
1144.0	84.827
1146.0	84.850
1148.0	84.872
1150.0	84.894
1152.0	84.917
1154.0	84.937
1156.0	84.950
1158.0	84.969
1160.0	84.987
1162.0	85.003
1164.0	85.018
1166.0	85.028
1168.0	85.039
1170.0	85.051
1172.0	85.064
1174.0	85.085
1176.0	85.095
1178.0	85.104
1180.0	85.118
1182.0	85.130
1184.0	85.144
1186.0	85.158
1188.0	85.171
1190.0	85.179
1192.0	85.188
1194.0	85.201
1196.0	85.214
1198.0	85.224
1200.0	85.236
1202.0	85.242
1204.0	85.250
1206.0	85.252
1208.0	85.259
1210.0	85.264
1212.0	85.264
1214.0	85.264
1216.0	85.266
1218.0	85.265
1220.0	85.271
1222.0	85.273
1224.0	85.277
