Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

1.18123349e+02	2023-03-06T16:33:51.757341	4.00133100e-01	-3.67828400e-10	-1.08782546e+09	-5.99956300e-01	-1.04824100e-04	5.72345768e+03
1.18795452e+02	2023-03-06T16:33:52.429388	4.00122100e-01	7.91483900e-10	5.05534099e+08	-5.74947200e-01	-1.04812200e-04	5.48549883e+03
1.19295465e+02	2023-03-06T16:33:52.929423	4.00113100e-01	8.16702200e-10	4.89913092e+08	-5.49955400e-01	-1.04808000e-04	5.24726548e+03
1.19810723e+02	2023-03-06T16:33:53.444459	4.00116400e-01	7.76311300e-10	5.15407157e+08	-5.24957500e-01	-1.04845900e-04	5.00694352e+03
1.20311068e+02	2023-03-06T16:33:53.945493	4.00049800e-01	6.97275100e-10	5.73733093e+08	-4.99950000e-01	-1.04814300e-04	4.76986442e+03
1.20826343e+02	2023-03-06T16:33:54.460529	4.00085300e-01	-6.29382600e-10	-6.35678997e+08	-4.74958800e-01	-1.04792600e-04	4.53236965e+03
1.21348489e+02	2023-03-06T16:33:54.982565	4.00116400e-01	-1.30296500e-09	-3.07081464e+08	-4.49943800e-01	-1.03496700e-04	4.34742171e+03
1.21857704e+02	2023-03-06T16:33:55.491601	4.00127500e-01	2.12016000e-10	1.88725143e+09	-4.24955500e-01	-1.00658100e-04	4.22177152e+03
1.22373290e+02	2023-03-06T16:33:56.007637	4.00118800e-01	1.32971200e-09	3.00906362e+08	-3.99905700e-01	-9.74297600e-05	4.10455389e+03
1.22888850e+02	2023-03-06T16:33:56.522672	4.00113100e-01	8.96560700e-11	4.46275528e+09	-3.74919700e-01	-9.41189000e-05	3.98346878e+03
1.23390646e+02	2023-03-06T16:33:57.024708	4.00141200e-01	4.68517500e-10	8.54058173e+08	-3.49939700e-01	-9.05510000e-05	3.86455920e+03
1.23910921e+02	2023-03-06T16:33:57.544744	4.00110700e-01	-1.31306500e-09	-3.04715075e+08	-3.24933200e-01	-8.68443500e-05	3.74155832e+03
1.24421565e+02	2023-03-06T16:33:58.055779	4.00108000e-01	-4.28809100e-10	-9.33067885e+08	-2.99955700e-01	-8.30794800e-05	3.61046675e+03
1.24935765e+02	2023-03-06T16:33:58.569815	4.00121500e-01	8.98279100e-10	4.45431158e+08	-2.74935800e-01	-7.89767500e-05	3.48122454e+03
1.25451401e+02	2023-03-06T16:33:59.085851	4.00132800e-01	6.37994600e-10	6.27172706e+08	-2.49976300e-01	-7.48045600e-05	3.34172542e+03
1.25967276e+02	2023-03-06T16:33:59.600887	4.00127200e-01	-5.17103100e-10	-7.73786117e+08	-2.24931500e-01	-7.04132700e-05	3.19444758e+03
1.26482617e+02	2023-03-06T16:34:00.116923	4.00097000e-01	-1.44217000e-09	-2.77427072e+08	-1.99914400e-01	-6.57295000e-05	3.04147149e+03
