Time elapsed	Time stamp	source_Bioprobe Voltage	source_Bioprobe Current	source_Bioprobe Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

1.20809593e+02	2023-03-06T17:24:28.145564	9.30767000e-05	1.75727200e-04	5.29665868e-01	-9.99233900e-02	-1.27633200e-04	7.82894968e+02	-9.99920000e-01	6.87593400e-10	-1.45423153e+09
1.21403201e+02	2023-03-06T17:24:28.739598	9.30750000e-05	1.19462400e-04	7.79115437e-01	-9.99254200e-02	-1.18285800e-04	8.44779509e+02	-9.49905900e-01	1.30531400e-09	-7.27722142e+08
1.22169704e+02	2023-03-06T17:24:29.505642	3.45075800e-05	1.07234000e-04	3.21797005e-01	-9.99478100e-02	-1.06578400e-04	9.37786737e+02	-8.99869300e-01	3.89898200e-10	-2.30795962e+09
1.22936039e+02	2023-03-06T17:24:30.272686	1.09812800e-04	1.00323800e-04	1.09458374e+00	-9.99407900e-02	-9.98354000e-05	1.00105564e+03	-8.49901200e-01	7.07388000e-11	-1.20146398e+10
1.23693909e+02	2023-03-06T17:24:31.030729	7.63425300e-05	9.55216100e-05	7.99217371e-01	-9.99066600e-02	-9.49563800e-05	1.05213215e+03	-7.99926300e-01	1.20185400e-09	-6.65576934e+08
1.24389186e+02	2023-03-06T17:24:31.725692	9.30783900e-05	9.19233700e-05	1.01256503e+00	-9.99157000e-02	-9.14821900e-05	1.09218745e+03	-7.49946700e-01	9.79442800e-10	-7.65687082e+08
1.25116713e+02	2023-03-06T17:24:32.453367	6.79734300e-05	8.92025500e-05	7.62012185e-01	-9.99702100e-02	-8.88244500e-05	1.12548077e+03	-6.99941800e-01	2.88965300e-10	-2.42223478e+09
1.25856290e+02	2023-03-06T17:24:33.192409	3.45057800e-05	8.70297900e-05	3.96482400e-01	-9.99575300e-02	-8.66713600e-05	1.15329366e+03	-6.49908900e-01	-2.50519300e-10	2.59424683e+09
1.26593926e+02	2023-03-06T17:24:33.930451	1.09812800e-04	8.54548000e-05	1.28503958e+00	-9.99401200e-02	-8.51171200e-05	1.17414828e+03	-5.99901600e-01	1.30868700e-10	-4.58399602e+09
1.27342089e+02	2023-03-06T17:24:34.678494	8.47072500e-05	8.42627300e-05	1.00527540e+00	-9.99478100e-02	-8.39583800e-05	1.19044472e+03	-5.49902000e-01	-1.91231100e-10	2.87558875e+09
1.28137190e+02	2023-03-06T17:24:35.473539	9.30775400e-05	8.32939100e-05	1.11745913e+00	-9.99080100e-02	-8.29118300e-05	1.20499101e+03	-4.99896500e-01	7.53616000e-10	-6.63330529e+08
1.28920607e+02	2023-03-06T17:24:36.256584	8.47096200e-05	8.25261500e-05	1.02645792e+00	-9.99407900e-02	-8.21069700e-05	1.21720227e+03	-4.49983600e-01	-6.71419600e-10	6.70197295e+08
1.29856394e+02	2023-03-06T17:24:37.192637	8.47072500e-05	8.19157000e-05	1.03407833e+00	-9.99414700e-02	-8.16087400e-05	1.22464175e+03	-3.99893600e-01	1.30529500e-09	-3.06362623e+08
1.30746841e+02	2023-03-06T17:24:38.083687	5.96046500e-05	8.14546700e-05	7.31752397e-01	-9.99401200e-02	-8.11997300e-05	1.23079375e+03	-3.49840700e-01	-1.26894700e-09	2.75693705e+08
1.31528097e+02	2023-03-06T17:24:38.864732	8.47088300e-05	8.11434100e-05	1.04393974e+00	-9.99331100e-02	-8.08770100e-05	1.23561826e+03	-2.99912600e-01	1.31625600e-09	-2.27852789e+08
1.32325184e+02	2023-03-06T17:24:39.661777	8.47096200e-05	8.08899500e-05	1.04722058e+00	-9.99170500e-02	-8.06336500e-05	1.23914830e+03	-2.49886500e-01	5.20246000e-10	-4.80323731e+08
1.33028050e+02	2023-03-06T17:24:40.364817	6.79741100e-05	8.06953700e-05	8.42354524e-01	-9.99184000e-02	-8.04417100e-05	1.24212178e+03	-1.99928900e-01	1.39530000e-09	-1.43287393e+08
1.33731174e+02	2023-03-06T17:24:41.067857	7.63403400e-05	8.05492500e-05	9.47747372e-01	-9.99254200e-02	-8.03118900e-05	1.24421701e+03	-1.49931200e-01	4.92906000e-10	-3.04178079e+08
1.34434293e+02	2023-03-06T17:24:41.770898	4.28732000e-05	8.04362200e-05	5.33008637e-01	-9.99331100e-02	-8.01716100e-05	1.24649000e+03	-9.99949800e-02	-3.25365400e-10	3.07331327e+08
