Time elapsed	Time stamp	Source Voltage	Source Current	Gate Voltage	Gate Current	Drain Voltage	Drain Current	Loop2 Index
s		V	A	V	A	V	A	

1.15356930e+00	23-06-02 15:25:40	7.04612700e-05	2.31090700e-07	1.00016800e+00	1.33020700e-11	-2.99927600e-01	-2.51304200e-07	1
3.72193500e+00	23-06-02 15:25:43	7.14649800e-05	2.55518100e-07	1.00016900e+00	7.81721500e-12	-2.99927900e-01	-2.61568700e-07	2
4.38052570e+00	23-06-02 15:25:43	6.97920300e-05	2.71220600e-07	1.00016800e+00	7.61952600e-12	-2.99929000e-01	-2.93834700e-07	3
5.03595010e+00	23-06-02 15:25:44	7.12142200e-05	2.91467600e-07	1.00016700e+00	7.67841200e-12	-2.99928600e-01	-2.93195900e-07	4
5.69062240e+00	23-06-02 15:25:45	7.23013900e-05	2.97020100e-07	1.00016700e+00	7.81721600e-12	-2.99928100e-01	-3.03642700e-07	5
6.34848100e+00	23-06-02 15:25:45	7.04614000e-05	3.06522700e-07	1.00016600e+00	7.73309200e-12	-2.99927800e-01	-3.12207300e-07	6
7.00251310e+00	23-06-02 15:25:46	7.24689200e-05	3.15013400e-07	1.00016800e+00	7.66579300e-12	-2.99928300e-01	-3.20461300e-07	7
7.66178530e+00	23-06-02 15:25:47	7.15488900e-05	3.23304900e-07	1.00016700e+00	7.42604100e-12	-2.99929100e-01	-3.28677900e-07	8
8.31707910e+00	23-06-02 15:25:47	7.09633200e-05	3.31169600e-07	1.00016700e+00	7.22835100e-12	-2.99928500e-01	-3.34655000e-07	9
8.97370670e+00	23-06-02 15:25:48	7.17160300e-05	3.37734000e-07	1.00016700e+00	7.56905100e-12	-2.99929000e-01	-3.41906000e-07	10
9.63045040e+00	23-06-02 15:25:48	7.21343400e-05	3.41732200e-07	1.00016800e+00	7.43866000e-12	-2.99928300e-01	-3.44864800e-07	11
1.02859829e+01	23-06-02 15:25:49	7.11306900e-05	3.47472300e-07	1.00016800e+00	7.38079100e-11	-2.99928800e-01	-3.73129200e-07	12
1.09423845e+01	23-06-02 15:25:50	7.17997400e-05	3.53828400e-07	1.00016700e+00	7.40921700e-12	-2.99929100e-01	-3.62643000e-07	13
1.15992271e+01	23-06-02 15:25:50	7.15488900e-05	3.64261600e-07	1.00016900e+00	7.35874300e-12	-2.99929000e-01	-3.86503400e-07	14
1.22546147e+01	23-06-02 15:25:51	7.07960300e-05	3.95817500e-07	1.00016800e+00	7.51437200e-12	-2.99929600e-01	-3.89429800e-07	15
1.29116625e+01	23-06-02 15:25:52	7.18835200e-05	3.91838500e-07	1.00016700e+00	7.14002100e-12	-2.99931000e-01	-4.75371000e-07	16
1.35675805e+01	23-06-02 15:25:52	7.45604600e-05	4.27159900e-07	1.00016800e+00	7.34191800e-12	-2.99927900e-01	-3.94925400e-07	17
1.42237015e+01	23-06-02 15:25:53	7.27200200e-05	4.13442600e-07	1.00016700e+00	7.41762900e-12	-2.99929000e-01	-3.96285300e-07	18
1.48804758e+01	23-06-02 15:25:54	7.22180200e-05	3.99875500e-07	1.00016800e+00	7.64055700e-12	-2.99930000e-01	-4.08686200e-07	19
1.55356955e+01	23-06-02 15:25:54	7.32218900e-05	4.10780400e-07	1.00016800e+00	7.45548500e-12	-2.99929200e-01	-4.16176400e-07	20
1.61920713e+01	23-06-02 15:25:55	7.39748300e-05	4.20440400e-07	1.00016800e+00	7.24517600e-12	-2.99927900e-01	-4.27292600e-07	21
1.68483136e+01	23-06-02 15:25:56	7.43093300e-05	4.72623500e-07	1.00016800e+00	7.37556700e-12	-2.99930800e-01	-4.45717100e-07	22
1.75047542e+01	23-06-02 15:25:56	7.31383400e-05	4.43860800e-07	1.00016700e+00	7.83824600e-12	-2.99929400e-01	-4.21595600e-07	23
1.81607618e+01	23-06-02 15:25:57	7.25527600e-05	4.12848500e-07	1.00016800e+00	7.53960800e-12	-2.99929400e-01	-4.22528500e-07	24
1.88177929e+01	23-06-02 15:25:58	7.25527000e-05	4.09622400e-07	1.00016700e+00	7.15684600e-12	-2.99929900e-01	-4.16354400e-07	25
1.94733436e+01	23-06-02 15:25:58	7.33892100e-05	4.15601300e-07	1.00016700e+00	7.15684600e-12	-2.99927500e-01	-4.15320200e-07	26
2.01310192e+01	23-06-02 15:25:59	7.18836100e-05	4.20422900e-07	1.00016700e+00	2.11381800e-11	-2.99929500e-01	-4.28484200e-07	27
2.07860615e+01	23-06-02 15:26:00	7.13816300e-05	4.26402600e-07	1.00016700e+00	-2.28567500e-12	-2.99929300e-01	-4.30845100e-07	28
2.14420112e+01	23-06-02 15:26:00	7.33892400e-05	4.33299100e-07	1.00016900e+00	4.86928600e-11	-2.99928300e-01	-4.36883100e-07	29
2.20983371e+01	23-06-02 15:26:01	7.37238800e-05	4.39218500e-07	1.00016900e+00	9.96256500e-08	-2.99929000e-01	-4.45720400e-07	30
2.30044654e+01	23-06-02 15:26:02	7.18834600e-05	4.47317200e-07	1.00016800e+00	9.95832300e-08	-2.99929100e-01	-4.50252100e-07	31
2.36612435e+01	23-06-02 15:26:03	7.20509300e-05	4.51167400e-07	1.00016900e+00	1.30539000e-11	-2.99925900e-01	-5.57033200e-07	32
2.47953143e+01	23-06-02 15:26:04	6.81188900e-05	5.33015000e-07	1.00016700e+00	7.10216600e-12	-2.99926200e-01	-5.41022000e-07	33
2.56550484e+01	23-06-02 15:26:05	6.82025800e-05	5.54404500e-07	1.00016800e+00	7.31668100e-12	-2.99925900e-01	-5.42297800e-07	34
2.62630765e+01	23-06-02 15:26:05	6.81189700e-05	5.47696300e-07	1.00016700e+00	7.51016500e-12	-2.99927400e-01	-6.46696800e-07	35
2.68724780e+01	23-06-02 15:26:06	6.84534900e-05	5.64406300e-07	1.00016800e+00	7.47651600e-12	-2.99926900e-01	-5.61963700e-07	36
2.74984900e+01	23-06-02 15:26:06	6.85371100e-05	5.62501600e-07	1.00016800e+00	7.61111500e-12	-2.99926300e-01	-5.66264200e-07	37
2.81071052e+01	23-06-02 15:26:07	6.89552700e-05	5.70054000e-07	1.00016900e+00	7.30826900e-12	-2.99926700e-01	-5.73882600e-07	38
2.87164837e+01	23-06-02 15:26:08	6.82024500e-05	5.76829100e-07	1.00016800e+00	7.42604200e-12	-2.99926800e-01	-5.78115300e-07	39
2.93411224e+01	23-06-02 15:26:08	6.89553800e-05	5.90250800e-07	1.00016800e+00	7.32088700e-12	-2.99927200e-01	-6.84820800e-07	40
2.99509404e+01	23-06-02 15:26:09	6.85371900e-05	6.04196500e-07	1.00016700e+00	7.57325700e-12	-2.99926100e-01	-6.41048500e-07	41
3.05602717e+01	23-06-02 15:26:09	6.97918600e-05	6.44294400e-07	1.00016700e+00	7.21152600e-12	-2.99926700e-01	-6.67590400e-07	42
3.11705843e+01	23-06-02 15:26:10	6.82861400e-05	6.20566500e-07	1.00016800e+00	6.95074400e-12	-2.99926300e-01	-6.58672100e-07	43
3.17789439e+01	23-06-02 15:26:11	6.88715700e-05	6.50564500e-07	1.00016700e+00	6.95074300e-12	-2.99926800e-01	-6.84107400e-07	44
3.24040751e+01	23-06-02 15:26:11	6.88717700e-05	6.40967100e-07	1.00016700e+00	7.36715500e-12	-2.99927400e-01	-6.73180900e-07	45
3.30134603e+01	23-06-02 15:26:12	6.86207500e-05	6.62507900e-07	1.00016800e+00	7.07692900e-12	-2.99926300e-01	-6.84193400e-07	46
3.36231427e+01	23-06-02 15:26:12	6.87044300e-05	6.96588500e-07	1.00016700e+00	7.54802000e-12	-2.99927000e-01	-7.14881500e-07	47
3.42484632e+01	23-06-02 15:26:13	7.00428500e-05	7.20422100e-07	1.00016700e+00	7.60690700e-12	-2.99927100e-01	-7.26737500e-07	48
3.48545761e+01	23-06-02 15:26:14	6.93738700e-05	7.29256000e-07	1.00016800e+00	7.28723800e-12	-2.99926600e-01	-7.33952000e-07	49
3.54512053e+01	23-06-02 15:26:14	6.96245400e-05	7.36610600e-07	1.00016800e+00	7.32929900e-12	-2.99926900e-01	-7.28768700e-07	50
3.60608125e+01	23-06-02 15:26:15	6.94572500e-05	7.50801700e-07	1.00016700e+00	7.29144500e-12	-2.99926700e-01	-7.17612000e-07	51
3.66700095e+01	23-06-02 15:26:16	6.83697300e-05	7.14253400e-07	1.00016800e+00	7.56484600e-12	-2.99925600e-01	-7.16946400e-07	52
3.72799273e+01	23-06-02 15:26:16	7.02101400e-05	7.20167800e-07	1.00016800e+00	6.89185700e-12	-2.99926400e-01	-7.25715300e-07	53
3.79043821e+01	23-06-02 15:26:17	6.87044000e-05	7.29370400e-07	1.00016800e+00	7.48492800e-12	-2.99926100e-01	-7.35437600e-07	54
3.85132990e+01	23-06-02 15:26:17	6.91224400e-05	7.39290300e-07	1.00016700e+00	7.24517600e-12	-2.99926900e-01	-7.44158800e-07	55
3.91226169e+01	23-06-02 15:26:18	6.83698100e-05	7.46762600e-07	1.00016800e+00	7.51857800e-12	-2.99926800e-01	-7.52798300e-07	56
3.97483615e+01	23-06-02 15:26:19	6.86207200e-05	7.58587500e-07	1.00016700e+00	7.77936100e-12	-2.99926500e-01	-7.70300700e-07	57
4.03736080e+01	23-06-02 15:26:19	6.86207800e-05	7.88039000e-07	1.00016800e+00	7.43024800e-12	-2.99926100e-01	-8.08886000e-07	58
4.09979537e+01	23-06-02 15:26:20	6.84534300e-05	8.41082100e-07	1.00016900e+00	7.12319700e-12	-2.99927100e-01	-8.60199900e-07	59
4.16074094e+01	23-06-02 15:26:20	6.95408100e-05	8.52048600e-07	1.00016800e+00	7.41342300e-12	-2.99926300e-01	-8.67892000e-07	60
4.22169583e+01	23-06-02 15:26:21	6.91227300e-05	8.81286700e-07	1.00016800e+00	7.32509400e-12	-2.99927700e-01	-8.71144300e-07	61
4.28411981e+01	23-06-02 15:26:22	6.89553500e-05	8.33954400e-07	1.00016800e+00	7.08534100e-12	-2.99926700e-01	-8.51322000e-07	62
4.34664098e+01	23-06-02 15:26:22	6.93735200e-05	8.77049700e-07	1.00016800e+00	7.46389700e-12	-2.99927200e-01	-8.82068600e-07	63
4.40913681e+01	23-06-02 15:26:23	6.82024200e-05	8.90948900e-07	1.00016700e+00	7.47651600e-12	-2.99925900e-01	-9.00741400e-07	64
4.47016698e+01	23-06-02 15:26:24	6.76169600e-05	8.90271900e-07	1.00016700e+00	7.28723800e-12	-2.99926900e-01	-9.00225400e-07	65
