Time elapsed	Time stamp	Source Voltage	Source Current	Gate Voltage	Gate Current	Drain Voltage	Drain Current	Loop2 Index
4.44281812e+01	23-06-16 11:53:02	6.69496100e-05	-6.77005900e-10	8.00113300e-01	8.32587400e-09	-2.99925300e-01	-7.39153600e-09	65
4.50986644e+01	23-06-16 11:53:02	6.77864000e-05	-6.17684000e-10	8.00113600e-01	8.00008200e-09	-2.99924300e-01	-6.48354000e-09	66
4.57708725e+01	23-06-16 11:53:03	6.81210100e-05	-6.76307900e-10	8.00112900e-01	8.44605900e-09	-2.99926300e-01	-7.53948200e-09	67
4.64418034e+01	23-06-16 11:53:04	6.71173600e-05	-6.15434300e-10	8.00113900e-01	7.36593900e-09	-2.99925100e-01	-7.20075600e-09	68
4.71136988e+01	23-06-16 11:53:04	6.81208900e-05	-5.64152200e-10	8.00113300e-01	7.92764900e-09	-2.99925000e-01	-7.39444200e-09	69
4.77862505e+01	23-06-16 11:53:05	6.69499600e-05	-5.71430700e-10	8.00113100e-01	7.69666100e-09	-2.99922300e-01	-8.20925000e-09	70
4.84574309e+01	23-06-16 11:53:06	6.82044800e-05	-4.80332600e-10	8.00120100e-01	7.51612000e-09	-2.99924600e-01	-6.86766100e-09	71
4.91289750e+01	23-06-16 11:53:06	5.89196300e-05	-5.18886800e-10	8.00108900e-01	7.38955800e-09	-2.99951500e-01	-7.06341600e-09	72
4.98013954e+01	23-06-16 11:53:07	6.78700100e-05	-4.72070100e-10	8.00114500e-01	7.73561300e-09	-2.99930500e-01	-7.13316300e-09	73
5.04885927e+01	23-06-16 11:53:08	6.51094600e-05	-3.66456900e-10	8.00112500e-01	4.89773300e-09	-2.99920900e-01	-7.27114800e-09	74
5.11606325e+01	23-06-16 11:53:08	4.98018600e-05	-1.39935700e-09	8.00127900e-01	7.20943700e-09	-2.99919300e-01	-6.35579000e-09	75
5.18323062e+01	23-06-16 11:53:09	6.67823500e-05	-2.21498900e-10	8.00150200e-01	7.85007800e-09	-2.99933800e-01	-6.76934500e-09	76
5.25048451e+01	23-06-16 11:53:10	8.07518400e-05	2.98454700e-10	8.00113000e-01	8.90933600e-09	-2.99924800e-01	-6.60644000e-09	77
5.31773797e+01	23-06-16 11:53:10	6.05088400e-05	1.63404300e-11	8.00108500e-01	4.78129100e-09	-2.99920700e-01	-6.86750100e-09	78
5.38485227e+01	23-06-16 11:53:11	6.66989400e-05	-3.55785000e-10	8.00116100e-01	6.98959400e-09	-2.99924700e-01	-6.57665000e-09	79
5.45204745e+01	23-06-16 11:53:12	6.72008100e-05	-4.74752700e-10	8.00095800e-01	5.55442000e-09	-2.99924200e-01	-6.93324900e-09	80
5.51921493e+01	23-06-16 11:53:12	6.24327200e-05	-2.40290400e-10	8.00113400e-01	6.93076500e-09	-2.99925000e-01	-6.48151100e-09	81
5.58644942e+01	23-06-16 11:53:13	4.81289500e-05	-5.90319900e-11	8.00105800e-01	8.48828000e-09	-2.99925300e-01	-6.47043700e-09	82
5.65360547e+01	23-06-16 11:53:14	7.13831700e-05	-4.52786900e-10	8.00113500e-01	6.89128700e-09	-2.99924900e-01	-6.33807700e-09	83
5.72074605e+01	23-06-16 11:53:15	6.62806500e-05	-3.45714400e-10	8.00113500e-01	6.74827000e-09	-2.99921400e-01	-6.41415000e-09	84
5.78795799e+01	23-06-16 11:53:15	6.48584400e-05	-9.34410200e-10	8.00116600e-01	6.74193600e-09	-2.99925000e-01	-6.31882000e-09	85
5.85510349e+01	23-06-16 11:53:16	8.20066100e-05	-3.81855200e-10	8.00114000e-01	6.71806000e-09	-2.99925400e-01	-6.25046800e-09	86
5.92230505e+01	23-06-16 11:53:17	6.48584100e-05	-4.40285700e-10	8.00106600e-01	6.07337400e-09	-2.99940700e-01	-6.48091700e-09	87
5.98951847e+01	23-06-16 11:53:17	5.58246700e-05	-3.96450200e-10	8.00113500e-01	6.56752700e-09	-2.99925000e-01	-6.22966800e-09	88
6.05667280e+01	23-06-16 11:53:18	6.76189700e-05	-4.28491200e-10	8.00113500e-01	7.10095900e-09	-2.99925000e-01	-6.19511700e-09	89
6.12395321e+01	23-06-16 11:53:19	6.24328700e-05	-4.06663800e-10	8.00114100e-01	6.61057000e-09	-2.99922900e-01	-6.13423900e-09	90
6.19106913e+01	23-06-16 11:53:19	6.88736900e-05	-4.12886800e-10	8.00114000e-01	6.56771300e-09	-2.99925800e-01	-6.14458700e-09	91
6.25825539e+01	23-06-16 11:53:20	6.69496900e-05	-4.14514100e-10	8.00114300e-01	6.54359900e-09	-2.99924100e-01	-6.10558800e-09	92
6.32699553e+01	23-06-16 11:53:21	6.80371600e-05	-4.02660700e-10	8.00123800e-01	6.50353000e-09	-2.99924800e-01	-6.08747900e-09	93
6.39417157e+01	23-06-16 11:53:21	6.76190300e-05	-3.32990700e-10	8.00132100e-01	2.88523700e-09	-2.99925100e-01	-5.84920100e-09	94
6.46138648e+01	23-06-16 11:53:22	6.73680300e-05	-3.87523300e-10	8.00113800e-01	6.45449400e-09	-2.99928700e-01	-6.04207800e-09	95
6.52858803e+01	23-06-16 11:53:23	7.33906000e-05	-4.19249100e-10	8.00137500e-01	8.67260800e-09	-2.99920900e-01	-6.02852300e-09	96
6.59575540e+01	23-06-16 11:53:23	5.03873100e-05	-3.73533800e-10	8.00113300e-01	7.63328000e-09	-2.99925200e-01	-6.00215700e-09	97
6.66293405e+01	23-06-16 11:53:24	4.71249500e-05	-3.87691600e-10	8.00113300e-01	7.05390300e-09	-2.99924700e-01	-5.94265200e-09	98
6.73013583e+01	23-06-16 11:53:25	6.66151200e-05	-3.88818500e-10	8.00114600e-01	6.35053600e-09	-2.99925200e-01	-5.95053500e-09	99
6.79732864e+01	23-06-16 11:53:25	6.86225200e-05	-3.76864000e-10	8.00113000e-01	6.33808400e-09	-2.99924800e-01	-5.95147400e-09	100
6.86451066e+01	23-06-16 11:53:26	5.03037000e-05	-6.99783800e-10	8.00113000e-01	6.10978400e-09	-2.99932700e-01	-5.67819700e-09	101
6.93170142e+01	23-06-16 11:53:27	6.76187400e-05	-1.18027700e-09	8.00113300e-01	6.29809800e-09	-2.99924400e-01	-5.90444600e-09	102
6.99867684e+01	23-06-16 11:53:27	6.82044800e-05	-5.37081500e-10	8.00103800e-01	6.25310800e-09	-2.99924300e-01	-5.89754300e-09	103
7.06460087e+01	23-06-16 11:53:28	6.91244700e-05	-3.73588300e-10	8.00114200e-01	6.04897300e-09	-2.99925900e-01	-5.92635500e-09	104
7.13170699e+01	23-06-16 11:53:29	7.00447100e-05	-1.31473200e-10	8.00113900e-01	6.82514900e-09	-2.99924900e-01	-5.85904500e-09	105
7.19889686e+01	23-06-16 11:53:29	6.76190300e-05	-3.62083900e-10	8.00115000e-01	6.20690500e-09	-2.99924100e-01	-5.84282000e-09	106
7.26601183e+01	23-06-16 11:53:30	6.74517400e-05	-3.69375200e-10	8.00113700e-01	6.18896300e-09	-2.99923300e-01	-5.81019400e-09	107
7.33331086e+01	23-06-16 11:53:31	6.53603900e-05	-3.57391400e-10	8.00116000e-01	6.82737300e-09	-2.99923900e-01	-5.78669600e-09	108
7.40039364e+01	23-06-16 11:53:31	6.88736300e-05	-3.58917900e-10	8.00123700e-01	6.08662200e-09	-2.99921300e-01	-5.79675600e-09	109
7.46774744e+01	23-06-16 11:53:32	6.84552300e-05	-1.61664000e-10	8.00107100e-01	9.91078000e-09	-2.99925000e-01	-5.66285000e-09	110
7.53479875e+01	23-06-16 11:53:33	6.66985500e-05	-5.75165000e-10	8.00113900e-01	5.75849400e-09	-2.99925000e-01	-5.80696600e-09	111
7.60206506e+01	23-06-16 11:53:33	6.97102500e-05	-3.16373000e-10	8.00121300e-01	5.18671800e-09	-2.99921800e-01	-5.77015800e-09	112
7.66927122e+01	23-06-16 11:53:34	6.72006300e-05	-3.70796400e-10	8.00113600e-01	6.07416400e-09	-2.99924800e-01	-5.74073400e-09	113
7.73637974e+01	23-06-16 11:53:35	6.80371600e-05	-3.47430100e-10	8.00113600e-01	6.07505300e-09	-2.99924300e-01	-5.73673900e-09	114
7.80353610e+01	23-06-16 11:53:35	6.84554100e-05	-3.45176500e-10	8.00113900e-01	6.05375100e-09	-2.99925200e-01	-5.71089600e-09	115
7.87075872e+01	23-06-16 11:53:36	6.82879200e-05	-3.39348400e-10	8.00113600e-01	6.05204800e-09	-2.99909600e-01	-1.30640900e-08	116
7.93791973e+01	23-06-16 11:53:37	7.59001500e-05	-4.76775500e-10	8.00107700e-01	7.69523300e-09	-2.99925400e-01	-5.38064300e-09	117
8.00520475e+01	23-06-16 11:53:37	5.11400000e-05	-4.30459200e-10	8.00097800e-01	4.65773000e-09	-2.99925100e-01	-5.29823400e-09	118
8.07238813e+01	23-06-16 11:53:38	5.86685500e-05	-4.30682000e-10	8.00117900e-01	3.58307000e-09	-2.99921600e-01	-5.64276500e-09	119
8.13945356e+01	23-06-16 11:53:39	6.84553500e-05	-6.26728600e-10	8.00117200e-01	5.71419000e-09	-2.99926900e-01	-5.69703900e-09	120
8.20669631e+01	23-06-16 11:53:39	6.72006000e-05	-7.54771500e-11	8.00114600e-01	5.94918500e-09	-2.99935100e-01	-6.35163900e-09	121
8.27396725e+01	23-06-16 11:53:40	6.78697500e-05	-3.50163200e-10	8.00113500e-01	5.95731000e-09	-2.99923900e-01	-5.56157600e-09	122
8.34103176e+01	23-06-16 11:53:41	6.73678000e-05	-3.28436700e-10	8.00113400e-01	5.94533500e-09	-2.99924300e-01	-5.61721800e-09	123
8.40825136e+01	23-06-16 11:53:41	6.81207200e-05	-3.21376900e-10	8.00113600e-01	5.94768300e-09	-2.99924200e-01	-5.49154500e-09	124
8.47539144e+01	23-06-16 11:53:42	6.73679200e-05	-3.21074100e-10	8.00113400e-01	5.92092600e-09	-2.99923000e-01	-5.22331300e-09	125
8.54275717e+01	23-06-16 11:53:43	6.63644200e-05	-3.06634600e-10	8.00114600e-01	5.97527200e-09	-2.99924600e-01	-5.77495600e-09	126
8.60987004e+01	23-06-16 11:53:43	6.74515600e-05	-3.29437600e-10	8.00112400e-01	5.87957900e-09	-2.99924700e-01	-5.23441600e-09	127
8.67699385e+01	23-06-16 11:53:44	6.83715100e-05	-3.04877000e-10	8.00114100e-01	5.90382400e-09	-2.99923800e-01	-5.60427600e-09	128
8.74421245e+01	23-06-16 11:53:45	6.82044800e-05	-3.12243800e-10	8.00113600e-01	5.89240800e-09	-2.99922600e-01	-5.29251400e-09	129
8.81134478e+01	23-06-16 11:53:45	6.80371000e-05	-3.01551100e-10	8.00113000e-01	5.81835400e-09	-2.99923100e-01	-5.58267200e-09	130
8.87852657e+01	23-06-16 11:53:46	6.73678000e-05	-3.04460700e-10	8.00111900e-01	5.82146600e-09	-2.99924500e-01	-6.35508100e-09	131
8.94576968e+01	23-06-16 11:53:47	6.81207800e-05	-3.25632100e-10	8.00131700e-01	5.71424200e-09	-2.99924800e-01	-5.67501600e-09	132
9.01291179e+01	23-06-16 11:53:47	6.82880100e-05	-3.09288000e-10	8.00115100e-01	5.83199600e-09	-2.99923900e-01	-5.49434900e-09	133
9.08014294e+01	23-06-16 11:53:48	6.79532500e-05	-3.64005700e-10	8.00106600e-01	5.60012100e-09	-2.99925500e-01	-5.45655700e-09	134
9.14729420e+01	23-06-16 11:53:49	7.59000500e-05	3.38537900e-11	8.00083100e-01	6.45431800e-09	-2.99920800e-01	-4.89527100e-09	135
9.21447323e+01	23-06-16 11:53:49	6.80369300e-05	-1.06706600e-10	8.00113900e-01	5.77439600e-09	-2.99940800e-01	-5.60963700e-09	136
9.28169628e+01	23-06-16 11:53:50	7.07136900e-05	-2.84479400e-10	8.00113000e-01	5.84634000e-09	-2.99924700e-01	-5.39419800e-09	137
9.34893827e+01	23-06-16 11:53:51	6.83713800e-05	5.84524100e-11	8.00143300e-01	6.93436600e-09	-2.99927100e-01	-5.86608900e-09	138
9.41582109e+01	23-06-16 11:53:51	6.86226400e-05	-2.94335400e-10	8.00114600e-01	5.76226800e-09	-2.99924700e-01	-5.42028100e-09	139
9.48174477e+01	23-06-16 11:53:52	6.80370100e-05	-2.95096500e-10	8.00112700e-01	5.74383200e-09	-2.99919500e-01	-6.55392300e-09	140
9.54895234e+01	23-06-16 11:53:53	6.72006600e-05	-6.13017200e-10	8.00112500e-01	5.80723500e-09	-2.99923500e-01	-5.46462200e-09	141
9.61600084e+01	23-06-16 11:53:53	6.71170100e-05	-3.02261700e-10	8.00113900e-01	5.74124600e-09	-2.99925100e-01	-5.42388200e-09	142
9.68324581e+01	23-06-16 11:53:54	6.82879200e-05	-2.89756400e-10	8.00114300e-01	6.47892200e-09	-2.99926100e-01	-5.48664500e-09	143
9.75038961e+01	23-06-16 11:53:55	6.82042800e-05	-3.30808400e-10	8.00120200e-01	3.58406300e-09	-2.99927000e-01	-5.18150900e-09	144
9.81777060e+01	23-06-16 11:53:55	6.88734000e-05	-4.97561000e-11	8.00124000e-01	6.54173300e-09	-2.99922100e-01	-3.96746200e-09	145
9.88478306e+01	23-06-16 11:53:56	6.72007100e-05	-2.39100500e-10	8.00113700e-01	5.69685200e-09	-2.99924400e-01	-5.37859500e-09	146
9.95197870e+01	23-06-16 11:53:57	6.80369600e-05	-2.99869000e-10	8.00114500e-01	5.67501100e-09	-2.99924400e-01	-5.21928900e-09	147
1.00191712e+02	23-06-16 11:53:57	6.77023200e-05	-2.53476900e-10	8.00114200e-01	5.64118800e-09	-2.99922000e-01	-5.28609300e-09	148
1.00878983e+02	23-06-16 11:53:58	5.97557800e-05	-8.20236300e-10	8.00112800e-01	4.00468700e-09	-2.99926100e-01	-5.74299900e-09	149
1.01550728e+02	23-06-16 11:53:59	6.74516200e-05	-3.38473900e-10	8.00129900e-01	5.67717200e-09	-2.99923400e-01	-5.31473500e-09	150
1.02236366e+02	23-06-16 11:54:00	6.72005100e-05	-2.95370000e-10	8.00113900e-01	5.65100100e-09	-2.99926000e-01	-5.36429400e-09	151
1.02894665e+02	23-06-16 11:54:00	6.66987000e-05	-2.78096300e-10	8.00114100e-01	5.64801600e-09	-2.99924900e-01	-5.37669900e-09	152
1.03566889e+02	23-06-16 11:54:01	6.68661000e-05	-2.92216400e-10	8.00114000e-01	5.62837500e-09	-2.99925800e-01	-5.36038700e-09	153
1.04238335e+02	23-06-16 11:54:02	6.72005700e-05	-2.81102800e-10	8.00113700e-01	5.63395500e-09	-2.99925400e-01	-5.33152700e-09	154
1.04910369e+02	23-06-16 11:54:02	6.67822600e-05	-2.86094000e-10	8.00114000e-01	5.61964700e-09	-2.99924100e-01	-5.32309500e-09	155
1.05582435e+02	23-06-16 11:54:03	6.73678300e-05	-2.83873800e-10	8.00113000e-01	5.60349700e-09	-2.99925000e-01	-5.29120100e-09	156
1.06254494e+02	23-06-16 11:54:04	6.74516200e-05	-2.88158600e-10	8.00113000e-01	5.62895100e-09	-2.99924600e-01	-5.37169700e-09	157
1.06927618e+02	23-06-16 11:54:04	6.71168700e-05	-2.84374200e-10	8.00113600e-01	5.42533800e-09	-2.99920800e-01	-5.26411100e-09	158
1.07598187e+02	23-06-16 11:54:05	5.34820100e-05	7.84214700e-11	8.00126200e-01	5.36652500e-09	-2.99941200e-01	-5.27552000e-09	159
1.08285436e+02	23-06-16 11:54:06	6.76187400e-05	-2.77667500e-10	8.00112700e-01	5.58485800e-09	-2.99924900e-01	-5.37713500e-09	160
1.08957229e+02	23-06-16 11:54:06	6.68659400e-05	-2.94390200e-10	8.00112900e-01	5.62620200e-09	-2.99932300e-01	-5.31145200e-09	161
1.09629270e+02	23-06-16 11:54:07	6.56947100e-05	-1.35985000e-10	8.00123700e-01	3.96848100e-09	-2.99922700e-01	-5.31775100e-09	162
1.10301003e+02	23-06-16 11:54:08	6.69496700e-05	1.19406500e-10	8.00075700e-01	5.56196800e-09	-2.99925900e-01	-4.67716900e-09	163
1.10973258e+02	23-06-16 11:54:08	6.85387600e-05	-4.62163700e-10	8.00116800e-01	5.59746800e-09	-2.99913100e-01	-5.12975100e-09	164
1.11644228e+02	23-06-16 11:54:09	6.57785000e-05	-2.70687500e-10	8.00113600e-01	5.54980000e-09	-2.99924700e-01	-5.26722400e-09	165
1.12317482e+02	23-06-16 11:54:10	6.83715700e-05	-2.72722600e-10	8.00113700e-01	5.53435900e-09	-2.99925400e-01	-5.24366600e-09	166
1.12988632e+02	23-06-16 11:54:10	6.72005700e-05	-2.73382800e-10	8.00113600e-01	5.51395200e-09	-2.99924900e-01	-5.25638300e-09	167
1.13661105e+02	23-06-16 11:54:11	6.75351500e-05	-2.68622900e-10	8.00113600e-01	5.51447600e-09	-2.99925000e-01	-5.26271200e-09	168
1.14332318e+02	23-06-16 11:54:12	6.72841600e-05	-2.82532500e-10	8.00113700e-01	5.51941300e-09	-2.99924400e-01	-5.25820900e-09	169
1.15003733e+02	23-06-16 11:54:12	6.80371000e-05	-2.75077300e-10	8.00113600e-01	5.52526500e-09	-2.99924800e-01	-5.18073700e-09	170
1.15677717e+02	23-06-16 11:54:13	6.73678300e-05	-2.69968400e-10	8.00113000e-01	5.38032200e-09	-2.99924900e-01	-5.02791000e-09	171
1.16348418e+02	23-06-16 11:54:14	6.72005700e-05	-2.68147700e-10	8.00112700e-01	5.22918800e-09	-2.99924300e-01	-5.03331600e-09	172
1.17019612e+02	23-06-16 11:54:14	6.85390200e-05	-2.64552600e-10	8.00113800e-01	5.53926800e-09	-2.99924900e-01	-5.37290900e-09	173
