Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

1.16132146e+02	2023-02-13T20:56:38.596478	6.68019000e-05	6.73622600e-12	9.91681395e+06	-9.99437900e-02	9.70068600e-10	-1.03027549e+08	-5.99917600e-01	-7.38896700e-10	8.11909973e+08
1.17334934e+02	2023-02-13T20:56:39.798561	6.74712700e-05	6.83717400e-12	9.86829793e+06	-9.99439200e-02	3.75235000e-10	-2.66350207e+08	-5.49922500e-01	-3.77603700e-10	1.45634828e+09
1.18553441e+02	2023-02-13T20:56:41.017646	6.73876000e-05	7.37976800e-12	9.13139817e+06	-9.99439900e-02	1.67623200e-10	-5.96241988e+08	-4.99927400e-01	-4.05834400e-10	1.23185073e+09
1.19777862e+02	2023-02-13T20:56:42.241730	6.66346000e-05	7.24937700e-12	9.19176917e+06	-9.99443600e-02	5.63861000e-10	-1.77249996e+08	-4.49939900e-01	-6.76876200e-10	6.64729976e+08
1.20991173e+02	2023-02-13T20:56:43.454816	6.69692700e-05	7.16104800e-12	9.35188118e+06	-9.99440200e-02	1.44364800e-11	-6.92301863e+09	-3.99913600e-01	2.84895500e-10	-1.40372031e+09
1.22214041e+02	2023-02-13T20:56:44.677900	6.59652300e-05	6.15157000e-12	1.07233162e+07	-9.99436200e-02	1.53699700e-11	-6.50252538e+09	-3.49914900e-01	2.57511400e-11	-1.35883266e+10
1.23428370e+02	2023-02-13T20:56:45.892985	6.73876000e-05	7.33350100e-12	9.18900809e+06	-9.99440200e-02	1.29521500e-11	-7.71640384e+09	-2.99925800e-01	-1.98073700e-10	1.51421314e+09
1.24647073e+02	2023-02-13T20:56:47.111070	6.64672500e-05	2.17691300e-12	3.05328003e+07	-9.99438800e-02	1.47056400e-11	-6.79629584e+09	-2.49931500e-01	-2.76664300e-10	9.03374595e+08
1.25870136e+02	2023-02-13T20:56:48.334155	6.71365700e-05	7.35032600e-12	9.13382209e+06	-9.99440100e-02	1.44882900e-10	-6.89826129e+08	-1.99934900e-01	-4.19418100e-10	4.76695927e+08
1.27084596e+02	2023-02-13T20:56:49.549239	6.66346200e-05	7.79197000e-12	8.55170387e+06	-9.99437000e-02	6.47825300e-11	-1.54275697e+09	-1.49940200e-01	-1.30474500e-10	1.14919160e+09
1.28303315e+02	2023-02-13T20:56:50.767324	6.59652100e-05	6.21886800e-12	1.06072697e+07	-9.99442800e-02	-1.47020400e-10	6.79798722e+08	-9.99413500e-02	4.23942600e-11	-2.35742645e+09
1.29526377e+02	2023-02-13T20:56:51.990410	6.75549400e-05	6.16418800e-12	1.09592602e+07	-9.99444000e-02	-2.04909700e-10	4.87748506e+08	-4.99395000e-02	5.70001000e-10	-8.76130042e+07
1.30740947e+02	2023-02-13T20:56:53.205494	6.70529700e-05	6.68575200e-12	1.00292338e+07	-9.99421500e-02	-8.44385500e-11	1.18360808e+09	5.71253500e-05	8.69103200e-11	6.57290757e+05
1.31959647e+02	2023-02-13T20:56:54.423579	6.78059500e-05	5.86135600e-12	1.15683043e+07	-9.99437600e-02	-2.58215500e-10	3.87055618e+08	5.00523400e-02	3.40768600e-11	1.46880728e+09
1.33178363e+02	2023-02-13T20:56:55.642664	6.74713300e-05	7.13160500e-12	9.46088994e+06	-9.99435600e-02	-2.53198900e-10	3.94723516e+08	1.00053500e-01	-1.76082100e-12	-5.68220733e+10
1.34401625e+02	2023-02-13T20:56:56.865749	6.65509000e-05	6.00015300e-12	1.10915338e+07	-9.99438000e-02	-1.21126500e-10	8.25119194e+08	1.50053000e-01	2.65454300e-10	5.65268673e+08
1.35615705e+02	2023-02-13T20:56:58.079833	6.66345600e-05	6.59321700e-12	1.01065322e+07	-9.99436300e-02	-2.24462500e-10	4.45257582e+08	2.00045700e-01	1.03336300e-09	1.93587055e+08
1.36834891e+02	2023-02-13T20:56:59.298918	6.69692900e-05	7.80459000e-12	8.58075696e+06	-9.99445600e-02	-7.61043900e-11	1.31325617e+09	2.50077300e-01	1.50764500e-09	1.65872802e+08
1.38054981e+02	2023-02-13T20:57:00.519003	6.80569800e-05	6.24831100e-12	1.08920603e+07	-9.99438600e-02	-1.47392200e-09	6.78081065e+07	3.00076400e-01	2.61024800e-10	1.14960877e+09
1.39278198e+02	2023-02-13T20:57:01.742088	6.67182300e-05	7.29143900e-12	9.15021438e+06	-9.99457000e-02	-2.45563000e-10	4.07006349e+08	3.50099300e-01	1.66916400e-09	2.09745298e+08
