Time elapsed	Time stamp	Drain_TR Voltage	Drain_TR Current	Drain_TR Resistance	Gate Voltage	Gate Current	Gate Resistance	Loop_TR Index
s		V	A	V/A	V	A	V/A	

8.61596267e+00	2023-06-20T11:25:51.741298	-1.00000000e-01	-8.48610000e-05	1.17839761e+03	1.00000000e+00	-1.33500000e-11	-7.49063670e+10	22
8.99273723e+00	2023-06-20T11:25:52.111333	-1.00000000e-01	-8.48750000e-05	1.17820324e+03	1.00000000e+00	-2.03870000e-10	-4.90508657e+09	23
9.35598892e+00	2023-06-20T11:25:52.481315	-1.00000000e-01	-8.48680000e-05	1.17830042e+03	1.00000000e+00	3.36470000e-10	2.97203317e+09	24
9.71481477e+00	2023-06-20T11:25:52.831339	-1.00000000e-01	-8.49250000e-05	1.17750957e+03	1.00000000e+00	-3.52860000e-10	-2.83398515e+09	25
1.00881990e+01	2023-06-20T11:25:53.211332	-1.00000000e-01	-8.48680000e-05	1.17830042e+03	1.00000000e+00	3.22800000e-10	3.09789343e+09	26
1.04550162e+01	2023-06-20T11:25:53.571552	-1.00000000e-01	-8.48910000e-05	1.17798118e+03	1.00000000e+00	-3.11790000e-10	-3.20728696e+09	27
1.08362338e+01	2023-06-20T11:25:53.961543	-1.00000000e-01	-8.48750000e-05	1.17820324e+03	1.00000000e+00	1.79100000e-11	5.58347292e+10	28
1.12035134e+01	2023-06-20T11:25:54.321782	-1.00000000e-01	-8.48820000e-05	1.17810608e+03	1.00000000e+00	1.95710000e-10	5.10960094e+09	29
1.15763803e+01	2023-06-20T11:25:54.701762	-1.00000000e-01	-8.48910000e-05	1.17798118e+03	1.00000000e+00	-4.39960000e-10	-2.27293390e+09	30
1.19464353e+01	2023-06-20T11:25:55.071765	-1.00000000e-01	-8.48700000e-05	1.17827265e+03	1.00000000e+00	5.01860000e-10	1.99258757e+09	31
1.23263877e+01	2023-06-20T11:25:55.451767	-1.00000000e-01	-8.49120000e-05	1.17768984e+03	1.00000000e+00	-4.51350000e-10	-2.21557550e+09	32
1.26870088e+01	2023-06-20T11:25:55.811798	-1.00000000e-01	-8.48910000e-05	1.17798118e+03	1.00000000e+00	2.41660000e-10	4.13804519e+09	33
1.30644000e+01	2023-06-20T11:25:56.181775	-1.00000000e-01	-8.48770000e-05	1.17817548e+03	1.00000000e+00	-2.32900000e-11	-4.29368828e+10	34
1.34319245e+01	2023-06-20T11:25:56.551799	-1.00000000e-01	-8.48980000e-05	1.17788405e+03	1.00000000e+00	-2.39000000e-10	-4.18410042e+09	35
1.37988529e+01	2023-06-20T11:25:56.922141	-1.00000000e-01	-8.48770000e-05	1.17817548e+03	1.00000000e+00	4.14450000e-10	2.41283629e+09	36
1.41782638e+01	2023-06-20T11:25:57.302000	-1.00000000e-01	-8.48840000e-05	1.17807832e+03	1.00000000e+00	-4.92170000e-10	-2.03181827e+09	37
1.45538708e+01	2023-06-20T11:25:57.672002	-1.00000000e-01	-8.48910000e-05	1.17798118e+03	1.00000000e+00	4.50780000e-10	2.21837704e+09	38
