Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

1.05471681e+02	2023-02-02T16:37:16.125982	6.70528800e-05	6.55168400e-08	1.02344496e+03	-9.99447700e-02	1.25989300e-11	-7.93279826e+09	-7.99918100e-01	-5.82003100e-08	1.37442240e+07
1.06971446e+02	2023-02-02T16:37:17.625078	6.72201500e-05	1.45685300e-08	4.61406539e+03	-9.99449600e-02	1.22625200e-11	-8.15044216e+09	-7.49926100e-01	-2.06705600e-08	3.62799121e+07
1.08737227e+02	2023-02-02T16:37:19.391191	5.70126800e-05	-9.20584400e-09	-6.19309647e+03	-9.99459300e-02	1.20228500e-11	-8.31299817e+09	-6.99939300e-01	-5.63243200e-09	1.24269463e+08
1.10237032e+02	2023-02-02T16:37:20.891286	5.91044300e-05	-1.80076300e-08	-3.28218816e+03	-9.99456300e-02	1.26998400e-11	-7.86983379e+09	-6.49907900e-01	-8.78465400e-11	7.39821853e+09
1.11737249e+02	2023-02-02T16:37:22.391382	6.11961000e-05	-1.88560900e-08	-3.24542893e+03	-9.99456600e-02	1.21574000e-11	-8.22097323e+09	-5.99918300e-01	2.83380700e-09	-2.11700479e+08
1.13237054e+02	2023-02-02T16:37:23.891477	6.41245600e-05	-1.87699400e-08	-3.41634337e+03	-9.99459300e-02	1.20565100e-11	-8.28978950e+09	-5.49921300e-01	5.82413100e-09	-9.44211763e+07
1.14737044e+02	2023-02-02T16:37:25.390573	5.76820300e-05	-1.56400200e-08	-3.68810462e+03	-9.99459500e-02	1.21742000e-11	-8.20965238e+09	-4.99924700e-01	6.21705100e-09	-8.04118705e+07
1.16237165e+02	2023-02-02T16:37:26.890669	5.19925200e-05	-1.44335400e-08	-3.60220154e+03	-9.99462700e-02	1.24980100e-11	-7.99697472e+09	-4.49939600e-01	6.35501000e-09	-7.08007698e+07
1.17737116e+02	2023-02-02T16:37:28.390764	5.09048800e-05	-1.53904300e-08	-3.30756711e+03	-9.99457900e-02	1.27166400e-11	-7.85944951e+09	-3.99909500e-01	7.45762700e-09	-5.36242293e+07
1.19237185e+02	2023-02-02T16:37:29.891417	5.13231800e-05	-1.83662800e-08	-2.79442435e+03	-9.99448500e-02	1.22709200e-11	-8.14485385e+09	-3.49913500e-01	9.29970300e-09	-3.76263091e+07
1.20737184e+02	2023-02-02T16:37:31.391513	5.32476300e-05	-2.08085400e-08	-2.55893157e+03	-9.99463600e-02	1.28301800e-11	-7.78994215e+09	-2.99925400e-01	1.09262100e-08	-2.74500856e+07
1.22237044e+02	2023-02-02T16:37:32.890608	5.70126500e-05	-2.15629400e-08	-2.64401097e+03	-9.99455800e-02	1.23676400e-11	-8.08121679e+09	-2.49932100e-01	1.16935600e-08	-2.13734825e+07
1.23737186e+02	2023-02-02T16:37:34.390704	6.16144800e-05	-2.29001800e-08	-2.69056750e+03	-9.99457400e-02	1.24306900e-11	-8.04024073e+09	-1.99935000e-01	1.28033000e-08	-1.56158959e+07
1.25237270e+02	2023-02-02T16:37:35.890800	6.63836500e-05	-2.47593300e-08	-2.68115696e+03	-9.99454600e-02	1.29773700e-11	-7.70151887e+09	-1.49939200e-01	1.34782800e-08	-1.11245055e+07
1.26737299e+02	2023-02-02T16:37:37.390896	6.30369000e-05	-2.55003600e-08	-2.47200040e+03	-9.99456300e-02	1.25526700e-11	-7.96210129e+09	-9.99421200e-02	1.46515900e-08	-6.82124739e+06
1.28237371e+02	2023-02-02T16:37:38.890992	5.90207700e-05	-2.68707800e-08	-2.19646657e+03	-9.99449100e-02	1.25148500e-11	-7.98610531e+09	-4.99397000e-02	1.60619000e-08	-3.10920252e+06
1.29737068e+02	2023-02-02T16:37:40.391087	5.66780400e-05	-2.73584300e-08	-2.07168467e+03	-9.99455400e-02	1.24685800e-11	-8.01579169e+09	5.63733100e-05	1.85888300e-08	3.03264434e+03
1.31237188e+02	2023-02-02T16:37:41.891183	5.65943800e-05	-2.95037800e-08	-1.91820777e+03	-9.99452100e-02	1.25316500e-11	-7.97542303e+09	5.00545000e-02	2.16926700e-08	2.30743841e+06
1.32737182e+02	2023-02-02T16:37:43.391279	5.69290800e-05	-3.10011400e-08	-1.83635441e+03	-9.99453400e-02	1.23928900e-11	-8.06473228e+09	1.00056400e-01	2.40190800e-08	4.16570493e+06
