Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

1.73670600e+00	2023-02-02T16:35:32.389024	6.95630000e-05	1.17833300e-07	5.90350945e+02	-2.99968900e-01	1.20226800e-11	-2.49502524e+10	-7.99918300e-01	-7.53585700e-08	1.06148285e+07
4.58237655e+00	2023-02-02T16:35:35.229047	6.77222700e-05	2.00695600e-08	3.37437742e+03	-2.99969500e-01	1.24263700e-11	-2.41397528e+10	-7.49926000e-01	-2.54294100e-08	2.94904994e+07
6.34667628e+00	2023-02-02T16:35:36.999061	5.73474200e-05	-9.86667300e-09	-5.81223478e+03	-2.99969400e-01	1.26954700e-11	-2.36280658e+10	-6.99939500e-01	-8.29297500e-09	8.44014964e+07
7.84671810e+00	2023-02-02T16:35:38.499733	5.36659900e-05	-1.96976600e-08	-2.72448555e+03	-2.99970300e-01	1.27039000e-11	-2.36124576e+10	-6.49906900e-01	-2.39285300e-09	2.71603354e+08
9.34664898e+00	2023-02-02T16:35:39.999828	5.88535000e-05	-2.35298900e-08	-2.50122291e+03	-2.99969500e-01	-3.76691700e-12	7.96326280e+10	-5.99918500e-01	2.28632600e-09	-2.62394121e+08
1.08466549e+01	2023-02-02T16:35:41.499925	6.69694000e-05	-2.14206800e-08	-3.12639001e+03	-2.99970600e-01	8.72600700e-12	-3.43766169e+10	-5.49922100e-01	4.38692200e-09	-1.25354884e+08
1.23465514e+01	2023-02-02T16:35:43.000020	5.65944100e-05	-1.66858500e-08	-3.39176068e+03	-2.99969500e-01	1.25651100e-11	-2.38732092e+10	-4.99926400e-01	4.27753400e-09	-1.16872572e+08
1.38467573e+01	2023-02-02T16:35:44.500116	4.94824700e-05	-1.47431400e-08	-3.35630469e+03	-2.99970200e-01	1.27963800e-11	-2.34418015e+10	-4.49941700e-01	4.26520900e-09	-1.05491126e+08
1.53465531e+01	2023-02-02T16:35:46.000212	4.99845100e-05	-1.51958400e-08	-3.28935485e+03	-2.99969600e-01	1.26281900e-11	-2.37539663e+10	-3.99911100e-01	5.10561200e-09	-7.83277499e+07
1.68466703e+01	2023-02-02T16:35:47.500307	5.14906000e-05	-1.77211100e-08	-2.90560806e+03	-2.99969800e-01	1.25945400e-11	-2.38174479e+10	-3.49914800e-01	6.90934400e-09	-5.06437080e+07
1.83467770e+01	2023-02-02T16:35:49.000403	5.50046800e-05	-1.99453500e-08	-2.75776961e+03	-2.99969400e-01	1.25104200e-11	-2.39775643e+10	-2.99926900e-01	9.02667000e-09	-3.32267492e+07
1.98473711e+01	2023-02-02T16:35:50.500499	5.98575300e-05	-2.12453800e-08	-2.81743749e+03	-2.99969400e-01	1.29982300e-11	-2.30777113e+10	-2.49932500e-01	1.05248500e-08	-2.37468943e+07
2.13466462e+01	2023-02-02T16:35:51.999594	6.59653700e-05	-2.34440700e-08	-2.81373371e+03	-2.99968900e-01	1.26534100e-11	-2.37065661e+10	-1.99933500e-01	1.24008300e-08	-1.61225902e+07
2.28466560e+01	2023-02-02T16:35:53.499690	6.77224300e-05	-2.53661500e-08	-2.66979538e+03	-2.99969600e-01	1.26575900e-11	-2.36987926e+10	-1.49941100e-01	1.43622300e-08	-1.04399595e+07
2.43467903e+01	2023-02-02T16:35:54.999785	6.30369700e-05	-2.78852100e-08	-2.26058796e+03	-2.99969400e-01	1.27795300e-11	-2.34726473e+10	-9.99420800e-02	1.63432700e-08	-6.11518258e+06
2.58468782e+01	2023-02-02T16:35:56.499882	5.81005000e-05	-2.97303800e-08	-1.95424680e+03	-2.99969800e-01	1.29939800e-11	-2.30852903e+10	-4.99384200e-02	1.75063200e-08	-2.85259381e+06
2.73472149e+01	2023-02-02T16:35:58.000978	5.79331200e-05	-3.14745900e-08	-1.84063144e+03	-2.99970500e-01	1.26281700e-11	-2.37540752e+10	5.56205900e-05	2.05390600e-08	2.70803971e+03
2.88466505e+01	2023-02-02T16:35:59.500072	5.69290800e-05	-3.19805300e-08	-1.78011684e+03	-2.99969800e-01	1.26113500e-11	-2.37857010e+10	5.00562800e-02	2.39288100e-08	2.09188338e+06
3.03466517e+01	2023-02-02T16:36:01.000168	5.24946700e-05	-3.27584300e-08	-1.60247820e+03	-2.99969800e-01	1.25692900e-11	-2.38652939e+10	1.00057400e-01	2.52308800e-08	3.96567222e+06
