Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

8.76497813e-01	2023-02-13T17:56:16.239170	6.97301400e-05	3.47647800e-07	2.00576963e+02	-2.99967500e-01	-2.79133800e-10	1.07463697e+09	-4.98795500e-01	-2.90838500e-08	1.71502569e+07
3.49934891e+00	2023-02-13T17:56:18.869191	6.20326800e-05	5.08871000e-10	1.21902565e+05	-2.99968000e-01	-1.80036900e-10	1.66614733e+09	-5.15926000e-01	2.34760900e-09	-2.19766580e+08
5.19338879e+00	2023-02-13T17:56:20.559202	6.55467500e-05	-9.65308700e-09	-6.79023715e+03	-2.99966100e-01	-1.86600700e-10	1.60752934e+09	-4.67546400e-01	2.97407600e-09	-1.57207281e+08
7.03963390e+00	2023-02-13T17:56:22.409216	6.34550400e-05	-1.59701500e-08	-3.97335279e+03	-2.99966700e-01	-3.22448400e-10	9.30278147e+08	-4.19602800e-01	3.26227000e-09	-1.28622953e+08
8.88332038e+00	2023-02-13T17:56:24.254453	5.44188400e-05	-5.30753600e-08	-1.02531269e+03	-2.99967300e-01	-1.82589200e-10	1.64285347e+09	-3.66587800e-01	3.23275600e-09	-1.13397918e+08
1.08229641e+01	2023-02-13T17:56:26.193576	4.78926700e-05	-8.09121800e-08	-5.91909277e+02	-2.99967600e-01	-2.83902200e-10	1.05658780e+09	-3.28762200e-01	4.01260500e-09	-8.19323606e+07
1.27560700e+01	2023-02-13T17:56:28.126697	6.53794200e-05	-8.44473100e-08	-7.74203702e+02	-2.99968300e-01	-3.85190000e-10	7.78754121e+08	-1.99918200e-01	4.10005500e-08	-4.87598825e+06
1.44279021e+01	2023-02-13T17:56:29.798803	6.63834600e-05	-8.03452100e-08	-8.26227973e+02	-2.99966200e-01	-2.11413800e-10	1.41885818e+09	-1.49935200e-01	1.20918500e-08	-1.23996907e+07
1.58540927e+01	2023-02-13T17:56:31.224893	6.54630700e-05	-1.00342100e-07	-6.52398844e+02	-2.99966200e-01	-3.07630400e-10	9.75086337e+08	-9.99358400e-02	1.66196700e-08	-6.01310616e+06
1.72763747e+01	2023-02-13T17:56:32.646983	6.31203800e-05	-1.63598300e-07	-3.85825403e+02	-2.99966500e-01	-3.61915700e-10	8.28829752e+08	-4.99395100e-02	4.01853800e-08	-1.24272833e+06
1.86934794e+01	2023-02-13T17:56:34.064072	6.27020700e-05	-2.58063300e-07	-2.42971666e+02	-2.99966300e-01	-3.66242600e-10	8.19037163e+08	5.62061900e-05	7.21432400e-08	7.79091568e+02
1.98500090e+01	2023-02-13T17:56:35.221145	5.97736700e-05	-1.32630200e-07	-4.50679182e+02	-2.99967000e-01	-4.71495600e-10	6.36203180e+08	5.00535800e-02	7.30368400e-08	6.85319628e+05
2.10061812e+01	2023-02-13T17:56:36.377218	6.60488100e-05	-9.19200800e-08	-7.18546046e+02	-2.99966600e-01	-5.79103400e-10	5.17984526e+08	1.00055200e-01	6.80941500e-08	1.46936558e+06
2.21623954e+01	2023-02-13T17:56:37.533291	6.68018400e-05	-7.20732600e-08	-9.26860253e+02	-2.99967400e-01	-9.59643000e-10	3.12582283e+08	1.50051300e-01	5.23119100e-08	2.86839651e+06
2.33266818e+01	2023-02-13T17:56:38.697365	6.55467400e-05	-5.86662800e-08	-1.11728134e+03	-2.99966600e-01	-1.17748600e-09	2.54751734e+08	2.00044000e-01	5.00498400e-08	3.99689589e+06
2.44903285e+01	2023-02-13T17:56:39.861438	6.64671500e-05	-5.19902500e-08	-1.27845413e+03	-2.99966800e-01	-1.13254400e-09	2.64861056e+08	2.50074800e-01	5.51909500e-08	4.53108345e+06
2.56466564e+01	2023-02-13T17:56:41.017510	6.59650700e-05	-6.39648400e-08	-1.03127077e+03	-2.99967100e-01	-1.88855200e-09	1.58834440e+08	3.00075000e-01	5.48655600e-08	5.46927800e+06
2.68189487e+01	2023-02-13T17:56:42.189585	6.60488100e-05	-1.19342400e-07	-5.53439599e+02	-2.99967000e-01	-2.96511700e-09	1.01165317e+08	3.50100400e-01	1.17673000e-07	2.97519737e+06
2.77715942e+01	2023-02-13T17:56:43.142645	6.32878000e-05	-2.38747700e-07	-2.65082344e+02	-2.99967700e-01	-3.43575300e-09	8.73077023e+07	4.00097700e-01	2.08466400e-07	1.91924310e+06
