Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

8.80915005e-01	2023-02-13T17:49:25.330775	7.07340900e-05	2.69446900e-06	2.62515880e+01	-2.99966600e-01	-1.08438100e-09	2.76624729e+08	-9.99952900e-01	-1.21481000e-06	8.23135223e+05
2.97950738e+00	2023-02-13T17:49:27.431338	6.66343200e-05	5.11209100e-07	1.30346506e+02	-2.99967700e-01	-2.65299700e-10	1.13067486e+09	-9.49911300e-01	-5.81355500e-07	1.63395943e+06
4.10833812e+00	2023-02-13T17:49:28.561368	7.00647000e-05	2.34186000e-07	2.99183982e+02	-2.99967300e-01	-3.23125500e-10	9.28330633e+08	-8.99912700e-01	-2.44045000e-07	3.68748673e+06
5.51480993e+00	2023-02-13T17:49:29.968873	6.77220000e-05	9.01542900e-08	7.51178896e+02	-2.99968100e-01	-2.95406700e-10	1.01544109e+09	-8.49920400e-01	-1.10129700e-07	7.71744952e+06
6.66690048e+00	2023-02-13T17:49:31.120967	6.99810000e-05	3.13905500e-08	2.22936521e+03	-2.99967800e-01	-3.22406400e-10	9.30402746e+08	-8.49313900e-01	1.71893200e-09	-4.94093949e+08
8.37498554e+00	2023-02-13T17:49:32.829108	6.47936400e-05	-1.58017900e-09	-4.10039875e+04	-2.99969100e-01	-4.15835200e-10	7.21365339e+08	-8.04475000e-01	1.94732900e-09	-4.13117147e+08
9.81212818e+00	2023-02-13T17:49:34.266226	7.91010800e-05	5.69298500e-09	1.38944824e+04	-2.99967300e-01	-3.44027900e-10	8.71927248e+08	-7.86083400e-01	3.36409400e-09	-2.33668679e+08
1.10311163e+01	2023-02-13T17:49:35.485326	7.43320000e-05	-1.81390900e-08	-4.09789025e+03	-2.99967900e-01	-4.09578200e-10	7.32382485e+08	-7.18828500e-01	3.56426900e-09	-2.01676276e+08
1.30932276e+01	2023-02-13T17:49:37.547495	7.61727200e-05	-2.64826200e-08	-2.87632870e+03	-2.99967400e-01	-3.73058700e-10	8.04075605e+08	-6.69013800e-01	3.14780700e-09	-2.12533297e+08
1.51513939e+01	2023-02-13T17:49:39.605665	7.64238200e-05	-4.05066500e-08	-1.88669811e+03	-2.99968300e-01	-5.21828100e-10	5.74841217e+08	-6.51924000e-01	3.33449900e-09	-1.95508831e+08
1.70889425e+01	2023-02-13T17:49:41.543824	6.51283600e-05	-7.76928600e-08	-8.38279863e+02	-2.99967300e-01	-4.18215000e-10	7.17256196e+08	-4.99928200e-01	4.45062000e-08	-1.12327766e+07
1.84951962e+01	2023-02-13T17:49:42.949940	6.35386800e-05	-2.20800100e-07	-2.87765631e+02	-2.99967500e-01	-3.34848500e-10	8.95830502e+08	-4.49942200e-01	1.13507700e-07	-3.96397954e+06
1.96514808e+01	2023-02-13T17:49:44.106035	6.21163600e-05	-2.68191400e-07	-2.31612050e+02	-2.99966800e-01	-2.79806400e-10	1.07205125e+09	-3.99912200e-01	6.47273900e-08	-6.17840763e+06
2.08231949e+01	2023-02-13T17:49:45.278131	6.47100400e-05	-1.08042300e-07	-5.98932455e+02	-2.99967800e-01	-2.39746400e-10	1.25118792e+09	-3.49914900e-01	-1.18796700e-08	2.94549344e+07
2.22498914e+01	2023-02-13T17:49:46.704249	7.33279500e-05	7.92613000e-08	9.25141904e+02	-2.99968400e-01	-3.03766000e-10	9.87498272e+08	-3.01375100e-01	3.58410800e-08	-8.40865007e+06
2.36696851e+01	2023-02-13T17:49:48.124365	7.11525700e-05	5.22488400e-08	1.36180191e+03	-2.99967900e-01	-3.16826300e-10	9.46789771e+08	-2.51851700e-01	3.59166500e-08	-7.01211555e+06
2.50892228e+01	2023-02-13T17:49:49.543482	6.56304200e-05	-7.70379400e-08	-8.51923351e+02	-2.99967000e-01	-1.97495500e-10	1.51885486e+09	-2.02491600e-01	4.00164800e-08	-5.06020520e+06
2.65320295e+01	2023-02-13T17:49:50.986601	6.62997200e-05	-8.82166900e-08	-7.51555290e+02	-2.99967100e-01	-3.19849600e-10	9.37837971e+08	-1.49940000e-01	4.32968500e-08	-3.46306948e+06
2.76827305e+01	2023-02-13T17:49:52.137696	6.57977600e-05	-9.68608100e-08	-6.79302186e+02	-2.99966600e-01	-3.35719000e-10	8.93504985e+08	-9.99419500e-02	6.06969100e-08	-1.64657394e+06
