Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

1.05657658e+02	2023-02-02T16:40:49.225211	6.71365000e-05	5.73180200e-08	1.17129831e+03	-9.99455300e-02	1.31497800e-11	-7.60054769e+09	-7.99918600e-01	-5.11870800e-08	1.56273536e+07
1.07136548e+02	2023-02-02T16:40:50.704295	6.88935500e-05	1.75913600e-08	3.91632881e+03	-9.99455200e-02	1.24811900e-11	-8.00769157e+09	-7.49924200e-01	-2.08659400e-08	3.59401110e+07
1.08902190e+02	2023-02-02T16:40:52.469397	7.00649900e-05	-2.70568600e-09	-2.58954624e+04	-9.99451400e-02	1.25190300e-11	-7.98345718e+09	-6.99939000e-01	-8.86052600e-09	7.89951974e+07
1.10402162e+02	2023-02-02T16:40:53.969483	7.20730800e-05	-1.08323500e-08	-6.65350363e+03	-9.99451200e-02	1.23592500e-11	-8.08666545e+09	-6.49908700e-01	-3.31790300e-09	1.95879355e+08
1.11902295e+02	2023-02-02T16:40:55.469569	7.50015300e-05	-1.36062200e-08	-5.51229732e+03	-9.99455000e-02	1.26241500e-11	-7.91700827e+09	-5.99920200e-01	-6.16129800e-10	9.73691258e+08
1.13402157e+02	2023-02-02T16:40:56.969655	7.96870400e-05	-1.54360100e-08	-5.16241179e+03	-9.99452100e-02	1.27418900e-11	-7.84382929e+09	-5.49925100e-01	2.02289900e-09	-2.71850003e+08
1.14902178e+02	2023-02-02T16:40:58.469741	8.20297800e-05	-1.50407300e-08	-5.45384300e+03	-9.99448900e-02	1.25106300e-11	-7.98879753e+09	-4.99929500e-01	4.28453700e-09	-1.16682269e+08
1.16402160e+02	2023-02-02T16:40:59.969827	7.91849400e-05	-1.49587500e-08	-5.29355327e+03	-9.99449400e-02	1.27334800e-11	-7.84898865e+09	-4.49943900e-01	6.45261200e-09	-6.97305060e+07
1.17902170e+02	2023-02-02T16:41:01.469912	7.80973300e-05	-1.61413700e-08	-4.83833343e+03	-9.99458500e-02	1.25274400e-11	-7.97815436e+09	-3.99913400e-01	9.70945100e-09	-4.11880548e+07
1.19152280e+02	2023-02-02T16:41:02.719984	7.80972800e-05	-1.92492700e-08	-4.05715541e+03	-9.99451200e-02	1.24854000e-11	-8.00495939e+09	-3.49917300e-01	1.16576800e-08	-3.00160323e+07
1.20652304e+02	2023-02-02T16:41:04.220070	7.92686400e-05	-2.03321600e-08	-3.89868268e+03	-9.99454700e-02	1.19261200e-11	-8.38038440e+09	-2.99927800e-01	1.37575800e-08	-2.18009127e+07
1.22152160e+02	2023-02-02T16:41:05.720157	8.07746800e-05	-2.05722600e-08	-3.92638825e+03	-9.99451600e-02	1.91250300e-11	-5.22588252e+09	-2.49934100e-01	1.34271400e-08	-1.86140980e+07
1.23652158e+02	2023-02-02T16:41:07.219242	8.23644100e-05	-2.09107800e-08	-3.93884924e+03	-9.99450400e-02	1.17873900e-11	-8.47897966e+09	-1.99937300e-01	1.43925000e-08	-1.38917700e+07
1.25169398e+02	2023-02-02T16:41:08.737330	8.62969000e-05	-2.20170800e-08	-3.91954337e+03	-9.99451800e-02	1.22373000e-11	-8.16725748e+09	-1.49943800e-01	1.52288400e-08	-9.84604211e+06
1.26669296e+02	2023-02-02T16:41:10.236415	7.31608700e-05	-2.30420800e-08	-3.17509834e+03	-9.99447700e-02	1.24517300e-11	-8.02657703e+09	-9.99442400e-02	1.58934100e-08	-6.28840759e+06
1.28169289e+02	2023-02-02T16:41:11.736501	6.07777900e-05	-2.38032500e-08	-2.55333999e+03	-9.99455000e-02	1.25863200e-11	-7.94080398e+09	-4.99391400e-02	1.67772100e-08	-2.97660576e+06
1.29669165e+02	2023-02-02T16:41:13.236587	6.06104600e-05	-2.33144500e-08	-2.59969504e+03	-9.99457900e-02	1.20564900e-11	-8.28979164e+09	5.52024300e-05	1.70464700e-08	3.23834964e+03
1.31169183e+02	2023-02-02T16:41:14.736673	6.27021600e-05	-2.21374200e-08	-2.83240594e+03	-9.99462700e-02	1.23634600e-11	-8.08400480e+09	5.00519000e-02	1.72803600e-08	2.89646165e+06
1.32669326e+02	2023-02-02T16:41:16.236759	6.19491700e-05	-2.25317700e-08	-2.74941427e+03	-9.99450800e-02	1.27461000e-11	-7.84122830e+09	1.00053300e-01	1.95839900e-08	5.10893337e+06
