Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;99998,4741210938;21629,4251896235;9157,74444520187;23488,2165639953;22,947452908658;20,0582859493577
2;79431,5338134766;23744,8232774747;9706,22684575561;25652,0461573686;22,2333857358869;26,9457699319685
3;63095,0927734375;24789,7516113711;9376,08593877983;26503,6369671195;20,7178350169335;32,0441199190964
4;50118,4463500977;23571,8308016581;10845,3146438467;25947,1011303003;24,7069890566027;44,4020588878956
5;39810,1806640625;29149,8859075027;10509,7337190768;30986,6156794563;19,8263205063548;45,6897288846445
6;31622,8866577148;30971,121291244;10362,0383081704;32658,5699616034;18,4987456902787;47,9839138788523
7;25118,8278198242;32704,0157731309;10068,5769569489;34218,8382273156;17,1120155943087;50,2248558731944
8;19952,7740478516;34121,6957088705;9656,13284624311;35461,6838234319;15,8010357271642;53,4024938651717
9;15848,6366271973;35712,7452378059;9271,70638927667;36896,6761618087;14,553765629321;56,621688857044
10;12588,9778137207;37009,2408312995;8836,84784252894;38049,6226880259;13,4293008686881;58,8208388514917
11;9999,99046325684;38279,373261368;8355,76538157975;39180,7252663237;12,3135909199722;62,0010288434625
12;7943,15338134766;39300,9792292406;7999,41928378079;40106,8283120833;11,5049622115976;64,2991538376602
13;6309,50927734375;40187,4389438985;7739,29006589923;40925,8702973278;10,9005624324883;66,5461338319872
14;5011,79695129395;40922,6637653076;7601,4195087386;41622,6619547123;10,5228093387692;68,807004826279
15;3980,99422454834;41494,0036643328;7717,97922556177;42205,681411652;10,5367341256545;71,077721820546
16;3162,2052192688;42034,8118965445;8017,11804675247;42792,5179552857;10,7980914135124;73,3094568149114
17;2511,85894012451;42521,4851067149;8546,14455656604;43371,802850035;11,3641411045864;75,4646098094702
18;1995,2654838562;43033,1471486006;9507,96710398162;44071,0017127306;12,4590638453765;77,7410208037228
19;1584,91730690002;43473,1448839161;10728,600114831;44777,4182654819;13,8628419130481;80,0146747979824
20;1258,90970230103;43976,9727424168;12436,3845985245;45701,6169677801;15,7905371691846;82,2691327922904
21;999,987125396729;44560,947084035;14710,5691553286;46926,3129800315;18,2692167337737;84,5382197865615
22;794,321298599243;45281,128249401;17429,2890173784;48519,69384889;21,0523577105034;86,7663937809359
23;630,959868431091;46148,5832486846;20942,1835451724;50678,0700846083;24,4085022193562;89,0252697752328
24;501,185655593872;47187,2585402136;25248,3275697684;53517,4309324662;28,1497493657002;91,2982287694941
25;398,106873035431;48464,5902744594;30580,0750961021;57305,8243405892;32,2510112429299;93,5681497637631
26;316,224992275238;50042,580859104;37046,495334626;62263,1730288333;36,5125260575569;97,6275747535141
27;251,18887424469;51991,4573945651;45299,3470582692;68957,5411823566;41,0651298810707;101,792934742998
28;199,530273675919;54371,6359676288;54747,0387557677;77159,0114654269;45,197114843764;104,099383737174
29;158,488750457764;57236,077005831;66563,2414504759;87787,4343138685;49,3085814057593;106,396345731375
30;125,888735055923;60883,8836651752;81001,6167855613;101331,679212522;53,070089578941;108,724387725497
31;99,9998301267624;66246,0762768106;98940,6913905127;119070,58005614;56,1955789444124;111,078410719554
32;79,4325023889542;73281,8464324837;121963,120933039;142285,740270349;59,0003416823196;113,346147713828
33;63,0952417850494;79537,5706509645;150477,421980888;170204,816826878;62,1404966978051;115,799962707633
34;50,119124352932;93706,3750810822;199709,571831232;220600,992318372;64,863408663326;118,174979701637
35;39,8103147745132;99838,9107870413;213250,282958843;235464,416184632;64,9120800178721;120,58192169556
36;31,6230580210686;112251,221162325;261990,470857125;285025,162875792;66,807028091857;123,19617068896
37;25,1182354986668;128517,734326162;306595,963372336;332442,314984932;67,2577281474472;127,679818677639
38;19,952654838562;144748,998222666;368869,156403383;396253,362171489;68,5743194164172;130,324481670962
39;15,8483162522316;156598,509106083;434787,005558035;462128,589525005;70,192352812928;133,200054663702
40;12,5886872410774;184526,294452376;539364,910610869;570056,54118043;71,1132735940302;136,153984656244
41;9,99984331429005;205507,547200208;651438,660766788;683085,412446989;72,4912223475677;139,339259648202
42;7,94301740825176;223639,702531377;778383,681970706;809873,98581915;73,9699567868097;142,546500640105
43;6,30959402769804;255395,636470944;953496,446247252;987108,101544374;75,005212273313;146,811695629336
44;5,01179601997137;305487,762712088;1184339,40404002;1223103,6739086;75,536428604514;150,205464620768
45;3,98105476051569;383990,97894296;1437817,1939614;1488209,44599899;75,0472650486271;153,577063612255
