Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

1.18954552e+02	2023-03-02T15:50:04.442003	4.00140900e-01	3.89019300e-07	1.02858881e+06	-5.99952200e-01	-3.73906600e-07	1.60455098e+06
1.19626242e+02	2023-03-02T15:50:05.113045	4.00158200e-01	3.01290900e-07	1.32814566e+06	-5.49993500e-01	-2.72115400e-07	2.02117741e+06
1.20282533e+02	2023-03-02T15:50:05.769086	4.00194400e-01	2.85800000e-07	1.40026032e+06	-5.00020300e-01	-2.33463400e-07	2.14175027e+06
1.20938791e+02	2023-03-02T15:50:06.426128	4.00099700e-01	2.50322800e-07	1.59833503e+06	-4.49981000e-01	-2.15346800e-07	2.08956437e+06
1.21595269e+02	2023-03-02T15:50:07.082169	4.00038100e-01	1.78558800e-07	2.24037180e+06	-3.99891900e-01	-1.67479100e-07	2.38771226e+06
1.22251359e+02	2023-03-02T15:50:07.738210	3.99996300e-01	1.06941700e-07	3.74032113e+06	-3.49875200e-01	-1.33139100e-07	2.62789218e+06
1.22907671e+02	2023-03-02T15:50:08.394252	4.00115800e-01	9.07625100e-08	4.40838183e+06	-2.99896900e-01	-9.35798000e-08	3.20471833e+06
1.23563751e+02	2023-03-02T15:50:09.050294	4.00183000e-01	1.16182400e-07	3.44443737e+06	-2.49993100e-01	-9.83168000e-08	2.54273024e+06
1.24220950e+02	2023-03-02T15:50:09.708335	4.00241600e-01	1.22254600e-07	3.27383673e+06	-1.99932500e-01	-9.17685300e-08	2.17866081e+06
1.24876386e+02	2023-03-02T15:50:10.363376	4.00132500e-01	9.35747100e-08	4.27607523e+06	-1.50013700e-01	-7.13634000e-08	2.10210976e+06
1.25532777e+02	2023-03-02T15:50:11.019418	4.00166300e-01	3.83659000e-08	1.04302597e+07	-9.98815700e-02	-3.18142000e-08	3.13952795e+06
1.26563761e+02	2023-03-02T15:50:12.050482	4.00163600e-01	1.65098300e-08	2.42378995e+07	-4.99250500e-02	-1.80026400e-08	2.77320715e+06
1.27423111e+02	2023-03-02T15:50:12.910537	4.00163900e-01	9.91465000e-09	4.03608700e+07	1.15121500e-04	-1.09407200e-08	-1.05222965e+04
1.28282639e+02	2023-03-02T15:50:13.769592	4.00180100e-01	5.66269400e-09	7.06695612e+07	5.01311000e-02	-9.13751000e-09	-5.48629769e+06
1.29157264e+02	2023-03-02T15:50:14.644647	4.00077200e-01	8.20471500e-09	4.87618644e+07	1.00111600e-01	-6.70848100e-09	-1.49231398e+07
1.29856976e+02	2023-03-02T15:50:15.343692	4.00004700e-01	7.35463100e-09	5.43881399e+07	1.00019600e-01	-5.36671400e-09	-1.86370282e+07
1.30001507e+02	2023-03-02T15:50:15.488700	4.00177400e-01	1.98726200e-08	2.01371233e+07	5.00892800e-02	-1.01366300e-08	-4.94141347e+06
1.30862112e+02	2023-03-02T15:50:16.348754	4.00183000e-01	2.20091700e-08	1.81825575e+07	4.81930600e-05	-1.28349400e-08	-3.75483329e+03
1.31720134e+02	2023-03-02T15:50:17.206809	4.00183000e-01	2.94050400e-08	1.36093336e+07	-5.00505200e-02	-1.91084800e-08	2.61928317e+06
1.32594840e+02	2023-03-02T15:50:18.081864	4.00105100e-01	4.72701300e-08	8.46422677e+06	-1.00050200e-01	-2.42427100e-08	4.12702210e+06
1.33489337e+02	2023-03-02T15:50:18.976921	4.00085600e-01	9.90543800e-08	4.03905007e+06	-1.49923800e-01	-5.55119600e-08	2.70074773e+06
1.34626269e+02	2023-03-02T15:50:20.112991	4.00062900e-01	5.49594400e-08	7.27923902e+06	-1.99913100e-01	-5.74073700e-08	3.48235949e+06
1.35298328e+02	2023-03-02T15:50:20.785034	4.00244300e-01	1.74155300e-07	2.29820339e+06	-2.49996400e-01	-1.23347700e-07	2.02676175e+06
1.35954390e+02	2023-03-02T15:50:21.441076	4.00127500e-01	2.12192700e-07	1.88567986e+06	-2.99878100e-01	-1.41697900e-07	2.11632000e+06
1.36766587e+02	2023-03-02T15:50:22.254127	4.00007700e-01	1.41214900e-07	2.83261681e+06	-3.49914600e-01	-1.42468100e-07	2.45609087e+06
1.37423364e+02	2023-03-02T15:50:22.910168	4.00132800e-01	1.78164200e-07	2.24586533e+06	-3.99874900e-01	-2.00208600e-07	1.99729133e+06
1.37938874e+02	2023-03-02T15:50:23.426201	4.00189000e-01	2.58245600e-07	1.54964499e+06	-4.50003900e-01	-1.98112900e-07	2.27145178e+06
1.38595223e+02	2023-03-02T15:50:24.082242	4.00180100e-01	2.87505200e-07	1.39190561e+06	-4.99985000e-01	-2.47581900e-07	2.01947315e+06
1.39252312e+02	2023-03-02T15:50:24.739284	4.00013300e-01	2.76288500e-07	1.44781017e+06	-5.49931300e-01	-2.49424700e-07	2.20479888e+06
1.39907919e+02	2023-03-02T15:50:25.395326	4.00018700e-01	2.84813500e-07	1.40449347e+06	-5.99917900e-01	-2.91934200e-07	2.05497643e+06
