Time elapsed	Time stamp	Drain_TR Voltage	Drain_TR Current	Drain_TR Resistance	Gate Voltage	Gate Current	Gate Resistance	Loop_TR Index
s		V	A	V/A	V	A	V/A	

4.12989975e-01	2023-06-21T15:52:45.894891	-1.00000000e-01	-6.66240000e-06	1.50096061e+04	0.00000000e+00	-4.26060000e-10	-0.00000000e+00	1
1.11766875e+00	2023-06-21T15:52:46.599397	-1.00000000e-01	-6.65150000e-06	1.50342028e+04	0.00000000e+00	2.65580000e-10	0.00000000e+00	2
1.47664672e+00	2023-06-21T15:52:46.959168	-1.00000000e-01	-6.65410000e-06	1.50283284e+04	0.00000000e+00	-4.34800000e-11	-0.00000000e+00	3
1.85654042e+00	2023-06-21T15:52:47.338369	-1.00000000e-01	-6.67280000e-06	1.49862127e+04	0.00000000e+00	-1.95010000e-10	-0.00000000e+00	4
2.22480949e+00	2023-06-21T15:52:47.707206	-1.00000000e-01	-6.68700000e-06	1.49543891e+04	0.00000000e+00	3.78370000e-10	0.00000000e+00	5
2.59294932e+00	2023-06-21T15:52:48.074354	-1.00000000e-01	-6.68120000e-06	1.49673711e+04	0.00000000e+00	-4.96670000e-10	-0.00000000e+00	6
2.96652998e+00	2023-06-21T15:52:48.444771	-1.00000000e-01	-6.69280000e-06	1.49414296e+04	0.00000000e+00	5.22620000e-10	0.00000000e+00	7
3.34307968e+00	2023-06-21T15:52:48.824772	-1.00000000e-01	-6.70830000e-06	1.49069064e+04	0.00000000e+00	-4.32360000e-10	-0.00000000e+00	8
3.70731304e+00	2023-06-21T15:52:49.184798	-1.00000000e-01	-6.70250000e-06	1.49198060e+04	0.00000000e+00	2.67550000e-10	0.00000000e+00	9
4.07630785e+00	2023-06-21T15:52:49.555240	-1.00000000e-01	-6.69730000e-06	1.49313903e+04	0.00000000e+00	-4.09500000e-11	-0.00000000e+00	10
4.44699087e+00	2023-06-21T15:52:49.925232	-1.00000000e-01	-6.70120000e-06	1.49227004e+04	0.00000000e+00	-2.03360000e-10	-0.00000000e+00	11
4.82861380e+00	2023-06-21T15:52:50.305212	-1.00000000e-01	-6.71990000e-06	1.48811738e+04	0.00000000e+00	3.86100000e-10	0.00000000e+00	12
5.19383794e+00	2023-06-21T15:52:50.675559	-1.00000000e-01	-6.73470000e-06	1.48484713e+04	0.00000000e+00	-5.01350000e-10	-0.00000000e+00	13
5.56415952e+00	2023-06-21T15:52:51.045557	-1.00000000e-01	-6.73540000e-06	1.48469282e+04	0.00000000e+00	5.20660000e-10	0.00000000e+00	14
5.93521217e+00	2023-06-21T15:52:51.415735	-1.00000000e-01	-6.73860000e-06	1.48398777e+04	0.00000000e+00	-4.17550000e-10	-0.00000000e+00	15
6.30474032e+00	2023-06-21T15:52:51.786198	-1.00000000e-01	-6.75280000e-06	1.48086720e+04	0.00000000e+00	2.49000000e-10	0.00000000e+00	16
6.68448099e+00	2023-06-21T15:52:52.166207	-1.00000000e-01	-6.75020000e-06	1.48143759e+04	0.00000000e+00	-1.55700000e-11	-0.00000000e+00	17
