Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

4.59263424e-01	2023-03-02T18:23:09.122092	-5.99951800e-01	4.14192900e-09	-1.44848403e+08	-5.99956800e-01	-1.04830400e-04	5.72311848e+03
1.58231812e+00	2023-03-02T18:23:10.246295	-5.99771800e-01	4.05102100e-08	-1.48054478e+07	-5.74967200e-01	-1.04854300e-04	5.48348709e+03
2.09781687e+00	2023-03-02T18:23:10.756133	-5.99822300e-01	1.51943100e-08	-3.94767712e+07	-5.49968500e-01	-1.04820600e-04	5.24675970e+03
2.62230257e+00	2023-03-02T18:23:11.286137	-5.99835000e-01	-1.85574900e-08	3.23230674e+07	-5.25012600e-01	-1.04800300e-04	5.00964787e+03
3.12893075e+00	2023-03-02T18:23:11.791813	-5.99922700e-01	-2.87386100e-08	2.08751467e+07	-4.99970100e-01	-1.04821300e-04	4.76973764e+03
4.03523412e+00	2023-03-02T18:23:12.698887	-5.99939700e-01	-3.59900600e-08	1.66695943e+07	-4.74899100e-01	-1.04805900e-04	4.53122486e+03
4.94704148e+00	2023-03-02T18:23:13.610945	-5.99918300e-01	-4.55384400e-08	1.31738878e+07	-4.49944500e-01	-1.04836000e-04	4.29188924e+03
5.80509774e+00	2023-03-02T18:23:14.468998	-5.99926700e-01	-4.85812800e-08	1.23489274e+07	-4.24947400e-01	-1.04778600e-04	4.05566976e+03
6.66516651e+00	2023-03-02T18:23:15.329053	-5.99918600e-01	-4.61795000e-08	1.29910155e+07	-3.99930800e-01	-1.04782800e-04	3.81676000e+03
7.68229324e+00	2023-03-02T18:23:16.346245	-5.99939700e-01	-4.54960100e-08	1.31866443e+07	-3.74948100e-01	-1.04833200e-04	3.57661600e+03
8.86339335e+00	2023-03-02T18:23:17.527191	-5.99901600e-01	-4.94240800e-08	1.21378405e+07	-3.49921700e-01	-1.04747000e-04	3.34063696e+03
9.71147518e+00	2023-03-02T18:23:18.375245	-5.99918600e-01	-4.80290000e-08	1.24907577e+07	-3.24931000e-01	-1.04762500e-04	3.10159647e+03
1.05509991e+01	2023-03-02T18:23:19.215298	-5.99927000e-01	-5.10146400e-08	1.17598987e+07	-2.99951400e-01	-1.04768800e-04	2.86298402e+03
1.14025199e+01	2023-03-02T18:23:20.066495	-5.99876000e-01	-5.83230400e-08	1.02854035e+07	-2.74908800e-01	-1.04735100e-04	2.62480105e+03
1.22383983e+01	2023-03-02T18:23:20.902405	-5.99888900e-01	-7.03661400e-08	8.52524950e+06	-2.49936200e-01	-1.04836000e-04	2.38406845e+03
1.30864624e+01	2023-03-02T18:23:21.750459	-5.99935700e-01	-7.94549100e-08	7.55064350e+06	-2.24935300e-01	-1.04787700e-04	2.14658113e+03
1.39305220e+01	2023-03-02T18:23:22.594511	-5.99931100e-01	-4.85927200e-08	1.23461107e+07	-1.99975900e-01	-1.04764600e-04	1.90881176e+03
