Time elapsed	Time stamp	out_gate Voltage	out_gate Current	out_gate Resistance	out_drain Voltage	out_drain Current	out_drain Resistance
s		V	A	V/A	V	A	V/A

4.28479805e+01	2023-03-02T17:41:48.158398	-3.99899200e-01	1.39525000e-08	-2.86614729e+07	-5.99965100e-01	-1.68571000e-07	3.55912405e+06
4.37025770e+01	2023-03-02T17:41:49.013451	-3.99907600e-01	1.28450900e-08	-3.11331100e+07	-5.74999900e-01	-1.73855700e-07	3.30733994e+06
4.43748470e+01	2023-03-02T17:41:49.685495	-3.99902200e-01	3.77993700e-09	-1.05795996e+08	-5.49984200e-01	-1.80734400e-07	3.04305213e+06
4.50465636e+01	2023-03-02T17:41:50.357538	-3.99890900e-01	-2.16879700e-10	1.84383739e+09	-5.24986200e-01	-1.82390600e-07	2.87836215e+06
4.57181947e+01	2023-03-02T17:41:51.028579	-3.99924300e-01	-2.62754800e-09	1.52204375e+08	-4.99958300e-01	-1.57912100e-07	3.16605441e+06
4.63902646e+01	2023-03-02T17:41:51.700622	-3.99904900e-01	-5.07605800e-09	7.87825710e+07	-4.74958800e-01	-1.57017000e-07	3.02488775e+06
4.69308551e+01	2023-03-02T17:41:52.241655	-3.99902200e-01	-5.50828500e-09	7.26001287e+07	-4.49915700e-01	-1.53498300e-07	2.93107937e+06
4.75933367e+01	2023-03-02T17:41:52.903698	-3.99896300e-01	-7.67757400e-09	5.20862840e+07	-4.24838600e-01	-1.38796900e-07	3.06086519e+06
4.82650735e+01	2023-03-02T17:41:53.575740	-3.99891400e-01	-8.07641000e-09	4.95135091e+07	-3.99902700e-01	-1.14828100e-07	3.48262054e+06
4.89370885e+01	2023-03-02T17:41:54.247783	-3.99938600e-01	-9.19192200e-09	4.35097904e+07	-3.74964000e-01	-1.07488600e-07	3.48840714e+06
4.96085349e+01	2023-03-02T17:41:54.918825	-3.99910900e-01	-1.03590100e-08	3.86051273e+07	-3.49923000e-01	-9.24805000e-08	3.78374901e+06
5.02808796e+01	2023-03-02T17:41:55.591867	-3.99902200e-01	-1.04649100e-08	3.82136301e+07	-3.24956100e-01	-8.66944300e-08	3.74829271e+06
5.09526871e+01	2023-03-02T17:41:56.262909	-3.99888200e-01	-1.16894400e-08	3.42093548e+07	-2.99945000e-01	-6.41058500e-08	4.67890216e+06
5.16246192e+01	2023-03-02T17:41:56.934951	-3.99921700e-01	-1.15550300e-08	3.46101828e+07	-2.74928400e-01	-5.88245800e-08	4.67369933e+06
5.23017255e+01	2023-03-02T17:41:57.611995	-3.99901900e-01	-1.24794500e-08	3.20448337e+07	-2.49892700e-01	-5.13466500e-08	4.86677709e+06
5.29883046e+01	2023-03-02T17:41:58.299039	-3.99907900e-01	-1.23744100e-08	3.23173307e+07	-2.24884400e-01	-3.60789900e-08	6.23311240e+06
5.38826422e+01	2023-03-02T17:41:59.193095	-3.99910900e-01	-1.35545300e-08	2.95038559e+07	-1.99880900e-01	-3.04763400e-08	6.55855985e+06
