Time elapsed	Time stamp	Fixed_drain Voltage	Fixed_drain Current	Fixed_drain Resistance	Fixed_ZeroGate Voltage	Fixed_ZeroGate Current	Fixed_ZeroGate Resistance	Loop Index
s		V	A	V/A	V	A	V/A	

4.15413434e-01	2023-07-17T12:48:33.471637	-1.00000000e-01	-1.92620000e-05	5.19156889e+03	0.00000000e+00	-1.98550000e-07	-0.00000000e+00	1
5.35542813e-01	2023-07-17T12:48:33.591915	-1.00000000e-01	-2.83100000e-05	3.53232073e+03	0.00000000e+00	-1.06480000e-07	-0.00000000e+00	2
5.90447906e-01	2023-07-17T12:48:33.647239	-1.00000000e-01	-3.75980000e-05	2.65971594e+03	0.00000000e+00	-9.28300000e-08	-0.00000000e+00	3
6.45678333e-01	2023-07-17T12:48:33.702146	-1.00000000e-01	-4.86390000e-05	2.05596332e+03	0.00000000e+00	-5.17520000e-08	-0.00000000e+00	4
6.98571937e-01	2023-07-17T12:48:33.755288	-1.00000000e-01	-5.56290000e-05	1.79762354e+03	0.00000000e+00	-3.48210000e-08	-0.00000000e+00	5
7.60061243e-01	2023-07-17T12:48:33.816482	-1.00000000e-01	-6.00900000e-05	1.66417041e+03	0.00000000e+00	-2.53260000e-08	-0.00000000e+00	6
8.60733777e-01	2023-07-17T12:48:33.916732	-1.00000000e-01	-6.78610000e-05	1.47360045e+03	0.00000000e+00	-1.90900000e-08	-0.00000000e+00	7
1.00197826e+00	2023-07-17T12:48:34.058097	-1.00000000e-01	-7.51600000e-05	1.33049494e+03	0.00000000e+00	-1.32580000e-08	-0.00000000e+00	8
1.12280713e+00	2023-07-17T12:48:34.179421	-1.00000000e-01	-7.92240000e-05	1.26224376e+03	0.00000000e+00	-1.12440000e-08	-0.00000000e+00	9
1.17630463e+00	2023-07-17T12:48:34.223718	-1.00000000e-01	-8.00740000e-05	1.24884482e+03	0.00000000e+00	-6.04850000e-09	-0.00000000e+00	10
1.36017973e+00	2023-07-17T12:48:34.413770	-1.00000000e-01	-8.36510000e-05	1.19544297e+03	0.00000000e+00	-5.77530000e-09	-0.00000000e+00	11
1.44774209e+00	2023-07-17T12:48:34.503722	-1.00000000e-01	-8.46670000e-05	1.18109771e+03	0.00000000e+00	-4.94720000e-09	-0.00000000e+00	12
1.51774997e+00	2023-07-17T12:48:34.573759	-1.00000000e-01	-8.54020000e-05	1.17093277e+03	0.00000000e+00	-3.08840000e-09	-0.00000000e+00	13
1.56769711e+00	2023-07-17T12:48:34.623768	-1.00000000e-01	-8.57710000e-05	1.16589523e+03	0.00000000e+00	-3.33160000e-09	-0.00000000e+00	14
1.67777642e+00	2023-07-17T12:48:34.733726	-1.00000000e-01	-8.65980000e-05	1.15476108e+03	0.00000000e+00	-3.07440000e-09	-0.00000000e+00	15
1.74144132e+00	2023-07-17T12:48:34.793726	-1.00000000e-01	-8.69020000e-05	1.15072150e+03	0.00000000e+00	-1.01160000e-09	-0.00000000e+00	16
