Time elapsed	Time stamp	Fixed_drain Voltage	Fixed_drain Current	Fixed_drain Resistance	Fixed_ZeroGate Voltage	Fixed_ZeroGate Current	Fixed_ZeroGate Resistance	Loop Index
s		V	A	V/A	V	A	V/A	

1.41237991e+01	2023-07-20T11:48:16.763743	-1.00000000e-01	1.50920000e-08	-6.62602703e+06	0.00000000e+00	-9.10900000e-11	-0.00000000e+00	37
1.44898269e+01	2023-07-20T11:48:17.123878	-1.00000000e-01	-2.48250000e-08	4.02819738e+06	0.00000000e+00	1.75470000e-10	0.00000000e+00	38
1.48618563e+01	2023-07-20T11:48:17.493753	-1.00000000e-01	9.13600000e-09	-1.09457093e+07	0.00000000e+00	-2.39530000e-10	-0.00000000e+00	39
1.52358730e+01	2023-07-20T11:48:17.873758	-1.00000000e-01	-1.54400000e-08	6.47668394e+06	0.00000000e+00	2.48100000e-10	0.00000000e+00	40
1.56058803e+01	2023-07-20T11:48:18.243763	-1.00000000e-01	3.27320000e-08	-3.05511426e+06	0.00000000e+00	-2.34340000e-10	-0.00000000e+00	41
1.59774498e+01	2023-07-20T11:48:18.613980	-1.00000000e-01	-5.18560000e-08	1.92841716e+06	0.00000000e+00	1.59840000e-10	0.00000000e+00	42
1.63464471e+01	2023-07-20T11:48:18.983985	-1.00000000e-01	6.00180000e-08	-1.66616682e+06	0.00000000e+00	-7.69700000e-11	-0.00000000e+00	43
1.67156970e+01	2023-07-20T11:48:19.353970	-1.00000000e-01	4.04410000e-09	-2.47273806e+07	0.00000000e+00	-3.76600000e-11	-0.00000000e+00	44
1.70909293e+01	2023-07-20T11:48:19.724140	-1.00000000e-01	1.13830000e-08	-8.78503031e+06	0.00000000e+00	1.43060000e-10	0.00000000e+00	45
1.74639811e+01	2023-07-20T11:48:20.103979	-1.00000000e-01	1.57910000e-09	-6.33272117e+07	0.00000000e+00	-2.14540000e-10	-0.00000000e+00	46
1.78306066e+01	2023-07-20T11:48:20.464345	-1.00000000e-01	3.75530000e-09	-2.66290310e+07	0.00000000e+00	2.77710000e-10	0.00000000e+00	47
1.82035296e+01	2023-07-20T11:48:20.844190	-1.00000000e-01	1.24990000e-08	-8.00064005e+06	0.00000000e+00	-2.60170000e-10	-0.00000000e+00	48
1.85773051e+01	2023-07-20T11:48:21.214364	-1.00000000e-01	1.64430000e-09	-6.08161528e+07	0.00000000e+00	1.92010000e-10	0.00000000e+00	49
1.89541317e+01	2023-07-20T11:48:21.594221	-1.00000000e-01	3.74250000e-09	-2.67201069e+07	0.00000000e+00	-1.12680000e-10	-0.00000000e+00	50
1.93263166e+01	2023-07-20T11:48:21.964208	-1.00000000e-01	1.13560000e-08	-8.80591758e+06	0.00000000e+00	-9.68000000e-12	-0.00000000e+00	51
1.96955378e+01	2023-07-20T11:48:22.334232	-1.00000000e-01	1.63270000e-09	-6.12482391e+07	0.00000000e+00	8.94500000e-11	0.00000000e+00	52
2.00688103e+01	2023-07-20T11:48:22.704237	-1.00000000e-01	1.88720000e-08	-5.29885545e+06	0.00000000e+00	-1.88330000e-10	-0.00000000e+00	53
2.04399725e+01	2023-07-20T11:48:23.074223	-1.00000000e-01	-2.69130000e-08	3.71567644e+06	0.00000000e+00	2.52960000e-10	0.00000000e+00	54
2.08073389e+01	2023-07-20T11:48:23.444247	-1.00000000e-01	2.87070000e-08	-3.48347093e+06	0.00000000e+00	-2.68100000e-10	-0.00000000e+00	55
2.11744641e+01	2023-07-20T11:48:23.814276	-1.00000000e-01	-2.82710000e-08	3.53719359e+06	0.00000000e+00	2.30120000e-10	0.00000000e+00	56
2.15585256e+01	2023-07-20T11:48:24.194260	-1.00000000e-01	-5.00050000e-08	1.99980002e+06	0.00000000e+00	-1.38380000e-10	-0.00000000e+00	57
2.19182075e+01	2023-07-20T11:48:24.554263	-1.00000000e-01	1.27020000e-08	-7.87277594e+06	0.00000000e+00	4.00700000e-11	0.00000000e+00	58
2.23040872e+01	2023-07-20T11:48:24.944246	-1.00000000e-01	-5.24640000e-08	1.90606892e+06	0.00000000e+00	3.17200000e-11	0.00000000e+00	59
2.26610705e+01	2023-07-20T11:48:25.294273	-1.00000000e-01	3.29010000e-09	-3.03942129e+07	0.00000000e+00	-2.79200000e-11	-0.00000000e+00	60
2.30356164e+01	2023-07-20T11:48:25.674279	-1.00000000e-01	1.29830000e-08	-7.70238004e+06	0.00000000e+00	2.31100000e-11	0.00000000e+00	61
2.34045981e+01	2023-07-20T11:48:26.044302	-1.00000000e-01	9.02400000e-10	-1.10815603e+08	0.00000000e+00	6.04000000e-11	0.00000000e+00	62
2.37859580e+01	2023-07-20T11:48:26.424266	-1.00000000e-01	2.33180000e-09	-4.28853246e+07	0.00000000e+00	1.76000000e-11	0.00000000e+00	63
2.41495209e+01	2023-07-20T11:48:26.784432	-1.00000000e-01	1.44450000e-08	-6.92281066e+06	0.00000000e+00	-2.58900000e-11	-0.00000000e+00	64
2.45241403e+01	2023-07-20T11:48:27.164299	-1.00000000e-01	9.77600000e-09	-1.02291326e+07	0.00000000e+00	1.19700000e-11	0.00000000e+00	65
2.48940955e+01	2023-07-20T11:48:27.534283	-1.00000000e-01	-3.96830000e-08	2.51997077e+06	0.00000000e+00	-7.53000000e-12	-0.00000000e+00	66
2.52669356e+01	2023-07-20T11:48:27.904309	-1.00000000e-01	1.09510000e-08	-9.13158616e+06	0.00000000e+00	-8.35000000e-12	-0.00000000e+00	67
2.56340641e+01	2023-07-20T11:48:28.274293	-1.00000000e-01	3.62910000e-08	-2.75550412e+06	0.00000000e+00	1.16500000e-11	0.00000000e+00	68
2.60143590e+01	2023-07-20T11:48:28.654556	-1.00000000e-01	-5.25490000e-08	1.90298578e+06	0.00000000e+00	-2.79800000e-11	-0.00000000e+00	69
2.63939802e+01	2023-07-20T11:48:29.034562	-1.00000000e-01	2.06960000e-08	-4.83185157e+06	0.00000000e+00	2.41200000e-11	0.00000000e+00	70
2.67561762e+01	2023-07-20T11:48:29.394567	-1.00000000e-01	-5.03930000e-08	1.98440260e+06	0.00000000e+00	-2.92500000e-11	-0.00000000e+00	71
2.71210409e+01	2023-07-20T11:48:29.754733	-1.00000000e-01	1.36940000e-08	-7.30246823e+06	0.00000000e+00	2.21000000e-11	0.00000000e+00	72
2.74944090e+01	2023-07-20T11:48:30.134612	-1.00000000e-01	3.05120000e-08	-3.27739906e+06	0.00000000e+00	-2.60800000e-11	-0.00000000e+00	73
2.78722259e+01	2023-07-20T11:48:30.504617	-1.00000000e-01	5.93130000e-08	-1.68597104e+06	0.00000000e+00	-8.54000000e-12	-0.00000000e+00	74
2.82344433e+01	2023-07-20T11:48:30.874618	-1.00000000e-01	-2.77830000e-08	3.59932333e+06	0.00000000e+00	1.77000000e-12	0.00000000e+00	75
2.86170360e+01	2023-07-20T11:48:31.254616	-1.00000000e-01	-1.61230000e-10	6.20231967e+08	0.00000000e+00	-2.41200000e-11	-0.00000000e+00	76
2.90003061e+01	2023-07-20T11:48:31.634630	-1.00000000e-01	1.74380000e-10	-5.73460259e+08	0.00000000e+00	3.36200000e-11	0.00000000e+00	77
2.93643384e+01	2023-07-20T11:48:32.004603	-1.00000000e-01	-1.44850000e-10	6.90369348e+08	0.00000000e+00	-2.56400000e-11	-0.00000000e+00	78
2.97278090e+01	2023-07-20T11:48:32.364609	-1.00000000e-01	9.33900000e-11	-1.07077846e+09	0.00000000e+00	2.43700000e-11	0.00000000e+00	79
3.00943952e+01	2023-07-20T11:48:32.734645	-1.00000000e-01	-2.50200000e-11	3.99680256e+09	0.00000000e+00	-1.72800000e-11	-0.00000000e+00	80
3.04643856e+01	2023-07-20T11:48:33.104619	-1.00000000e-01	-4.68900000e-11	2.13265089e+09	0.00000000e+00	3.42000000e-12	0.00000000e+00	81
3.08431732e+01	2023-07-20T11:48:33.474773	-1.00000000e-01	1.09960000e-10	-9.09421608e+08	0.00000000e+00	9.37000000e-12	0.00000000e+00	82
3.12045520e+01	2023-07-20T11:48:33.844661	-1.00000000e-01	-1.54970000e-10	6.45286184e+08	0.00000000e+00	-1.70900000e-11	-0.00000000e+00	83
3.15844157e+01	2023-07-20T11:48:34.224668	-1.00000000e-01	1.72320000e-10	-5.80315692e+08	0.00000000e+00	2.50100000e-11	0.00000000e+00	84
3.19558613e+01	2023-07-20T11:48:34.594672	-1.00000000e-01	-1.67420000e-10	5.97300203e+08	0.00000000e+00	-2.21600000e-11	-0.00000000e+00	85
3.23243724e+01	2023-07-20T11:48:34.964669	-1.00000000e-01	1.22470000e-10	-8.16526496e+08	0.00000000e+00	3.10800000e-11	0.00000000e+00	86
3.27010205e+01	2023-07-20T11:48:35.334683	-1.00000000e-01	-6.70100000e-11	1.49231458e+09	0.00000000e+00	-2.23500000e-11	-0.00000000e+00	87
3.30669769e+01	2023-07-20T11:48:35.704684	-1.00000000e-01	-1.13500000e-11	8.81057269e+09	0.00000000e+00	-1.20000000e-12	-0.00000000e+00	88
3.34344324e+01	2023-07-20T11:48:36.074689	-1.00000000e-01	8.30700000e-11	-1.20380402e+09	0.00000000e+00	3.80000000e-13	0.00000000e+00	89
3.38143379e+01	2023-07-20T11:48:36.454700	-1.00000000e-01	-9.08700000e-11	1.10047320e+09	0.00000000e+00	-1.88000000e-11	-0.00000000e+00	90
3.41843501e+01	2023-07-20T11:48:36.824700	-1.00000000e-01	1.70650000e-10	-5.85994726e+08	0.00000000e+00	2.69100000e-11	0.00000000e+00	91
3.45639155e+01	2023-07-20T11:48:37.204676	-1.00000000e-01	-1.82970000e-10	5.46537684e+08	0.00000000e+00	-3.16500000e-11	-0.00000000e+00	92
3.49227302e+01	2023-07-20T11:48:37.554703	-1.00000000e-01	1.31890000e-10	-7.58207597e+08	0.00000000e+00	3.32400000e-11	0.00000000e+00	93
3.53010517e+01	2023-07-20T11:48:37.934981	-1.00000000e-01	-9.20300000e-11	1.08660219e+09	0.00000000e+00	-1.65800000e-11	-0.00000000e+00	94
3.56744646e+01	2023-07-20T11:48:38.314816	-1.00000000e-01	3.68000000e-12	-2.71739130e+10	0.00000000e+00	-1.45000000e-12	-0.00000000e+00	95
3.60445018e+01	2023-07-20T11:48:38.684849	-1.00000000e-01	5.81100000e-11	-1.72087420e+09	0.00000000e+00	1.30000000e-13	0.00000000e+00	96
3.64213234e+01	2023-07-20T11:48:39.054859	-1.00000000e-01	2.46750000e-09	-4.05268490e+07	0.00000000e+00	-2.40000000e-12	-0.00000000e+00	97
3.67944536e+01	2023-07-20T11:48:39.434865	-1.00000000e-01	1.44190000e-08	-6.93529371e+06	0.00000000e+00	1.62100000e-11	0.00000000e+00	98
3.71644888e+01	2023-07-20T11:48:39.804860	-1.00000000e-01	-3.21200000e-08	3.11332503e+06	0.00000000e+00	-2.70300000e-11	-0.00000000e+00	99
3.75245325e+01	2023-07-20T11:48:40.164867	-1.00000000e-01	-3.29820000e-08	3.03195682e+06	0.00000000e+00	2.77300000e-11	0.00000000e+00	100
3.78990608e+01	2023-07-20T11:48:40.534870	-1.00000000e-01	3.51420000e-08	-2.84559786e+06	0.00000000e+00	-2.79800000e-11	-0.00000000e+00	101
3.82654328e+01	2023-07-20T11:48:40.904854	-1.00000000e-01	-4.97080000e-08	2.01174861e+06	0.00000000e+00	1.64600000e-11	0.00000000e+00	102
3.86352699e+01	2023-07-20T11:48:41.275084	-1.00000000e-01	2.50320000e-08	-3.99488655e+06	0.00000000e+00	-1.20300000e-11	-0.00000000e+00	103
3.90147877e+01	2023-07-20T11:48:41.655066	-1.00000000e-01	1.82920000e-08	-5.46687076e+06	0.00000000e+00	-1.96000000e-12	-0.00000000e+00	104
