Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

8.87125562e-01	2023-02-13T17:43:23.749610	7.19890600e-05	1.04997600e-04	6.85625767e-01	-2.99969200e-01	-7.70228500e-09	3.89454818e+07	-9.99952400e-01	-6.70695300e-06	1.49091905e+05
2.67354828e+00	2023-02-13T17:43:25.539632	7.02319400e-05	2.50074400e-06	2.80844181e+01	-2.99968400e-01	-7.55988300e-09	3.96789739e+07	-9.49914000e-01	-2.22424200e-06	4.27073133e+05
4.03270518e+00	2023-02-13T17:43:26.899642	6.78056300e-05	7.68560900e-07	8.82241472e+01	-2.99970500e-01	-7.29561900e-09	4.11165249e+07	-8.99910800e-01	-6.58740900e-07	1.36610737e+06
5.15786010e+00	2023-02-13T17:43:28.024006	6.91442200e-05	2.30683300e-07	2.99736565e+02	-2.99969400e-01	-7.83730700e-09	3.82745502e+07	-8.49919700e-01	-2.11988500e-07	4.00927267e+06
6.54839814e+00	2023-02-13T17:43:29.415093	6.79729800e-05	4.57172400e-08	1.48681285e+03	-2.99966800e-01	-9.80011000e-09	3.06085136e+07	-7.99918100e-01	-6.52795600e-08	1.22537300e+07
7.70474750e+00	2023-02-13T17:43:30.571166	6.50446500e-05	-4.84899600e-08	-1.34140449e+03	-2.99967300e-01	-7.93853900e-09	3.77862098e+07	-8.78974900e-01	7.08625200e-09	-1.24039464e+08
9.39184535e+00	2023-02-13T17:43:32.258273	6.53793000e-05	-8.96877700e-08	-7.28965610e+02	-2.99968900e-01	-8.08284700e-09	3.71117875e+07	-7.00252300e-01	4.00591600e-08	-1.74804539e+07
1.10642863e+01	2023-02-13T17:43:33.930379	6.44590100e-05	-1.48170300e-07	-4.35033269e+02	-2.99968000e-01	-4.52761800e-09	6.62529392e+07	-6.49907300e-01	7.36446200e-08	-8.82491213e+06
1.22359346e+01	2023-02-13T17:43:35.102452	6.33712600e-05	-1.88042300e-07	-3.37005344e+02	-2.99968900e-01	-6.73140200e-09	4.45626186e+07	-5.99918500e-01	6.71776000e-08	-8.93033541e+06
1.33920679e+01	2023-02-13T17:43:36.258525	6.46262900e-05	-1.29023300e-07	-5.00888522e+02	-2.99967800e-01	-8.39449400e-09	3.57338751e+07	-5.49923100e-01	6.13616400e-08	-8.96200134e+06
1.45483995e+01	2023-02-13T17:43:37.414598	6.46263300e-05	-1.55082600e-07	-4.16721992e+02	-2.99972500e-01	-8.73764900e-09	3.43310312e+07	-4.99929900e-01	1.13111700e-07	-4.41978946e+06
1.55016488e+01	2023-02-13T17:43:38.368658	6.14469600e-05	-3.41060600e-07	-1.80164346e+02	-2.99968400e-01	-9.29395200e-09	3.22756563e+07	-4.49942100e-01	2.43968600e-07	-1.84426234e+06
1.66736910e+01	2023-02-13T17:43:39.540733	6.60486900e-05	-5.97179400e-07	-1.10601086e+02	-2.99969300e-01	-1.24649000e-08	2.40651189e+07	-3.99910900e-01	2.71467400e-07	-1.47314521e+06
1.80484389e+01	2023-02-13T17:43:40.914819	6.36223200e-05	-2.59013100e-07	-2.45633599e+02	-3.00013000e-01	-1.36573100e-08	2.19672102e+07	-3.49915500e-01	1.78878500e-07	-1.95616298e+06
1.94391476e+01	2023-02-13T17:43:42.305907	6.22836300e-05	-3.02846800e-07	-2.05660519e+02	-2.99969400e-01	-3.66208400e-10	8.19122117e+08	-2.99927300e-01	1.75688700e-07	-1.70715191e+06
2.05953062e+01	2023-02-13T17:43:43.461980	6.32039800e-05	-2.61513500e-07	-2.41685343e+02	-2.99966800e-01	-3.93981400e-09	7.61372999e+07	-2.49931200e-01	1.63196700e-07	-1.53147214e+06
2.17575248e+01	2023-02-13T17:43:44.624054	6.34549500e-05	-2.33572600e-07	-2.71671206e+02	-2.99968300e-01	-8.58019000e-09	3.49605661e+07	-1.99935200e-01	1.43077100e-07	-1.39739483e+06
2.29234929e+01	2023-02-13T17:43:45.790127	6.32039800e-05	-2.43846100e-07	-2.59196190e+02	-2.99969300e-01	-1.00096500e-08	2.99680109e+07	-1.49941100e-01	1.56337000e-07	-9.59089019e+05
2.40804184e+01	2023-02-13T17:43:46.947200	6.09449500e-05	-3.20362700e-07	-1.90237347e+02	-2.99970700e-01	-9.30868500e-09	3.22248202e+07	-9.99412400e-02	1.88023400e-07	-5.31536181e+05
