Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

7.81823258e-01	2023-02-13T17:29:47.244684	6.64667500e-05	6.39973100e-12	1.03858662e+07	7.04608400e-05	3.27845600e-07	2.14920804e+02	-7.98430800e-01	-1.54958400e-07	5.15254933e+06
2.76613627e+00	2023-02-13T17:29:49.234686	6.73034400e-05	7.60689400e-12	8.84769000e+06	6.92894700e-05	5.95568800e-08	1.16341672e+03	-6.99944300e-01	-4.69040300e-08	1.49229032e+07
3.93789136e+00	2023-02-13T17:29:50.407231	6.61320200e-05	6.84137600e-12	9.66647937e+06	6.63616200e-05	-4.96821500e-09	-1.33572359e+04	-6.09912800e-01	2.72259500e-10	-2.24018923e+09
5.42217109e+00	2023-02-13T17:29:51.891315	6.72197300e-05	7.18627900e-12	9.35389929e+06	6.41863400e-05	-4.27665600e-08	-1.50085347e+03	-5.31141900e-01	7.81847800e-10	-6.79341811e+08
6.86091015e+00	2023-02-13T17:29:53.330398	6.68850800e-05	7.29143200e-12	9.17310619e+06	6.70307500e-05	-4.59155400e-08	-1.45987067e+03	-4.40468100e-01	5.98784800e-09	-7.35603342e+07
8.53137722e+00	2023-02-13T17:29:55.000491	6.74707600e-05	7.11898100e-12	9.47758675e+06	6.78672500e-05	-6.46048700e-08	-1.05049743e+03	-3.51686300e-01	8.51785900e-09	-4.12881101e+07
9.97418156e+00	2023-02-13T17:29:56.443574	6.68850000e-05	7.66157200e-12	8.72993166e+06	6.62780400e-05	-5.82747200e-08	-1.13733777e+03	-2.65868900e-01	8.98703300e-09	-2.95836123e+07
1.14068319e+01	2023-02-13T17:29:57.876654	6.78891100e-05	7.44705900e-12	9.11623098e+06	6.89548000e-05	-7.38590100e-08	-9.33600383e+02	-9.99402800e-02	5.23217400e-08	-1.91011002e+06
1.25791758e+01	2023-02-13T17:29:59.048721	6.75544400e-05	5.33981800e-12	1.26510754e+07	6.62779500e-05	-7.46922400e-08	-8.87347200e+02	5.42830400e-05	5.28119100e-08	1.02785603e+03
1.37504425e+01	2023-02-13T17:30:00.219788	6.71360700e-05	7.63212900e-12	8.79650619e+06	6.76162600e-05	-8.79989800e-08	-7.68375497e+02	1.00055900e-01	6.24891600e-08	1.60117211e+06
1.49229553e+01	2023-02-13T17:30:01.392854	6.78054500e-05	6.26513500e-12	1.08226638e+07	6.57761100e-05	-9.36978500e-08	-7.02002341e+02	1.99928700e-01	6.89970800e-08	2.89764002e+06
1.60942680e+01	2023-02-13T17:30:02.563920	6.68850500e-05	6.45020500e-12	1.03694456e+07	6.70307500e-05	-7.76066400e-08	-8.63724418e+02	2.99913200e-01	6.01931800e-08	4.98251131e+06
1.72664563e+01	2023-02-13T17:30:03.735986	6.71360500e-05	7.13580500e-12	9.40833585e+06	6.95401200e-05	-7.10579800e-08	-9.78639134e+02	3.99934300e-01	6.10816500e-08	6.54753596e+06
1.84378990e+01	2023-02-13T17:30:04.907052	6.65503600e-05	6.75304700e-12	9.85486403e+06	6.66125300e-05	-9.80768700e-08	-6.79186948e+02	4.99109400e-01	1.04042300e-07	4.79717769e+06
1.96165033e+01	2023-02-13T17:30:06.086120	6.63830400e-05	6.47964800e-12	1.02448528e+07	6.62778000e-05	-1.27556400e-07	-5.19596038e+02	5.98259200e-01	1.08801600e-07	5.49862502e+06
2.07815369e+01	2023-02-13T17:30:07.251185	6.73870800e-05	7.69522200e-12	8.75700272e+06	6.72814500e-05	-1.28443800e-07	-5.23820145e+02	6.95889200e-01	1.73149900e-07	4.01899857e+06
2.19575716e+01	2023-02-13T17:30:08.427252	6.72197400e-05	7.52697700e-12	8.93050955e+06	6.16770400e-05	-2.65788800e-07	-2.32052818e+02	7.90438200e-01	2.60617400e-07	3.03294485e+06
2.31156000e+01	2023-02-13T17:30:09.585317	6.69687700e-05	7.03065200e-12	9.52525740e+06	6.65286200e-05	-2.98995100e-07	-2.22507392e+02	7.90536600e-01	2.91009800e-07	2.71652913e+06
2.37816290e+01	2023-02-13T17:30:10.251354	6.64667400e-05	7.57324300e-12	8.77652282e+06	6.72814800e-05	-2.20316500e-07	-3.05385570e+02	6.94937100e-01	2.28819600e-07	3.03705233e+06
2.49536650e+01	2023-02-13T17:30:11.423422	6.66340400e-05	7.35873100e-12	9.05509931e+06	6.66960800e-05	-1.56463600e-07	-4.26272181e+02	5.97667900e-01	1.59344900e-07	3.75078148e+06
