Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

2.02161781e+02	2023-02-13T18:40:32.958600	6.42082700e-05	-1.08768000e-06	-5.90323165e+01	1.00072200e-01	1.16071200e-05	8.62162190e+03	-9.99955800e-01	-1.73646800e-05	5.75856163e+04
2.03276827e+02	2023-02-13T18:40:34.073691	6.55469800e-05	-1.12895900e-06	-5.80596638e+01	1.00070800e-01	7.04181300e-06	1.42109426e+04	-9.49912500e-01	-5.13006700e-06	1.85165710e+05
2.04161592e+02	2023-02-13T18:40:34.958765	6.55470000e-05	-1.18161300e-06	-5.54724770e+01	1.00073900e-01	3.26410300e-06	3.06589283e+04	-8.99911300e-01	-2.05713800e-06	4.37457915e+05
2.05496602e+02	2023-02-13T18:40:36.293874	6.52959700e-05	-1.19271200e-06	-5.47457978e+01	1.00072900e-01	2.01082400e-06	4.97671104e+04	-8.49917500e-01	-9.03856100e-07	9.40323908e+05
2.06583567e+02	2023-02-13T18:40:37.380964	6.52123400e-05	-1.18312700e-06	-5.51186305e+01	1.00071300e-01	1.57325000e-06	6.36080089e+04	-7.99918000e-01	-4.39609200e-07	1.81961160e+06
2.07678824e+02	2023-02-13T18:40:38.476054	6.55469700e-05	-1.18106800e-06	-5.54980492e+01	1.00071700e-01	1.36524300e-06	7.32995518e+04	-7.49925300e-01	-2.27894800e-07	3.29066438e+06
2.08786389e+02	2023-02-13T18:40:39.583144	6.52959700e-05	-1.16313000e-06	-5.61381531e+01	1.00071200e-01	1.19598200e-06	8.36728312e+04	-6.99938400e-01	-5.74301600e-08	1.21876450e+07
2.09895931e+02	2023-02-13T18:40:40.693235	6.47103000e-05	-1.15784200e-06	-5.58887137e+01	1.00070500e-01	1.00974200e-06	9.91050189e+04	-6.49907000e-01	1.07532000e-07	-6.04384741e+06
2.11005632e+02	2023-02-13T18:40:41.803327	6.48776300e-05	-1.15676800e-06	-5.60852565e+01	1.00071000e-01	8.29487200e-07	1.20642006e+05	-5.99915000e-01	2.69552500e-07	-2.22559613e+06
2.12119972e+02	2023-02-13T18:40:42.917418	6.54633000e-05	-1.18858100e-06	-5.50768521e+01	1.00070600e-01	7.06849800e-07	1.41572651e+05	-5.49923200e-01	4.19017000e-07	-1.31241262e+06
2.13005287e+02	2023-02-13T18:40:43.802491	6.52959700e-05	-1.20107600e-06	-5.43645614e+01	1.00073900e-01	3.63555200e-07	2.75264664e+05	-4.99927400e-01	6.43857100e-07	-7.76457074e+05
2.14364824e+02	2023-02-13T18:40:45.162603	6.52123300e-05	-1.19682500e-06	-5.44877739e+01	1.00068700e-01	8.84874200e-08	1.13088053e+06	-4.49942200e-01	8.42405200e-07	-5.34116124e+05
2.15494413e+02	2023-02-13T18:40:46.291696	6.51286500e-05	-1.19437100e-06	-5.45296646e+01	1.00070100e-01	4.82993000e-07	2.07187475e+05	-3.99913800e-01	6.22036400e-07	-6.42910608e+05
2.17340539e+02	2023-02-13T18:40:48.137848	6.47103000e-05	-1.36417400e-06	-4.74355178e+01	1.00071700e-01	5.16882600e-07	1.93606246e+05	-3.49914300e-01	6.27694000e-07	-5.57460004e+05
2.18432605e+02	2023-02-13T18:40:49.229938	6.46265600e-05	-1.35876700e-06	-4.75626506e+01	1.00070400e-01	5.87675800e-07	1.70281642e+05	-2.99924600e-01	5.83255900e-07	-5.14224717e+05
2.19525824e+02	2023-02-13T18:40:50.323028	6.44592400e-05	-1.49447400e-06	-4.31317239e+01	1.00071000e-01	7.74323800e-07	1.29236632e+05	-2.49931000e-01	5.41487500e-07	-4.61563748e+05
2.20614687e+02	2023-02-13T18:40:51.412118	6.51286600e-05	-1.48547700e-06	-4.38436004e+01	1.00070800e-01	8.42979800e-07	1.18710792e+05	-1.99934000e-01	5.00383600e-07	-3.99561456e+05
2.21708529e+02	2023-02-13T18:40:52.506207	6.52123100e-05	-1.47053700e-06	-4.43459158e+01	1.00070200e-01	8.78330600e-07	1.13932271e+05	-1.49938400e-01	4.65311400e-07	-3.22232380e+05
2.22803170e+02	2023-02-13T18:40:53.600297	6.52959700e-05	-1.43072800e-06	-4.56382834e+01	1.00071800e-01	9.08287400e-07	1.10176360e+05	-9.99404900e-02	4.40104400e-07	-2.27083597e+05
