Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gate Voltage	trans_gate Current	trans_gate Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

1.07401414e+02	2023-02-13T17:51:11.858309	6.94790800e-05	1.36572600e-06	5.08733670e+01	-9.99455900e-02	-3.74821600e-11	2.66648427e+09	-9.99953900e-01	-1.26685000e-06	7.89323045e+05
1.08557454e+02	2023-02-13T17:51:13.014404	6.70526600e-05	5.28000300e-07	1.26993602e+02	-9.99447000e-02	-4.14894400e-11	2.40891899e+09	-9.49912000e-01	-6.00153200e-07	1.58278253e+06
1.09698043e+02	2023-02-13T17:51:14.154498	7.01483600e-05	2.52678800e-07	2.77618700e+02	-9.99447800e-02	-3.27137500e-11	3.05513064e+09	-8.99913500e-01	-2.76529600e-07	3.25431165e+06
1.11088729e+02	2023-02-13T17:51:15.546052	6.88097700e-05	1.05470300e-07	6.52408972e+02	-9.99448200e-02	-2.16967700e-11	4.60643773e+09	-8.49918700e-01	-1.22517800e-07	6.93710383e+06
1.12246999e+02	2023-02-13T17:51:16.704148	7.19054000e-05	3.72172800e-08	1.93204339e+03	-9.99452400e-02	-3.42990200e-11	2.91393865e+09	-8.12047800e-01	-4.73331700e-11	1.71559986e+10
1.13947749e+02	2023-02-13T17:51:18.404288	6.13632600e-05	-1.60055100e-08	-3.83388346e+03	-9.99453400e-02	-3.10612000e-11	3.21769088e+09	-7.78711000e-01	4.29895200e-10	-1.81139729e+09
1.15385381e+02	2023-02-13T17:51:19.842407	5.97736400e-05	3.70910700e-09	1.61153722e+04	-9.99449600e-02	-3.27483500e-12	3.05190826e+10	-7.32338000e-01	2.23750400e-09	-3.27301314e+08
1.16823156e+02	2023-02-13T17:51:21.280524	7.16546700e-05	-4.04151100e-08	-1.77296734e+03	-9.99441800e-02	-5.80610300e-11	1.72136423e+09	-6.88563400e-01	2.31062500e-09	-2.97998767e+08
1.18765867e+02	2023-02-13T17:51:23.222684	6.64670900e-05	-5.62061200e-08	-1.18255966e+03	-9.99439100e-02	-2.23317200e-11	4.47542375e+09	-5.99920900e-01	3.41444100e-08	-1.75701059e+07
1.20432117e+02	2023-02-13T17:51:24.888821	6.61324300e-05	-8.30666000e-08	-7.96137437e+02	-9.99449400e-02	-8.19884800e-12	1.21901199e+10	-5.49923100e-01	4.00499400e-08	-1.37309344e+07
1.21856321e+02	2023-02-13T17:51:26.313938	6.48773700e-05	-1.44981600e-07	-4.47486922e+02	-9.99441000e-02	-1.00490400e-11	9.94563660e+09	-4.99926500e-01	8.57667300e-08	-5.82890942e+06
1.23010645e+02	2023-02-13T17:51:27.468033	6.17817000e-05	-2.96719800e-07	-2.08215630e+02	-9.99444100e-02	-6.50426600e-12	1.53659783e+10	-4.49943200e-01	1.27759100e-07	-3.52180941e+06
1.24166898e+02	2023-02-13T17:51:28.624128	6.05266900e-05	-3.03413800e-07	-1.99485620e+02	-9.99443300e-02	-1.36695000e-11	7.31148396e+09	-3.99911700e-01	6.87342500e-08	-5.81823036e+06
1.25322992e+02	2023-02-13T17:51:29.780223	6.47937500e-05	-1.36577300e-07	-4.74410828e+02	-9.99442700e-02	-9.29634700e-12	1.07509186e+10	-3.49911300e-01	6.41632500e-08	-5.45345350e+06
1.26479333e+02	2023-02-13T17:51:30.936318	6.64671100e-05	-1.20717400e-07	-5.50600908e+02	-9.99437400e-02	-8.80436100e-12	1.13516177e+10	-2.99925100e-01	8.32556300e-08	-3.60246028e+06
1.27636513e+02	2023-02-13T17:51:32.093413	6.47100400e-05	-1.10536300e-07	-5.85418908e+02	-9.99442200e-02	-8.74971300e-12	1.14225712e+10	-2.49927500e-01	5.08554300e-08	-4.91447029e+06
1.28812327e+02	2023-02-13T17:51:33.269510	6.58814200e-05	-1.01173300e-07	-6.51173976e+02	-9.99448800e-02	-9.23747500e-12	1.08195021e+10	-1.99932900e-01	6.59521600e-08	-3.03148373e+06
1.29979481e+02	2023-02-13T17:51:34.436606	6.52120700e-05	-9.44216200e-08	-6.90647650e+02	-9.99435300e-02	-9.03249800e-13	1.10648826e+11	-1.49939700e-01	6.72637300e-08	-2.22913151e+06
1.31136506e+02	2023-02-13T17:51:35.593701	6.60487700e-05	-9.69524900e-08	-6.81248826e+02	-9.99443400e-02	-3.32952800e-12	3.00175701e+10	-9.99425200e-02	6.18718000e-08	-1.61531619e+06
