Time elapsed	Time stamp	source Voltage	source Current	source Resistance	trans_drain Voltage	trans_drain Current	trans_drain Resistance	trans_gatee Voltage	trans_gatee Current	trans_gatee Resistance
s		V	A	V/A	V	A	V/A	V	A	V/A

1.04936405e+02	2023-02-13T18:38:55.731064	6.93119700e-05	1.62381200e-06	4.26847258e+01	-9.99451800e-02	-6.21356300e-07	1.60850031e+05	-9.99953600e-01	-1.47495400e-06	6.77955787e+05
1.06496468e+02	2023-02-13T18:38:57.291192	6.93955900e-05	1.69369200e-06	4.09729691e+01	-9.99452200e-02	-1.12340200e-06	8.89665676e+04	-9.49913000e-01	-5.11675500e-07	1.85647544e+06
1.07587779e+02	2023-02-13T18:38:58.382282	6.83078700e-05	1.38648200e-06	4.92670442e+01	-9.99543800e-02	-1.75458900e-06	5.69674038e+04	-8.99909800e-01	-2.11840700e-07	4.24804960e+06
1.08693603e+02	2023-02-13T18:38:59.488373	6.93119400e-05	2.03823300e-06	3.40058963e+01	-9.99453100e-02	-1.37901500e-06	7.24758686e+04	-8.49919000e-01	-4.24166700e-08	2.00373815e+07
1.10067622e+02	2023-02-13T18:39:00.862485	6.84752700e-05	1.63383600e-06	4.19107365e+01	-9.99465300e-02	-1.87297200e-06	5.33625329e+04	-7.99916300e-01	4.74901800e-08	-1.68438254e+07
1.11179439e+02	2023-02-13T18:39:01.974577	6.78059000e-05	1.73672000e-06	3.90425054e+01	-9.99473400e-02	-1.92730500e-06	5.18586005e+04	-7.49923600e-01	7.69479700e-08	-9.74585294e+06
1.12286708e+02	2023-02-13T18:39:03.081667	6.64672100e-05	1.77166100e-06	3.75168895e+01	-9.99485300e-02	-1.90463800e-06	5.24763918e+04	-6.99936400e-01	1.07457200e-07	-6.51362961e+06
1.13195429e+02	2023-02-13T18:39:03.989743	6.89773100e-05	1.78933100e-06	3.85492176e+01	-9.99456300e-02	-1.90951000e-06	5.23409828e+04	-6.49902900e-01	8.45452300e-08	-7.68704396e+06
1.14306063e+02	2023-02-13T18:39:05.100834	6.89772100e-05	1.77684500e-06	3.88200490e+01	-9.99461400e-02	-1.83417100e-06	5.44911788e+04	-5.99917300e-01	1.11040900e-07	-5.40266965e+06
1.15411752e+02	2023-02-13T18:39:06.206925	7.00649900e-05	1.56487600e-06	4.47735092e+01	-9.99467300e-02	-1.60000800e-06	6.24663939e+04	-5.49921300e-01	6.63369700e-08	-8.28981637e+06
1.16521071e+02	2023-02-13T18:39:07.316016	7.03159900e-05	1.58104800e-06	4.44742917e+01	-9.99473700e-02	-1.65932000e-06	6.02339332e+04	-4.99917800e-01	8.45676600e-08	-5.91145362e+06
1.17630584e+02	2023-02-13T18:39:08.425107	6.91446000e-05	1.65087000e-06	4.18837340e+01	-9.99454000e-02	-1.72312500e-06	5.80024084e+04	-4.49943700e-01	6.63322400e-08	-6.78318266e+06
1.18739970e+02	2023-02-13T18:39:09.535199	6.89773000e-05	1.64559400e-06	4.19163536e+01	-9.99441500e-02	-1.75268100e-06	5.70235827e+04	-3.99912500e-01	5.82724800e-08	-6.86280213e+06
1.19853457e+02	2023-02-13T18:39:10.648290	7.03996500e-05	1.63541100e-06	4.30470689e+01	-9.99447600e-02	-1.67245500e-06	5.97593119e+04	-3.49913500e-01	7.15786400e-08	-4.88851842e+06
1.20963493e+02	2023-02-13T18:39:11.758382	6.93956500e-05	1.56587000e-06	4.43176317e+01	-9.99460400e-02	-1.66944100e-06	5.98679678e+04	-2.99928100e-01	5.60899500e-08	-5.34726988e+06
1.22067972e+02	2023-02-13T18:39:12.863473	6.88936200e-05	1.44127000e-06	4.78006342e+01	-9.99455900e-02	-1.50658600e-06	6.63391204e+04	-2.49932000e-01	6.36161700e-08	-3.92874956e+06
1.23177492e+02	2023-02-13T18:39:13.972563	6.79732500e-05	1.16072500e-06	5.85610287e+01	-9.99452400e-02	-1.23314500e-06	8.10490575e+04	-1.99934500e-01	5.99468000e-08	-3.33519888e+06
1.24286789e+02	2023-02-13T18:39:15.081654	6.73039200e-05	7.03986900e-07	9.56039381e+01	-9.99438900e-02	-7.73246000e-07	1.29252385e+05	-1.49939300e-01	5.08226100e-08	-2.95024793e+06
1.25396608e+02	2023-02-13T18:39:16.191746	7.00649300e-05	2.62142300e-07	2.67278230e+02	-9.99465700e-02	-3.14922600e-07	3.17368680e+05	-9.99423100e-02	5.41219700e-08	-1.84661257e+06
