[SUMMARY]
Software Information
Software Name:	UVProbe
Version:	2.43
Mode:	Normal Mode

Data Information
Data is:	Original
Analyst:	
Date/Time:	05/04/2023 11:24:32
Comments:	

Instrument Information
Instrument Name:	SolidSpec3700
Instrument Type:	SolidSpec-3700 Series
Model (S/N):	SolidSpec3700 ( A11085100264CZ )

[METHOD]
[Measurement Properties]
Wavelength Range (nm.):	285,00 to 1600,00
Scan Speed:	Medium
Sampling Interval:	1,0
Auto Sampling Interval:	Disabled
Scan Mode:	Single

[Sample Preparation Properties]
Weight:	
Volume:	
Dilution:	
Path Length:	
Additional Information:	

[Instrument Properties]
Instrument Type:	SolidSpec-3700 Series
Measuring Mode:	Transmittance
Slit Width:	5,0 nm
Time Constant:	1,0 sec.
Source Lamp:	Auto
Light Source Change Wavelength:	282,00 nm
Detector Unit:	Integral Sphere
Detector Change Wavelength:	900,00 nm  1650,00 nm
Grating Change Wavelength:	1000,00 nm
S/R Exchange:	Normal
Detector Lock:	Auto
Slit Program:	Fixed
Beam Mode:	Double
Stair Correction:	Disable

[Attachment Properties]
Attachment:	X-Y Stage
Sequence File:	R_robot_16-100-P1_optical_pads.xys

[Operation]
Threshold:	0,0010000
Points:	4
InterPolate:	Disabled
Average:	Disabled

[DATA]
Wavelength	Data
285.0	68.684
286.0	68.829
287.0	69.026
288.0	69.006
289.0	69.244
290.0	69.346
291.0	69.844
292.0	69.761
293.0	69.962
294.0	69.812
295.0	70.031
296.0	70.194
297.0	70.520
298.0	70.652
299.0	70.808
300.0	70.832
301.0	70.929
302.0	70.645
303.0	70.767
304.0	71.229
305.0	71.753
306.0	71.900
307.0	71.763
308.0	71.766
309.0	71.895
310.0	71.949
311.0	72.003
312.0	71.933
313.0	71.865
314.0	71.782
315.0	71.896
316.0	71.646
317.0	71.434
318.0	71.154
319.0	70.987
320.0	70.849
321.0	70.615
322.0	70.433
323.0	70.065
324.0	69.777
325.0	69.609
326.0	69.336
327.0	69.012
328.0	68.654
329.0	68.396
330.0	68.223
331.0	67.935
332.0	67.676
333.0	67.280
334.0	66.913
335.0	66.641
336.0	66.406
337.0	66.170
338.0	65.911
339.0	65.660
340.0	65.405
341.0	65.224
342.0	64.834
343.0	64.598
344.0	64.181
345.0	64.112
346.0	63.994
347.0	63.951
348.0	63.810
349.0	63.646
350.0	63.559
351.0	63.467
352.0	63.431
353.0	63.412
354.0	63.471
355.0	63.595
356.0	63.766
357.0	63.996
358.0	64.261
359.0	64.518
360.0	64.795
361.0	65.015
362.0	65.340
363.0	65.666
364.0	65.985
365.0	66.231
366.0	66.528
367.0	66.835
368.0	67.189
369.0	67.433
370.0	67.680
371.0	67.850
372.0	68.062
373.0	68.251
374.0	68.491
375.0	68.587
376.0	68.808
377.0	68.920
378.0	69.079
379.0	69.117
380.0	69.195
381.0	69.295
382.0	69.383
383.0	69.422
384.0	69.428
385.0	69.393
386.0	69.329
387.0	69.318
388.0	69.382
389.0	69.418
390.0	69.422
391.0	69.337
392.0	69.196
393.0	69.057
394.0	68.931
395.0	68.837
396.0	68.706
397.0	68.596
398.0	68.450
399.0	68.337
400.0	68.120
401.0	67.953
402.0	67.751
403.0	67.531
404.0	67.314
405.0	67.008
406.0	66.787
407.0	66.525
408.0	66.284
409.0	66.058
410.0	65.780
411.0	65.554
412.0	65.259
413.0	64.961
414.0	64.707
415.0	64.430
416.0	64.198
417.0	63.928
418.0	63.651
419.0	63.444
420.0	63.134
421.0	62.892
422.0	62.566
423.0	62.289
424.0	61.987
425.0	61.697
426.0	61.414
427.0	61.064
428.0	60.770
429.0	60.499
430.0	60.256
431.0	59.969
432.0	59.609
433.0	59.282
434.0	58.950
435.0	58.652
436.0	58.357
437.0	58.073
438.0	57.846
439.0	57.559
440.0	57.294
441.0	57.002
442.0	56.810
443.0	56.592
444.0	56.338
445.0	56.077
446.0	55.890
447.0	55.707
448.0	55.518
449.0	55.323
450.0	55.144
451.0	54.981
452.0	54.826
453.0	54.703
454.0	54.589
455.0	54.466
456.0	54.357
457.0	54.254
458.0	54.160
459.0	54.120
460.0	54.054
461.0	54.010
462.0	53.935
463.0	53.908
464.0	53.869
465.0	53.828
466.0	53.779
467.0	53.798
468.0	53.814
469.0	53.848
470.0	53.855
471.0	53.884
472.0	53.918
473.0	53.955
474.0	54.011
475.0	54.094
476.0	54.187
477.0	54.262
478.0	54.339
479.0	54.412
480.0	54.548
481.0	54.636
482.0	54.743
483.0	54.827
484.0	54.921
485.0	55.023
486.0	55.124
487.0	55.259
488.0	55.383
489.0	55.527
490.0	55.673
491.0	55.811
492.0	55.909
493.0	56.057
494.0	56.240
495.0	56.448
496.0	56.589
497.0	56.741
498.0	56.896
499.0	57.121
500.0	57.299
501.0	57.520
502.0	57.702
503.0	57.935
504.0	58.130
505.0	58.347
506.0	58.574
507.0	58.825
508.0	59.103
509.0	59.341
510.0	59.571
511.0	59.812
512.0	60.004
513.0	60.273
514.0	60.493
515.0	60.830
516.0	61.088
517.0	61.362
518.0	61.573
519.0	61.841
520.0	62.091
521.0	62.362
522.0	62.576
523.0	62.832
524.0	63.122
525.0	63.439
526.0	63.730
527.0	63.979
528.0	64.228
529.0	64.474
530.0	64.752
531.0	65.011
532.0	65.270
533.0	65.520
534.0	65.743
535.0	65.970
536.0	66.184
537.0	66.423
538.0	66.650
539.0	66.867
540.0	67.070
541.0	67.255
542.0	67.419
543.0	67.595
544.0	67.796
545.0	68.015
546.0	68.200
547.0	68.412
548.0	68.565
549.0	68.737
550.0	68.886
551.0	69.045
552.0	69.214
553.0	69.344
554.0	69.467
555.0	69.607
556.0	69.740
557.0	69.852
558.0	69.975
559.0	70.050
560.0	70.173
561.0	70.242
562.0	70.358
563.0	70.432
564.0	70.506
565.0	70.565
566.0	70.636
567.0	70.671
568.0	70.723
569.0	70.768
570.0	70.832
571.0	70.847
572.0	70.896
573.0	70.923
574.0	70.942
575.0	70.924
576.0	70.951
577.0	70.961
578.0	70.973
579.0	70.971
580.0	70.956
581.0	70.964
582.0	70.944
583.0	70.966
584.0	70.955
585.0	70.922
586.0	70.916
587.0	70.894
588.0	70.887
589.0	70.843
590.0	70.811
591.0	70.786
592.0	70.750
593.0	70.704
594.0	70.631
595.0	70.577
596.0	70.544
597.0	70.550
598.0	70.500
599.0	70.469
600.0	70.410
601.0	70.392
602.0	70.310
603.0	70.244
604.0	70.132
605.0	70.068
606.0	69.947
607.0	69.927
608.0	69.901
609.0	69.853
610.0	69.802
611.0	69.692
612.0	69.656
613.0	69.546
614.0	69.508
615.0	69.428
616.0	69.382
617.0	69.283
618.0	69.251
619.0	69.192
620.0	69.099
621.0	69.013
622.0	68.928
623.0	68.843
624.0	68.755
625.0	68.675
626.0	68.678
627.0	68.634
628.0	68.566
629.0	68.449
630.0	68.330
631.0	68.259
632.0	68.208
633.0	68.137
634.0	68.048
635.0	67.959
636.0	67.876
637.0	67.813
638.0	67.732
639.0	67.655
640.0	67.534
641.0	67.465
642.0	67.414
643.0	67.338
644.0	67.234
645.0	67.106
646.0	67.023
647.0	66.931
648.0	66.864
649.0	66.750
650.0	66.723
651.0	66.629
652.0	66.561
653.0	66.412
654.0	66.355
655.0	66.275
656.0	66.225
657.0	66.076
658.0	65.994
659.0	65.862
660.0	65.801
661.0	65.692
662.0	65.617
663.0	65.525
664.0	65.460
665.0	65.398
666.0	65.311
667.0	65.265
668.0	65.157
669.0	65.102
670.0	65.006
671.0	64.946
672.0	64.881
673.0	64.737
674.0	64.616
675.0	64.518
676.0	64.509
677.0	64.422
678.0	64.297
679.0	64.187
680.0	64.153
681.0	64.119
682.0	63.985
683.0	63.824
684.0	63.720
685.0	63.697
686.0	63.670
687.0	63.584
688.0	63.499
689.0	63.426
690.0	63.367
691.0	63.263
692.0	63.129
693.0	63.037
694.0	63.014
695.0	63.030
696.0	62.909
697.0	62.796
698.0	62.684
699.0	62.654
700.0	62.598
701.0	62.553
702.0	62.490
703.0	62.366
704.0	62.265
705.0	62.159
706.0	62.039
707.0	61.956
708.0	61.858
709.0	61.806
710.0	61.728
711.0	61.716
712.0	61.650
713.0	61.527
714.0	61.359
715.0	61.271
716.0	61.218
717.0	61.171
718.0	61.150
719.0	61.096
720.0	60.977
721.0	60.899
722.0	60.823
723.0	60.789
724.0	60.683
725.0	60.651
726.0	60.603
727.0	60.519
728.0	60.364
729.0	60.309
730.0	60.161
731.0	60.096
732.0	59.942
733.0	59.929
734.0	59.810
735.0	59.741
736.0	59.661
737.0	59.612
738.0	59.581
739.0	59.477
740.0	59.437
741.0	59.337
742.0	59.384
743.0	59.224
744.0	59.123
745.0	58.934
746.0	58.866
747.0	58.799
748.0	58.729
749.0	58.716
750.0	58.544
751.0	58.442
752.0	58.293
753.0	58.321
754.0	58.225
755.0	58.182
756.0	58.098
757.0	58.044
758.0	58.046
759.0	57.973
760.0	57.951
761.0	57.772
